uid,units,date,reason
BB-PAS-007,2,2025-01-23,spoilage
BB-PAS-008,1,2025-01-23,spoilage
DE-CRE-007,3,2025-01-23,spoilage
DE-CRE-009,1,2025-01-23,spoilage
DE-MIL-009,2,2025-01-23,spoilage
FP-HER-007,1,2025-01-23,spoilage
FP-HER-008,2,2025-01-23,spoilage
FP-HER-009,6,2025-01-23,spoilage
FP-VEG-007,1,2025-01-23,spoilage
FP-VEG-008,2,2025-01-23,spoilage
MP-CHI-007,1,2025-01-23,spoilage
SF-FFF-009,1,2025-01-23,spoilage
BB-BKG-008,3,2025-01-24,spoilage
BB-BKG-009,3,2025-01-24,spoilage
BB-FBR-009,1,2025-01-24,spoilage
BB-PAS-007,4,2025-01-24,spoilage
BB-PAS-008,3,2025-01-24,spoilage
DE-CRE-007,1,2025-01-24,spoilage
DE-CRE-009,1,2025-01-24,spoilage
DE-MIL-007,2,2025-01-24,spoilage
DE-MIL-008,1,2025-01-24,spoilage
DE-MIL-009,3,2025-01-24,spoilage
DE-YOG-008,2,2025-01-24,spoilage
FF-DES-009,1,2025-01-24,spoilage
FF-ICE-009,1,2025-01-24,spoilage
FP-FRU-005,1,2025-01-24,spoilage
FP-HER-007,2,2025-01-24,spoilage
FP-HER-008,4,2025-01-24,spoilage
FP-HER-009,6,2025-01-24,spoilage
FP-VEG-007,5,2025-01-24,spoilage
FP-VEG-008,7,2025-01-24,spoilage
MP-CHI-007,2,2025-01-24,spoilage
MP-POR-007,2,2025-01-24,spoilage
SF-FFF-009,4,2025-01-24,spoilage
BB-BKG-007,5,2025-01-25,spoilage
BB-BKG-009,5,2025-01-25,spoilage
BB-FBR-009,1,2025-01-25,spoilage
BB-PAS-007,2,2025-01-25,spoilage
BB-PAS-008,5,2025-01-25,spoilage
DE-CRE-007,3,2025-01-25,spoilage
DE-CRE-009,4,2025-01-25,spoilage
DE-MIL-007,4,2025-01-25,spoilage
DE-MIL-008,1,2025-01-25,spoilage
DE-MIL-009,1,2025-01-25,spoilage
FP-HER-007,1,2025-01-25,spoilage
FP-HER-008,1,2025-01-25,spoilage
FP-HER-009,4,2025-01-25,spoilage
FP-VEG-007,1,2025-01-25,spoilage
MP-POR-007,1,2025-01-25,spoilage
MP-PRM-006,1,2025-01-25,spoilage
MP-PRM-009,1,2025-01-25,spoilage
SF-SHL-009,2,2025-01-25,spoilage
SF-SPR-008,1,2025-01-25,spoilage
BB-BKG-007,1,2025-01-26,spoilage
BB-FBR-009,2,2025-01-26,spoilage
BB-PAS-007,1,2025-01-26,spoilage
DE-MIL-007,2,2025-01-26,spoilage
DE-YOG-008,1,2025-01-26,spoilage
FP-FRU-005,1,2025-01-26,spoilage
FP-HER-007,2,2025-01-26,spoilage
FP-HER-008,1,2025-01-26,spoilage
FP-HER-009,2,2025-01-26,spoilage
FP-VEG-007,1,2025-01-26,spoilage
FP-VEG-008,1,2025-01-26,spoilage
MP-CHI-007,1,2025-01-26,spoilage
MP-POR-007,1,2025-01-26,spoilage
MP-PRM-006,1,2025-01-26,spoilage
MP-PRM-008,1,2025-01-26,spoilage
MP-PRM-009,1,2025-01-26,spoilage
SF-SHL-009,2,2025-01-26,spoilage
BB-BKG-007,2,2025-01-27,spoilage
BB-BKG-008,1,2025-01-27,spoilage
BB-BKG-009,1,2025-01-27,spoilage
BB-FBR-009,1,2025-01-27,spoilage
BB-PAS-007,1,2025-01-27,spoilage
BB-PAS-008,1,2025-01-27,spoilage
DE-CRE-009,7,2025-01-27,spoilage
FP-FRU-005,1,2025-01-27,spoilage
FP-HER-007,2,2025-01-27,spoilage
FP-HER-008,4,2025-01-27,spoilage
FP-HER-009,4,2025-01-27,spoilage
FP-VEG-007,4,2025-01-27,spoilage
FP-VEG-008,2,2025-01-27,spoilage
MP-CHI-007,3,2025-01-27,spoilage
MP-PRM-009,1,2025-01-27,spoilage
SF-SHL-009,1,2025-01-27,spoilage
BB-BKG-007,1,2025-01-28,spoilage
BB-BKG-009,1,2025-01-28,spoilage
DE-CRE-007,2,2025-01-28,spoilage
FP-FRU-005,1,2025-01-28,spoilage
FP-HER-007,1,2025-01-28,spoilage
FP-HER-008,1,2025-01-28,spoilage
FP-VEG-008,2,2025-01-28,spoilage
MP-PRM-006,1,2025-01-28,spoilage
MP-PRM-009,1,2025-01-28,spoilage
SF-SHL-009,1,2025-01-28,spoilage
BB-BKG-007,1,2025-01-29,spoilage
DE-CRE-007,2,2025-01-29,spoilage
FP-HER-008,1,2025-01-29,spoilage
FP-HER-009,1,2025-01-29,spoilage
FP-VEG-007,2,2025-01-29,spoilage
MP-CHI-007,1,2025-01-29,spoilage
MP-PRM-009,1,2025-01-29,spoilage
SF-FFF-009,1,2025-01-29,spoilage
SF-SHL-009,1,2025-01-29,spoilage
BB-BKG-007,4,2025-01-30,spoilage
BB-BKG-008,2,2025-01-30,spoilage
BB-BKG-009,2,2025-01-30,spoilage
BB-FBR-009,2,2025-01-30,spoilage
BB-PAS-007,4,2025-01-30,spoilage
BB-PAS-008,3,2025-01-30,spoilage
DE-CRE-007,1,2025-01-30,spoilage
DE-CRE-009,3,2025-01-30,spoilage
DE-MIL-007,3,2025-01-30,spoilage
DE-MIL-008,1,2025-01-30,spoilage
FF-FVG-009,1,2025-01-30,spoilage
FP-HER-008,3,2025-01-30,spoilage
FP-HER-009,1,2025-01-30,spoilage
FP-VEG-007,2,2025-01-30,spoilage
FP-VEG-008,1,2025-01-30,spoilage
MP-CHI-007,2,2025-01-30,spoilage
MP-POR-007,1,2025-01-30,spoilage
MP-PRM-006,1,2025-01-30,spoilage
MP-PRM-007,1,2025-01-30,spoilage
MP-PRM-008,1,2025-01-30,spoilage
SF-FFF-009,1,2025-01-30,spoilage
SF-SHL-009,2,2025-01-30,spoilage
SF-SPR-004,2,2025-01-30,spoilage
SF-SPR-007,1,2025-01-30,spoilage
SF-SPR-008,1,2025-01-30,spoilage
SF-SPR-009,1,2025-01-30,spoilage
BB-BKG-007,1,2025-01-31,spoilage
BB-BKG-008,2,2025-01-31,spoilage
BB-BKG-009,2,2025-01-31,spoilage
BB-FBR-009,4,2025-01-31,spoilage
BB-PAS-007,5,2025-01-31,spoilage
BB-PAS-008,1,2025-01-31,spoilage
DE-CRE-007,2,2025-01-31,spoilage
DE-CRE-009,2,2025-01-31,spoilage
DE-MIL-007,1,2025-01-31,spoilage
DE-MIL-008,1,2025-01-31,spoilage
DE-MIL-009,1,2025-01-31,spoilage
DE-YOG-008,1,2025-01-31,spoilage
FP-HER-007,2,2025-01-31,spoilage
FP-HER-008,6,2025-01-31,spoilage
FP-VEG-007,1,2025-01-31,spoilage
FP-VEG-008,1,2025-01-31,spoilage
MP-POR-007,1,2025-01-31,spoilage
MP-PRM-006,2,2025-01-31,spoilage
MP-PRM-007,1,2025-01-31,spoilage
SF-SPR-008,1,2025-01-31,spoilage
BB-BKG-008,1,2025-02-01,spoilage
BB-BKG-009,4,2025-02-01,spoilage
BB-FBR-009,2,2025-02-01,spoilage
BB-PAS-007,4,2025-02-01,spoilage
BB-PAS-008,5,2025-02-01,spoilage
DE-CRE-007,1,2025-02-01,spoilage
DE-CRE-009,2,2025-02-01,spoilage
DE-MIL-009,1,2025-02-01,spoilage
DE-YOG-008,1,2025-02-01,spoilage
FF-DES-009,1,2025-02-01,spoilage
FP-HER-008,3,2025-02-01,spoilage
FP-HER-009,4,2025-02-01,spoilage
FP-VEG-007,2,2025-02-01,spoilage
FP-VEG-008,2,2025-02-01,spoilage
MP-CHI-007,2,2025-02-01,spoilage
MP-POR-007,1,2025-02-01,spoilage
MP-PRM-006,1,2025-02-01,spoilage
MP-PRM-007,1,2025-02-01,spoilage
MP-PRM-009,1,2025-02-01,spoilage
SF-SHL-009,1,2025-02-01,spoilage
BB-BKG-009,1,2025-02-02,spoilage
BB-FBR-009,2,2025-02-02,spoilage
BB-PAS-007,1,2025-02-02,spoilage
BB-PAS-008,1,2025-02-02,spoilage
DE-CRE-007,2,2025-02-02,spoilage
FP-HER-007,2,2025-02-02,spoilage
FP-HER-008,3,2025-02-02,spoilage
FP-VEG-007,1,2025-02-02,spoilage
FP-VEG-008,1,2025-02-02,spoilage
MP-CHI-007,1,2025-02-02,spoilage
SF-SHL-009,1,2025-02-02,spoilage
BB-FBR-009,1,2025-02-03,spoilage
BB-PAS-007,4,2025-02-03,spoilage
BB-PAS-008,1,2025-02-03,spoilage
DE-CRE-007,2,2025-02-03,spoilage
DE-YOG-008,1,2025-02-03,spoilage
FP-HER-008,1,2025-02-03,spoilage
FP-VEG-007,2,2025-02-03,spoilage
FP-VEG-008,1,2025-02-03,spoilage
MP-POR-007,2,2025-02-03,spoilage
MP-PRM-006,1,2025-02-03,spoilage
MP-PRM-008,1,2025-02-03,spoilage
MP-PRM-009,1,2025-02-03,spoilage
BB-FBR-009,1,2025-02-04,spoilage
BB-PAS-007,5,2025-02-04,spoilage
DE-CRE-009,1,2025-02-04,spoilage
FP-HER-008,1,2025-02-04,spoilage
FP-VEG-008,2,2025-02-04,spoilage
MP-POR-007,1,2025-02-04,spoilage
SF-FFF-009,1,2025-02-04,spoilage
BB-BKG-008,1,2025-02-05,spoilage
BB-PAS-007,1,2025-02-05,spoilage
BB-PAS-008,1,2025-02-05,spoilage
DE-CRE-007,1,2025-02-05,spoilage
DE-CRE-009,3,2025-02-05,spoilage
DE-MIL-008,1,2025-02-05,spoilage
FP-HER-007,2,2025-02-05,spoilage
FP-HER-008,3,2025-02-05,spoilage
FP-VEG-008,2,2025-02-05,spoilage
SF-SHL-009,1,2025-02-05,spoilage
BB-BKG-007,8,2025-02-06,spoilage
BB-BKG-009,7,2025-02-06,spoilage
BB-PAS-008,7,2025-02-06,spoilage
DE-CRE-007,2,2025-02-06,spoilage
DE-CRE-009,1,2025-02-06,spoilage
DE-MIL-007,6,2025-02-06,spoilage
DE-MIL-009,3,2025-02-06,spoilage
FP-HER-008,3,2025-02-06,spoilage
FP-HER-009,1,2025-02-06,spoilage
FP-VEG-007,3,2025-02-06,spoilage
FP-VEG-008,2,2025-02-06,spoilage
MP-PRM-006,1,2025-02-06,spoilage
MP-PRM-007,2,2025-02-06,spoilage
SF-SHL-009,1,2025-02-06,spoilage
SF-SPR-004,2,2025-02-06,spoilage
SF-SPR-007,1,2025-02-06,spoilage
SF-SPR-008,2,2025-02-06,spoilage
BB-BKG-007,5,2025-02-07,spoilage
BB-BKG-008,1,2025-02-07,spoilage
BB-BKG-009,7,2025-02-07,spoilage
BB-FBR-009,1,2025-02-07,spoilage
BB-PAS-007,3,2025-02-07,spoilage
BB-PAS-008,1,2025-02-07,spoilage
DE-CRE-007,1,2025-02-07,spoilage
DE-CRE-009,4,2025-02-07,spoilage
DE-MIL-007,3,2025-02-07,spoilage
DE-MIL-009,5,2025-02-07,spoilage
DE-YOG-008,1,2025-02-07,spoilage
FP-HER-008,3,2025-02-07,spoilage
FP-VEG-007,3,2025-02-07,spoilage
FP-VEG-008,1,2025-02-07,spoilage
MP-CHI-007,1,2025-02-07,spoilage
MP-PRM-006,1,2025-02-07,spoilage
MP-PRM-007,2,2025-02-07,spoilage
MP-PRM-009,1,2025-02-07,spoilage
SF-SHL-009,2,2025-02-07,spoilage
SF-SPR-007,1,2025-02-07,spoilage
SF-SPR-009,1,2025-02-07,spoilage
BB-BKG-007,6,2025-02-08,spoilage
BB-BKG-008,1,2025-02-08,spoilage
BB-BKG-009,1,2025-02-08,spoilage
BB-FBR-009,5,2025-02-08,spoilage
BB-PAS-007,4,2025-02-08,spoilage
BB-PAS-008,2,2025-02-08,spoilage
DE-CRE-007,1,2025-02-08,spoilage
DE-CRE-009,6,2025-02-08,spoilage
DE-MIL-009,5,2025-02-08,spoilage
FP-HER-007,1,2025-02-08,spoilage
FP-HER-008,2,2025-02-08,spoilage
FP-HER-009,3,2025-02-08,spoilage
FP-VEG-007,5,2025-02-08,spoilage
FP-VEG-008,2,2025-02-08,spoilage
MP-CHI-007,1,2025-02-08,spoilage
MP-POR-007,1,2025-02-08,spoilage
MP-PRM-007,2,2025-02-08,spoilage
SF-SPR-007,1,2025-02-08,spoilage
SF-SPR-008,2,2025-02-08,spoilage
SF-SPR-009,1,2025-02-08,spoilage
BB-BKG-007,7,2025-02-09,spoilage
BB-BKG-008,2,2025-02-09,spoilage
BB-BKG-009,1,2025-02-09,spoilage
BB-FBR-009,7,2025-02-09,spoilage
BB-PAS-007,5,2025-02-09,spoilage
DE-CRE-007,2,2025-02-09,spoilage
DE-CRE-009,3,2025-02-09,spoilage
DE-MIL-007,4,2025-02-09,spoilage
DE-MIL-008,1,2025-02-09,spoilage
DE-MIL-009,2,2025-02-09,spoilage
DE-YOG-008,2,2025-02-09,spoilage
FF-FVG-009,1,2025-02-09,spoilage
FP-FRU-005,1,2025-02-09,spoilage
FP-HER-007,3,2025-02-09,spoilage
FP-HER-008,2,2025-02-09,spoilage
FP-HER-009,4,2025-02-09,spoilage
FP-VEG-007,3,2025-02-09,spoilage
FP-VEG-008,1,2025-02-09,spoilage
MP-CHI-007,1,2025-02-09,spoilage
MP-PRM-006,1,2025-02-09,spoilage
MP-PRM-009,2,2025-02-09,spoilage
SF-SHL-009,1,2025-02-09,spoilage
SF-SPR-004,1,2025-02-09,spoilage
BB-BKG-007,4,2025-02-10,spoilage
BB-BKG-009,3,2025-02-10,spoilage
BB-FBR-009,2,2025-02-10,spoilage
BB-PAS-007,1,2025-02-10,spoilage
BB-PAS-008,3,2025-02-10,spoilage
DE-CRE-007,4,2025-02-10,spoilage
DE-CRE-009,2,2025-02-10,spoilage
DE-MIL-007,1,2025-02-10,spoilage
DE-MIL-008,1,2025-02-10,spoilage
FF-ICE-009,1,2025-02-10,spoilage
FP-FRU-005,1,2025-02-10,spoilage
FP-HER-008,3,2025-02-10,spoilage
FP-HER-009,2,2025-02-10,spoilage
FP-VEG-007,1,2025-02-10,spoilage
FP-VEG-008,4,2025-02-10,spoilage
MP-CHI-007,1,2025-02-10,spoilage
MP-POR-007,2,2025-02-10,spoilage
MP-PRM-006,2,2025-02-10,spoilage
MP-PRM-007,1,2025-02-10,spoilage
SF-FFF-009,3,2025-02-10,spoilage
SF-SPR-008,1,2025-02-10,spoilage
BB-BKG-007,2,2025-02-11,spoilage
BB-BKG-009,2,2025-02-11,spoilage
BB-FBR-009,1,2025-02-11,spoilage
BB-PAS-007,2,2025-02-11,spoilage
BB-PAS-008,2,2025-02-11,spoilage
DE-CRE-007,2,2025-02-11,spoilage
DE-CRE-009,4,2025-02-11,spoilage
DE-MIL-007,2,2025-02-11,spoilage
DE-MIL-009,1,2025-02-11,spoilage
DE-YOG-008,1,2025-02-11,spoilage
FP-FRU-005,1,2025-02-11,spoilage
FP-HER-007,2,2025-02-11,spoilage
FP-HER-008,3,2025-02-11,spoilage
FP-HER-009,2,2025-02-11,spoilage
FP-VEG-007,1,2025-02-11,spoilage
FP-VEG-008,4,2025-02-11,spoilage
MP-POR-007,1,2025-02-11,spoilage
MP-PRM-006,1,2025-02-11,spoilage
MP-PRM-009,1,2025-02-11,spoilage
SF-FFF-009,1,2025-02-11,spoilage
SF-SPR-007,1,2025-02-11,spoilage
BB-BKG-007,2,2025-02-12,spoilage
BB-BKG-008,1,2025-02-12,spoilage
BB-BKG-009,2,2025-02-12,spoilage
BB-FBR-009,2,2025-02-12,spoilage
BB-PAS-007,1,2025-02-12,spoilage
BB-PAS-008,2,2025-02-12,spoilage
DE-CRE-007,3,2025-02-12,spoilage
DE-MIL-007,1,2025-02-12,spoilage
DE-MIL-009,1,2025-02-12,spoilage
DE-YOG-008,1,2025-02-12,spoilage
FP-FRU-005,1,2025-02-12,spoilage
FP-HER-007,1,2025-02-12,spoilage
FP-HER-008,3,2025-02-12,spoilage
FP-HER-009,2,2025-02-12,spoilage
FP-VEG-007,2,2025-02-12,spoilage
SF-FFF-009,2,2025-02-12,spoilage
SF-SPR-008,1,2025-02-12,spoilage
BB-BKG-007,4,2025-02-13,spoilage
BB-BKG-009,5,2025-02-13,spoilage
BB-FBR-009,2,2025-02-13,spoilage
BB-PAS-007,2,2025-02-13,spoilage
BB-PAS-008,4,2025-02-13,spoilage
DE-CRE-007,1,2025-02-13,spoilage
DE-MIL-007,3,2025-02-13,spoilage
DE-MIL-009,5,2025-02-13,spoilage
FP-FRU-005,1,2025-02-13,spoilage
FP-HER-007,5,2025-02-13,spoilage
FP-HER-008,4,2025-02-13,spoilage
FP-HER-009,2,2025-02-13,spoilage
FP-VEG-008,4,2025-02-13,spoilage
MP-PRM-006,1,2025-02-13,spoilage
MP-PRM-009,2,2025-02-13,spoilage
SF-SHL-009,2,2025-02-13,spoilage
SF-SPR-008,1,2025-02-13,spoilage
SF-SPR-009,1,2025-02-13,spoilage
BB-BKG-007,3,2025-02-14,spoilage
BB-BKG-008,1,2025-02-14,spoilage
BB-BKG-009,3,2025-02-14,spoilage
BB-FBR-009,6,2025-02-14,spoilage
BB-PAS-007,5,2025-02-14,spoilage
BB-PAS-008,3,2025-02-14,spoilage
DE-CRE-009,5,2025-02-14,spoilage
DE-MIL-007,5,2025-02-14,spoilage
DE-MIL-009,1,2025-02-14,spoilage
