t,M_Alcoholic Beverages,M_Bakery and Bread,M_Beverages (Non-Alcoholic),M_Dairy and Eggs,M_Fresh Produce,M_Frozen Foods,M_Household and Cleaning Supplies,M_Meat and Poultry,M_Pantry Staples and Packaged Goods,M_Personal Care and Health,M_Seafood,M_Snacks and Confectionery,traffic
33,0.8689893669962105,1.0525373435082932,0.7455990755170407,0.9974134520654998,0.881345221839617,0.9457570211421343,1.0,0.8796753351070782,1.112550307378127,1.0948636997216594,1.0186008504686488,1.0682086603124998,0.9484886495577345
34,0.9368917704734661,1.026404980750572,0.8667541849503291,0.9974134520654998,0.9153886512240814,0.9942488801302336,1.0,0.9366528491096184,1.057991389169583,1.0412696132460553,1.0184578035443723,1.0287226031922858,1.106906061113848
35,0.963257329230003,1.0168862206951943,0.9163151703864408,0.9974134520654998,0.9284560991650033,1.0126479469113248,1.0,0.9586310592521328,1.0384590041815684,1.022147455012889,1.0183060869942646,1.0144958306795804,0.6993415529481346
36,0.9178295809325776,1.0333213246697548,0.8320126416090271,0.9974134520654998,0.9065839207910306,0.9803827316172006,1.0,0.9208700120672397,1.0722978011625672,1.0555655361748486,1.018145749645405,1.0392441933008245,0.8358253619485536
37,0.891249789696323,1.043416190968713,0.7846080154955128,0.9974134520654998,0.8936569035228921,0.961185446520057,1.0,0.8986588299810274,1.0933514226680794,1.0764096859327141,1.017976843077058,1.054568740280149,0.6457403698228941
38,0.8832178184625178,1.0464885161707125,0.7706194569644804,0.9974134520654998,0.88993113999482,0.9552169000774343,1.0,0.8919738891613158,1.09979961969293,1.082883792954179,1.017799421600403,1.0592914571574745,0.6543374884702264
39,0.9158690069112384,1.0338178644558333,0.828750746225037,0.9974134520654998,0.9065626402276251,0.9784175239432806,1.0,0.9194441333219483,1.0733285869092364,1.0569485965242493,1.0176135422372183,1.0401746345043321,0.7723416470776965
40,0.9472042134611294,1.0222028618139662,0.8865428475736821,0.9974134520654998,0.9222927384782146,1.0003967225619355,1.0,0.9456652171191382,1.0493462537044687,1.033463795893417,1.017419264697534,1.022759422518322,0.758147456326451
41,0.9856534898194942,1.0086452221219624,0.9601048855476424,0.9974134520654998,0.9412003987120167,1.0270618130323266,1.0,0.9776342173881448,1.0216955520144813,1.0063652158712273,1.0172166513562706,1.00254606327236,0.6191843573652176
42,0.9962780872308347,1.004954295487921,0.9810504433345939,0.9974134520654998,0.9466519846487533,1.0341909705149541,1.0,0.986499059480117,1.0142318697552997,0.9991516220864342,1.017005767228869,0.9971170989759421,0.8857216366489258
43,0.9386576213575786,1.025012546074383,0.8709775913757513,0.9974134520654998,0.9192651602843039,0.993683014074042,1.0,0.9388087342971264,1.0551227658590103,1.0395838323306859,1.0167866799459373,1.027192071070034,0.979121569649379
44,0.9546368822700454,1.0191600143211657,0.9010184556370262,0.9974134520654998,0.9274711824105779,1.0046790623730746,1.0,0.9522027373640434,1.0431082585941631,1.0278994057307707,1.0165594597269203,1.0184830485542715,0.9650867646494495
45,0.9941707623279299,1.0053642498295343,0.97734132063248,0.9974134520654998,0.9469190842603105,1.031963108545089,1.0,0.9850533509415601,1.0150595164797729,1.000413991586286,1.0163241793528135,0.9979502859727012,0.7642593076017445
46,0.9356879175660624,1.0257791956180846,0.8658758749773686,0.9974134520654998,0.919085290122033,0.9908213270638512,1.0,0.9366219283494776,1.056701696572771,1.0416215683996746,1.0160809141379352,1.0285827457051482,0.8958390685318436
47,1.0045274940815114,1.0016805277552752,0.9981339601532194,0.9974134520654998,0.9527653572783883,1.038555996039528,1.0,0.9938123282359878,1.0076346516836634,0.9934184766195392,1.0158297419007742,0.9926314744873943,0.8834412869596353
48,0.9822549467917405,1.0090806538862882,0.9545253226170384,0.9974134520654998,0.9426243240069949,1.0228575001562452,1.0,0.975526181483889,1.0225778735960276,1.0083222698321315,1.0155707429339302,1.0037369896009047,0.8720313633363584
49,0.9598883703684367,1.0167394488942836,0.9117095852637788,0.9974134520654998,0.9323201329572245,1.0069765979576715,1.0,0.9570913429179954,1.038159254818008,1.023865722329159,1.0153039999731654,1.0152748974041266,0.9224449831774898
50,0.9129745874694872,1.0337404589215298,0.8249178471498758,0.9974134520654998,0.9097432119530252,0.9736007871483754,1.0,0.918058862939178,1.0731678652477012,1.0585830699827805,1.0150295981655835,1.0409396192796183,0.9808737889746977
51,0.9480001731347397,1.0207231791469809,0.889591442599021,0.9974134520654998,0.9275450525416328,0.9980370522184594,1.0,0.9474339182909873,1.046310504693071,1.0322818981096509,1.014747625036958,1.0214343385552342,1.016715084435633
52,0.9045514721910777,1.036679764447444,0.8100707152782987,0.9974134520654998,0.906557271685293,0.9669980042285161,1.0,0.9112230946591796,1.0792793659162654,1.0650112608164595,1.014458170458226,1.0455786822158506,0.907671794797451
53,0.8520550993689234,1.0574098085034165,0.7189131958149858,0.9974134520654998,0.8803728507910504,0.9289106744198954,1.0,0.8670481234391271,1.1228747101025627,1.1082464755047217,1.0141613266111673,1.0772020126376347,0.8120197158578008
54,0.8529073554802713,1.0569165884218636,0.7204961351150976,0.9974134520654998,0.8813415659592928,0.9292202646718424,1.0,0.867886459876559,1.1218274431144244,1.1074342698057904,1.0138571879532912,1.0765560500773892,0.8679945362323702
55,0.890038981426498,1.0418672250778298,0.7847564879208574,0.9974134520654998,0.9008751461976865,0.9556713793491225,1.0,0.8993833327018637,1.0901076412980508,1.076341797681538,1.0135458511819464,1.0537524573451125,0.8769248397416417
56,0.9066150058420817,1.03533389458912,0.8144297764609256,0.9974134520654998,0.9097969557495003,0.967162684197633,1.0,0.9134477631673318,1.0764788353809698,1.0631077791130217,1.0132274151976812,1.043965564423849,0.9343851816929971
57,0.9558329918243497,1.0171040627390144,0.9054508455693624,0.9974134520654998,0.9347663266617761,1.001499172580426,1.0,0.954725047393596,1.0389039787681795,1.0262193934696409,1.0129019810668676,1.0166234258648212,1.0094363832825626
58,0.9458148290389427,1.020533696256759,0.8867640783302086,0.9974134520654998,0.9304652060541309,0.9941264931507637,1.0,0.9465169764046119,1.0459220751155895,1.0333778455642344,1.0125696519836154,1.0218815479855252,0.8349289650310907
59,0.9926035687964091,1.0040903415074427,0.9768873849407567,0.9974134520654998,0.9538409016395742,1.0262657127576393,1.0,0.9855254045174867,1.0124887596232315,1.0005689235680015,1.0122305332309969,0.9973950518111149,0.9915230225003264
60,0.9509406536041606,1.0183904334700484,0.8968061795455787,0.9974134520654998,0.9342465720383443,0.996965192971602,1.0,0.9510757170819639,1.0415335244122281,1.0295062318368284,1.0118847321416022,1.0188938829158432,1.219058593751563
61,0.9300582540959396,1.025797187376877,0.8580506178965069,0.9974134520654998,0.9245755566625675,0.9819357773626539,1.0,0.9337836576783634,1.0567387651521536,1.0447784540115952,1.011532358057448,1.0301492847407003,1.162796778883555
62,0.8919265098160909,1.040047989421211,0.7893206727243633,0.9974134520654998,0.906066451075259,0.9545334505991933,1.0,0.9019113547222753,1.086304025610874,1.0742631653694765,1.0111735222892637,1.051814954538251,1.2648067432726198
63,0.8875562952024498,1.041584987720489,0.7817929189413787,0.9974134520654998,0.9044971753280623,0.9510311448978231,1.0,0.8983714459646649,1.0895171103371497,1.0777001245798281,1.0108083380751731,1.0542743292352994,1.5669703516185165
64,0.9299972096392032,1.0253257447795923,0.8585579464652782,0.9974134520654998,0.926550941256815,0.980711393466343,1.0,0.9341823503383232,1.055767662495357,1.044572624225737,1.0104369205388002,1.0298110806174152,1.4104311305185377
65,0.9637066701811272,1.013060362820598,0.9221556881743193,0.9974134520654998,0.9438989577870868,1.003852033325134,1.0,0.9624757726350655,1.0306596602176759,1.0199849429437198,1.0100593866468144,1.0115138916552677,1.0421626864962976
66,0.9742319497639778,1.009228523964165,0.9426472709024263,0.9974134520654998,0.9497605671531562,1.0107213522625162,1.0,0.9713916471856683,1.0228775914594816,1.012539806168364,1.0096758551659462,1.005907672244708,1.122790526951609
67,0.9420976290953791,1.020400222614115,0.8817145071554354,0.9974134520654998,0.9346864888105254,0.9879485430336387,1.0,0.9447787313519546,1.0456485047266968,1.0353468068498675,1.0092864466194882,1.0227877222377597,1.3829933055632404
68,0.9415098969506909,1.0204348864152377,0.8808446582247791,0.9974134520654998,0.9351270014721659,0.9871080096628856,1.0,0.9444518992164936,1.0457195489437874,1.035687502194921,1.0088912832433112,1.0229733648612394,1.126450038322345
69,0.9724654004311291,1.0093121783399732,0.9399676445409921,0.9974134520654998,0.951131045960408,1.0081824157852721,1.0,0.9704301096453106,1.0230471699657546,1.0135010641398894,1.008490488941415,1.006426748316964,1.146477526639286
70,0.9070167939380269,1.032842287488581,0.8179220445986052,0.9974134520654998,0.9193078096762084,0.9619934539456335,1.0,0.9158542193264465,1.0713038190631128,1.0615925760545528,1.008084189241037,1.0419652883635526,1.0394557866880032
71,0.9847233707188188,1.0047442536233293,0.9643351755369377,0.9974134520654998,0.9586612913401321,1.0157206750386008,1.0,0.9809667538013421,1.0138079521869638,1.0048915038513386,1.0076725112473441,0.9998725880684561,1.1330777361439077
72,1.0318667945583806,0.9890217778867725,1.0591722913315569,0.9974134520654998,0.9821534432310339,1.0474039069059582,1.0,1.0201373794255826,0.9823275873385385,0.9739566793166223,1.0072555835977293,0.9766299914869704,1.2680630080181854
73,1.0772805731925215,0.9747424891070119,1.154777553241383,0.9974134520654998,1.0043751529572986,1.0774126813036882,1.0,1.0576140556334699,0.9541670743851878,0.9463004924507444,1.0068335364157364,0.9556894487517397,1.1337099392058256
74,1.0929174955235434,0.9698885446467821,1.1888806530161078,0.9974134520654998,1.0124969274262126,1.0873008793388395,1.0,1.0705933870267788,0.9446877661265412,0.9371643451916742,1.0064065012646377,0.9486938890052248,0.9516191481240672
75,1.0478933490987354,0.9833974494449405,1.0932561944731938,0.9974134520654998,0.992273501687762,1.0567260580587063,1.0,1.033908633000709,0.9711868346659535,0.9637281136540284,1.0059746111006864,0.9687218875479083,1.0498993416699005
76,1.0230462546160426,0.9911039874761297,1.0423270456443943,0.9974134520654998,0.9812904033599895,1.0394534865812486,1.0,1.0136338580313282,0.9864681737112115,0.9791754321201902,1.005538000226066,0.9802733035174555,1.107810736126279
77,1.0756218709461123,0.9744952564959516,1.1525500116292329,0.9974134520654998,1.0070729243894894,1.074243803402453,1.0,1.0570676447193739,0.9536831079982467,0.946909740685757,1.0050968042415636,0.9558757990645496,1.4213008722667617
78,1.0425793259303109,0.9844892245404723,1.08314637290075,0.9974134520654998,0.9923636923589442,1.0516111394777252,1.0,1.0301400795726614,0.9733444692744261,0.9667172332657715,1.0046511599989851,0.9707614536386563,0.9506383965986988
79,1.0348131355667434,0.9867494468661521,1.067388450024168,0.9974134520654998,0.9895468978094962,1.0458616187731338,1.0,1.0239453357506,0.9778188712933221,0.971451248733597,1.00420120555334,0.9742518983911572,0.9388775064944553
80,1.0862241243332684,0.9707343843786789,1.1764364815260695,0.9974134520654998,1.0147475797195227,1.079678108343898,1.0,1.0663800366103606,0.9463362088860777,0.940457157426627,1.0037470801148147,0.9507734024847464,1.1923396992588797
81,1.0732657746578094,0.9744278269967186,1.1488844230898507,0.9974134520654998,1.0095980350158773,1.0705309114513903,1.0,1.0559823508897164,0.9535511337292003,0.947915730058533,1.003288924000561,0.9563503329933852,1.1257088271887523
82,0.9770093004210411,1.0052257998252365,0.9523411367882256,0.9974134520654998,0.9641493426144407,1.0050119143606828,1.0,0.976648797455722,1.0147799654258831,1.00909254061347,1.0028268785863161,1.0022005128452718,1.0844903080101405
83,0.9888283022723003,1.0009980279549564,0.9758238688913918,0.9974134520654998,0.9708652125584519,1.0125779928815064,1.0,0.9866881661269699,1.006262006130268,1.000932286531961,1.0023610862578851,0.9960388301848561,1.233467412081362
84,0.9903882229761519,1.0002639535045568,0.9792108357381598,0.9974134520654998,0.9725413522805334,1.0131152303663995,1.0,0.9881908140763692,1.0047866777900238,0.9997769205488681,1.0018916903624997,0.9950987305143132,1.06723077346392
85,0.9423468261724364,1.0167676746866279,0.8867955387883384,0.9974134520654998,0.9495564038396529,0.979567982986098,1.0,0.9482794797374333,1.0382168964769767,1.0333656251881793,1.0014188351600806,1.01998827647103,0.9799776517287735
86,1.020597053242416,0.989878936151162,1.0405148385241547,0.9974134520654998,0.989135169116067,1.0325254604558691,1.0,1.0136727444297544,0.984031038369302,0.9797435609782512,1.0009426657744234,0.9799514500533393,0.9260463228187226
87,0.9030897238159777,1.0308546385011734,0.8149672258387096,0.9974134520654998,0.9313437270560614,0.9511609708493549,1.0,0.9156314851910196,1.0671844543882758,1.0628740305471407,1.000463328144328,1.0415902889219146,0.8814004339891853
88,0.8878605356934223,1.0364930505203631,0.787965992194248,0.9974134520654998,0.9243486230488651,0.9399336816535417,1.0,0.9029395558247177,1.0788906280467514,1.0748784415887565,0.9999809689746977,1.0503164876762359,0.6143601229845241
89,0.9457785706059855,1.0146691854208973,0.8944116232279677,0.9974134520654998,0.9549480268648463,0.9798497363406532,1.0,0.9519693383716371,1.0339358029889187,1.0304241589095475,0.9994957356876206,1.0174839361980785,0.6299734253024262
90,0.9829388324526647,1.0015005851212273,0.9663909749416766,0.9974134520654998,0.974478812157996,1.004805155765239,1.0,0.9832517686983709,1.0072726597262498,1.0041784308343553,0.999007776373464,0.9979030672752663,0.683998467191288
91,0.8977988483469558,1.031982239406836,0.8064921946311415,0.9974134520654998,0.9322347313820866,0.9453948251675007,1.0,0.911947833980504,1.0695204118730568,1.0665841389226243,0.9985172397419945,1.0439771220150778,0.8738968401244219
92,0.8772971426071623,1.0397310555338888,0.7703329691551456,0.9974134520654998,0.9224398145932039,0.9304364368205426,1.0,0.8947568638613648,1.0856420675014022,1.0830180182685514,0.9980242750735467,1.0559312880021932,0.7232429697090542
93,0.8281446926651655,1.059673422453479,0.6866591453798881,0.9974134520654998,0.8971166456857412,0.8948567873257735,1.0,0.8529700195624492,1.1276873672672112,1.1253340012836353,0.9975290321702611,1.0866359048161547,0.6800096770165284
94,0.8692262003617734,1.0424780416620731,0.7567262090842811,0.9974134520654998,0.9200160347888537,0.9236992683027733,1.0,0.8882847076053126,1.0913862130697278,1.0894707761000713,0.9970316613074098,1.060470422301753,0.8045986699920687
95,0.9477458156984372,1.0126293985383323,0.8999159584045038,0.9974134520654998,0.9616345507995411,0.9779760958997901,1.0,0.9548784748658489,1.0297829443996906,1.0283189981626784,0.9965323131848283,1.0154218514676787,0.8495581950168861
96,0.9909532835815718,0.9974695932486782,0.9841701992977058,0.9974134520654998,0.9843003751647527,1.0069155148809759,1.0,0.9912418331752857,0.9991805293918187,0.9980947558640761,0.9960311388784733,0.9928714646062409,0.8432794490260392
97,0.9704994065646895,1.004202958916063,0.9442795913471606,0.9974134520654998,0.9750734189014882,0.992454831057758,1.0,0.9743810691007733,1.0127158910874694,1.0119560303751909,0.9955282897921257,1.0031107374808423,0.879046668778683
98,1.0168182597377926,0.9884946581004821,1.0369157042977075,0.9974134520654998,0.9990828869427766,1.023210336374733,1.0,1.0132113329832566,0.9812807624208755,0.9808758152112426,0.9950239176092553,0.9798317005501732,0.7659904575825568
99,1.007702282805433,0.9912424516161813,1.0187519688660578,0.9974134520654998,0.9956061375344584,1.0165112597051258,1.0,1.0058632132512257,0.9867438259342032,0.9866709844638646,0.9945181742450644,0.9840868635070491,0.805608747525086
100,1.049145593290694,0.977793101193895,1.104646002486589,0.9974134520654998,1.016909270362588,1.0436026189119911,1.0,1.0404557361671616,0.9601488563204904,0.9604043876341716,0.9940112117987305,0.964290440941658,0.846222467339304
101,0.971333279662876,1.0030073690290784,0.947187928775845,0.9974134520654998,0.9794730729162501,0.9907790380177991,1.0,0.9759615494353509,1.0103058760789239,1.0109192325978815,0.9935031825058621,1.0019997215944678,1.0300901732167649
102,0.95636217617919,1.007984480530458,0.9185287542029886,0.9974134520654998,0.9728919957171835,0.9800140416446379,1.0,0.9636294128556856,1.0203574092935155,1.021325695555004,0.9929942386911851,1.009639566003046,0.7126507980816962
103,0.9586727811908361,1.006944206504364,0.9232884897167374,0.9974134520654998,0.9750673086911553,0.9810320850379003,1.0,0.9657895194463474,1.0182524094568863,1.0195676254254564,0.9924845327214784,1.008249537844759,0.8719203528081079
104,1.0745064018296748,0.9691550541661075,1.1602819890271083,0.9974134520654998,1.0333575744074028,1.0579393488263695,1.0,1.0623409828283512,0.9432594422785604,0.9448016875229448,0.9919742169587685,0.9521914381661436,0.958837280634328
105,1.0761128564876081,0.968450842881292,1.164153625529372,0.9974134520654998,1.035195535030076,1.0583876920773954,1.0,1.063907880484719,0.941889150477489,0.9437531457043796,0.9914634437138047,0.9513171066315058,1.0504097402066084
106,1.1208607927409846,0.9551687504798453,1.263418686143684,0.9974134520654998,1.0575896059208485,1.086905729135378,1.0,1.1009014169407147,0.9162307062045619,0.9183595472468487,0.9909523651998269,0.931973867387148,0.9891108666476643
107,1.111096452210274,0.9577389282345127,1.2419292861282791,0.9974134520654998,1.0540602491203006,1.0799647706867397,1.0,1.0931542248043837,0.9211681458765623,0.9236261517077252,0.9904411334866402,0.9358990147412233,0.809797739687357
108,1.4812529469303766,1.117108309423867,1.3392265318029564,1.1023123405202295,1.102359307310666,1.1252989673750922,1.0,1.3216940200574219,1.0260683686465824,0.931222895196064,1.4047773971178585,1.2090195053251467,1.0984563604234736
109,1.4021093393964117,1.1374824874208187,1.2003526943949567,1.1023123405202295,1.0736137204555343,1.0842276897733274,1.0,1.2628675839757386,1.0638372012045008,0.9658329912080366,1.4040521362385123,1.242459443519575,1.1561645362307982
110,1.3459506343037644,1.152822997708092,1.1065037158758706,1.1023123405202295,1.0529801805078585,1.0544746655365738,1.0,1.2208534300460476,1.0927252995846677,0.992401398748373,1.4033273034850995,1.2678966182583178,1.2870727103318855
111,0.9903023027909793,0.9942825665193022,0.9879316149960083,0.9974134520654998,0.9992342849571454,0.9979076276337773,1.0,0.9940924308320663,0.9928057430417889,0.9968264413612676,0.9883977084733488,0.9906539978365909,1.214526769771227
112,1.0069151220768193,0.988557417255368,1.0217070345532535,0.9974134520654998,1.0086207952599993,1.0084587522892174,1.0,1.0082012460298244,0.9814053686710649,0.9857188220580203,0.9878879836178273,0.982278828652329,1.2442948226032826
113,0.9771425728579815,0.9982685828256745,0.962511074674867,0.9974134520654998,0.9946220347785907,0.9879148384016735,1.0,0.9835224136154085,1.0007818906234838,1.0055259092706925,0.9873790124401574,0.9969597933679005,1.232474437033672
114,0.9274420211594594,1.0155588906301922,0.8673860284642653,0.9974134520654998,0.9699951240833732,0.9535797773294049,1.0,0.9418700112969057,1.0357497959358732,1.041016715748166,0.9868709447488532,1.023148606933677,0.961466605504079
115,0.9051079511405942,1.0236104656819265,0.8263964272801992,0.9974134520654998,0.9592299219763059,0.9376731087974763,1.0,0.9231412757375697,1.052238205745054,1.0579513577073334,0.9863639298542524,1.0355176803155786,1.1354788131555444
116,0.8753503981155154,1.0348447307704651,0.7732146048934126,0.9974134520654998,0.9442979050706721,0.9164841936061193,1.0,0.897983736916472,1.0754618685737605,1.0816709371240811,0.9858581165259379,1.0527917822363297,1.0781947537839807
117,0.9317321527268783,1.013304604636747,0.8763276945404921,0.9974134520654998,0.9752325124306099,0.9548843190163512,1.0,0.9461461410235957,1.0311566898946478,1.0374639107458674,0.9853536529505867,1.0202669455813447,0.9997452934199603
118,0.9134820431163871,1.0197768642919025,0.8426208995523924,0.9974134520654998,0.9666207533480649,0.9418397293613525,1.0,0.9308882523931945,1.0443713301672868,1.0511171005444242,0.9848506866902582,1.0302329545318676,0.9843482247430823
119,0.9292733972458015,1.0137379688661707,0.8723015106146833,0.9974134520654998,0.975933247884434,0.9521242718957692,1.0,0.9444929847234935,1.032038876709757,1.0390576297488912,0.984349364641129,1.0212686107353324,0.9629707849394521
120,0.9432178990223152,1.0084899143528354,0.8989812807461205,0.9974134520654998,0.9842270036728454,0.9610833328153557,1.0,0.9565048020892938,1.02138094180836,1.0286752584105292,0.9838498329926835,1.0135197973521946,1.0293262927883335
121,0.9264374056197622,1.0143143338360259,0.8675713776250666,0.9974134520654998,0.9764201035793467,0.9491167254343025,1.0,0.9425147930466836,1.0332127503756992,1.0409425757130955,0.9833522371873697,1.0224850737249793,0.8927752001257083
122,0.9663836866219256,0.9999173529156855,0.9443177745258036,0.9974134520654998,0.9982544679416366,0.9756605513079848,1.0,0.9764800771726007,1.0040904629251017,1.0119423908215943,0.9828567218807275,1.0009612307586333,0.9505002126399883
