uid,on_hand,date
HC-DET-003,19,2025-01-01
HC-DET-005,19,2025-01-01
HC-DET-010,19,2025-01-01
HC-DET-011,19,2025-01-01
HC-DET-012,19,2025-01-01
HC-KIT-003,19,2025-01-01
HC-KIT-010,19,2025-01-01
HC-KIT-011,19,2025-01-01
HC-KIT-012,19,2025-01-01
HC-PAP-001,19,2025-01-01
HC-PAP-010,19,2025-01-01
HC-PAP-011,19,2025-01-01
HC-PAP-012,19,2025-01-01
MP-CHI-007,35,2025-01-01
MP-POR-007,35,2025-01-01
MP-PRM-006,35,2025-01-01
MP-PRM-007,35,2025-01-01
MP-PRM-008,35,2025-01-01
MP-PRM-009,35,2025-01-01
PH-HYG-001,15,2025-01-01
PH-HYG-003,15,2025-01-01
PH-HYG-012,15,2025-01-01
PH-OTC-002,15,2025-01-01
PH-OTC-010,15,2025-01-01
PH-OTC-012,15,2025-01-01
PH-TOI-002,15,2025-01-01
PH-TOI-003,15,2025-01-01
PH-TOI-012,15,2025-01-01
PH-VIT-001,15,2025-01-01
PH-VIT-002,15,2025-01-01
PH-VIT-003,15,2025-01-01
PH-VIT-010,15,2025-01-01
PH-VIT-011,15,2025-01-01
PH-VIT-012,15,2025-01-01
PH-WEL-002,15,2025-01-01
PH-WEL-003,15,2025-01-01
PH-WEL-010,15,2025-01-01
PH-WEL-011,15,2025-01-01
PH-WEL-012,15,2025-01-01
PP-CNG-004,127,2025-01-01
PP-CNG-005,127,2025-01-01
PP-CNG-006,127,2025-01-01
PP-CNG-007,127,2025-01-01
PP-OIL-005,127,2025-01-01
PP-PAS-011,127,2025-01-01
SC-CAN-002,53,2025-01-01
SC-CAN-010,53,2025-01-01
SC-CAN-011,53,2025-01-01
SC-CAN-012,53,2025-01-01
SC-CHO-002,53,2025-01-01
SC-CHO-003,53,2025-01-01
SC-CHO-010,53,2025-01-01
SC-CHO-011,53,2025-01-01
SC-CHO-012,53,2025-01-01
SC-COO-002,53,2025-01-01
SC-COO-003,53,2025-01-01
SC-COO-010,53,2025-01-01
SC-COO-011,53,2025-01-01
SC-COO-012,53,2025-01-01
SC-NUT-002,53,2025-01-01
SC-NUT-003,53,2025-01-01
SC-NUT-010,53,2025-01-01
SC-NUT-011,53,2025-01-01
SC-SAV-003,53,2025-01-01
SC-SAV-010,53,2025-01-01
SF-FFF-009,13,2025-01-01
SF-SHL-009,13,2025-01-01
SF-SPR-004,13,2025-01-01
SF-SPR-007,13,2025-01-01
SF-SPR-008,12,2025-01-01
SF-SPR-009,12,2025-01-01
AB-SPI-001,29,2025-01-02
AB-SPI-002,32,2025-01-02
AB-SPI-003,32,2025-01-02
AB-SPI-004,28,2025-01-02
AB-SPI-005,32,2025-01-02
AB-SPI-006,29,2025-01-02
AB-SPI-007,31,2025-01-02
AB-SPI-008,31,2025-01-02
AB-SPI-009,30,2025-01-02
AB-SPI-010,31,2025-01-02
AB-SPI-011,30,2025-01-02
AB-SPI-012,32,2025-01-02
AB-WIN-001,30,2025-01-02
AB-WIN-002,32,2025-01-02
AB-WIN-003,31,2025-01-02
AB-WIN-004,31,2025-01-02
AB-WIN-005,26,2025-01-02
AB-WIN-010,32,2025-01-02
AB-WIN-011,32,2025-01-02
AB-WIN-012,31,2025-01-02
BB-BKG-007,55,2025-01-02
BB-BKG-008,54,2025-01-02
BB-BKG-009,53,2025-01-02
BB-FBR-009,33,2025-01-02
BB-PAS-007,63,2025-01-02
BB-PAS-008,33,2025-01-02
BN-BTW-003,117,2025-01-02
BN-BTW-009,95,2025-01-02
BN-COF-004,118,2025-01-02
BN-COF-009,115,2025-01-02
BN-JUI-002,118,2025-01-02
BN-JUI-006,114,2025-01-02
DE-CRE-007,115,2025-01-02
DE-CRE-009,106,2025-01-02
DE-MIL-007,76,2025-01-02
DE-MIL-008,112,2025-01-02
DE-MIL-009,0,2025-01-02
DE-YOG-008,112,2025-01-02
FF-DES-009,22,2025-01-02
FF-FVG-007,17,2025-01-02
FF-FVG-008,0,2025-01-02
FF-FVG-009,20,2025-01-02
FF-ICE-008,23,2025-01-02
FF-ICE-009,15,2025-01-02
FP-FRU-005,134,2025-01-02
FP-HER-007,143,2025-01-02
FP-HER-008,100,2025-01-02
FP-HER-009,127,2025-01-02
FP-VEG-007,139,2025-01-02
FP-VEG-008,146,2025-01-02
HC-CAG-001,19,2025-01-02
HC-CAG-002,19,2025-01-02
HC-CAG-003,17,2025-01-02
HC-CAG-010,18,2025-01-02
HC-CAG-011,19,2025-01-02
HC-CAG-012,18,2025-01-02
HC-DET-001,19,2025-01-02
HC-DET-003,19,2025-01-02
HC-DET-005,17,2025-01-02
HC-DET-010,18,2025-01-02
HC-DET-011,19,2025-01-02
HC-DET-012,18,2025-01-02
HC-KIT-003,18,2025-01-02
HC-KIT-010,17,2025-01-02
HC-KIT-011,17,2025-01-02
HC-KIT-012,18,2025-01-02
HC-PAP-001,18,2025-01-02
HC-PAP-010,15,2025-01-02
HC-PAP-011,19,2025-01-02
HC-PAP-012,19,2025-01-02
MP-CHI-007,27,2025-01-02
MP-POR-007,34,2025-01-02
MP-PRM-006,32,2025-01-02
MP-PRM-007,7,2025-01-02
MP-PRM-008,35,2025-01-02
MP-PRM-009,30,2025-01-02
PH-HYG-001,15,2025-01-02
PH-HYG-003,15,2025-01-02
PH-HYG-012,15,2025-01-02
PH-OTC-002,15,2025-01-02
PH-OTC-010,15,2025-01-02
PH-OTC-012,10,2025-01-02
PH-TOI-002,15,2025-01-02
PH-TOI-003,12,2025-01-02
PH-TOI-012,13,2025-01-02
PH-VIT-001,15,2025-01-02
PH-VIT-002,14,2025-01-02
PH-VIT-003,15,2025-01-02
PH-VIT-010,15,2025-01-02
PH-VIT-011,14,2025-01-02
PH-VIT-012,14,2025-01-02
PH-WEL-002,15,2025-01-02
PH-WEL-003,15,2025-01-02
PH-WEL-010,14,2025-01-02
PH-WEL-011,15,2025-01-02
PH-WEL-012,11,2025-01-02
PP-CNG-004,105,2025-01-02
PP-CNG-005,123,2025-01-02
PP-CNG-006,124,2025-01-02
PP-CNG-007,93,2025-01-02
PP-OIL-005,127,2025-01-02
PP-PAS-011,122,2025-01-02
SC-CAN-002,52,2025-01-02
SC-CAN-010,53,2025-01-02
SC-CAN-011,53,2025-01-02
SC-CAN-012,53,2025-01-02
SC-CHO-002,52,2025-01-02
SC-CHO-003,53,2025-01-02
SC-CHO-010,52,2025-01-02
SC-CHO-011,53,2025-01-02
SC-CHO-012,45,2025-01-02
SC-COO-002,52,2025-01-02
SC-COO-003,53,2025-01-02
SC-COO-010,52,2025-01-02
SC-COO-011,53,2025-01-02
SC-COO-012,53,2025-01-02
SC-NUT-002,51,2025-01-02
SC-NUT-003,51,2025-01-02
SC-NUT-010,52,2025-01-02
SC-NUT-011,53,2025-01-02
SC-SAV-003,52,2025-01-02
SC-SAV-010,53,2025-01-02
SF-FFF-009,13,2025-01-02
SF-SHL-009,11,2025-01-02
SF-SPR-004,4,2025-01-02
SF-SPR-007,8,2025-01-02
SF-SPR-008,12,2025-01-02
SF-SPR-009,3,2025-01-02
AB-SPI-001,28,2025-01-03
AB-SPI-002,32,2025-01-03
AB-SPI-003,32,2025-01-03
AB-SPI-004,25,2025-01-03
AB-SPI-005,32,2025-01-03
AB-SPI-006,28,2025-01-03
AB-SPI-007,31,2025-01-03
AB-SPI-008,31,2025-01-03
AB-SPI-009,30,2025-01-03
AB-SPI-010,27,2025-01-03
AB-SPI-011,30,2025-01-03
AB-SPI-012,31,2025-01-03
AB-WIN-001,30,2025-01-03
AB-WIN-002,29,2025-01-03
AB-WIN-003,30,2025-01-03
AB-WIN-004,31,2025-01-03
AB-WIN-005,21,2025-01-03
AB-WIN-010,32,2025-01-03
AB-WIN-011,32,2025-01-03
AB-WIN-012,30,2025-01-03
BB-BKG-007,54,2025-01-03
BB-BKG-008,51,2025-01-03
BB-BKG-009,33,2025-01-03
BB-FBR-009,0,2025-01-03
BB-PAS-007,54,2025-01-03
BB-PAS-008,6,2025-01-03
BN-BTW-003,111,2025-01-03
BN-BTW-009,75,2025-01-03
BN-COF-004,115,2025-01-03
BN-COF-009,106,2025-01-03
BN-JUI-002,118,2025-01-03
BN-JUI-006,112,2025-01-03
DE-CRE-007,105,2025-01-03
DE-CRE-009,96,2025-01-03
DE-MIL-007,0,2025-01-03
DE-MIL-008,106,2025-01-03
DE-MIL-009,0,2025-01-03
DE-YOG-008,111,2025-01-03
FF-DES-009,18,2025-01-03
FF-FVG-007,3,2025-01-03
FF-FVG-008,0,2025-01-03
FF-FVG-009,14,2025-01-03
FF-ICE-008,23,2025-01-03
FF-ICE-009,13,2025-01-03
FP-FRU-005,123,2025-01-03
FP-HER-007,141,2025-01-03
FP-HER-008,68,2025-01-03
FP-HER-009,124,2025-01-03
FP-VEG-007,123,2025-01-03
FP-VEG-008,125,2025-01-03
HC-CAG-001,19,2025-01-03
HC-CAG-002,19,2025-01-03
HC-CAG-003,15,2025-01-03
HC-CAG-010,18,2025-01-03
HC-CAG-011,17,2025-01-03
HC-CAG-012,16,2025-01-03
HC-DET-001,19,2025-01-03
HC-DET-003,16,2025-01-03
HC-DET-005,15,2025-01-03
HC-DET-010,18,2025-01-03
HC-DET-011,18,2025-01-03
HC-DET-012,18,2025-01-03
HC-KIT-003,17,2025-01-03
HC-KIT-010,12,2025-01-03
HC-KIT-011,15,2025-01-03
HC-KIT-012,16,2025-01-03
HC-PAP-001,17,2025-01-03
HC-PAP-010,15,2025-01-03
HC-PAP-011,14,2025-01-03
HC-PAP-012,18,2025-01-03
MP-CHI-007,24,2025-01-03
MP-POR-007,25,2025-01-03
MP-PRM-006,29,2025-01-03
MP-PRM-007,0,2025-01-03
MP-PRM-008,30,2025-01-03
MP-PRM-009,28,2025-01-03
PH-HYG-001,14,2025-01-03
PH-HYG-003,14,2025-01-03
PH-HYG-012,14,2025-01-03
PH-OTC-002,14,2025-01-03
PH-OTC-010,14,2025-01-03
PH-OTC-012,8,2025-01-03
PH-TOI-002,15,2025-01-03
PH-TOI-003,12,2025-01-03
PH-TOI-012,11,2025-01-03
PH-VIT-001,14,2025-01-03
PH-VIT-002,14,2025-01-03
PH-VIT-003,15,2025-01-03
PH-VIT-010,15,2025-01-03
PH-VIT-011,11,2025-01-03
PH-VIT-012,12,2025-01-03
PH-WEL-002,14,2025-01-03
PH-WEL-003,15,2025-01-03
PH-WEL-010,13,2025-01-03
PH-WEL-011,15,2025-01-03
PH-WEL-012,6,2025-01-03
PP-CNG-004,102,2025-01-03
PP-CNG-005,111,2025-01-03
PP-CNG-006,105,2025-01-03
PP-CNG-007,55,2025-01-03
PP-OIL-005,127,2025-01-03
PP-PAS-011,118,2025-01-03
SC-CAN-002,51,2025-01-03
SC-CAN-010,53,2025-01-03
SC-CAN-011,50,2025-01-03
SC-CAN-012,49,2025-01-03
SC-CHO-002,52,2025-01-03
SC-CHO-003,52,2025-01-03
SC-CHO-010,51,2025-01-03
SC-CHO-011,53,2025-01-03
SC-CHO-012,42,2025-01-03
SC-COO-002,50,2025-01-03
SC-COO-003,53,2025-01-03
SC-COO-010,52,2025-01-03
SC-COO-011,52,2025-01-03
SC-COO-012,53,2025-01-03
SC-NUT-002,50,2025-01-03
SC-NUT-003,48,2025-01-03
SC-NUT-010,52,2025-01-03
SC-NUT-011,52,2025-01-03
SC-SAV-003,48,2025-01-03
SC-SAV-010,52,2025-01-03
SF-FFF-009,12,2025-01-03
SF-SHL-009,10,2025-01-03
SF-SPR-004,0,2025-01-03
SF-SPR-007,0,2025-01-03
SF-SPR-008,5,2025-01-03
SF-SPR-009,0,2025-01-03
AB-SPI-001,28,2025-01-04
AB-SPI-002,32,2025-01-04
AB-SPI-003,32,2025-01-04
AB-SPI-004,18,2025-01-04
AB-SPI-005,32,2025-01-04
AB-SPI-006,28,2025-01-04
AB-SPI-007,31,2025-01-04
AB-SPI-008,29,2025-01-04
AB-SPI-009,26,2025-01-04
AB-SPI-010,26,2025-01-04
AB-SPI-011,30,2025-01-04
AB-SPI-012,31,2025-01-04
AB-WIN-001,28,2025-01-04
AB-WIN-002,26,2025-01-04
AB-WIN-003,30,2025-01-04
AB-WIN-004,31,2025-01-04
AB-WIN-005,14,2025-01-04
AB-WIN-010,32,2025-01-04
AB-WIN-011,31,2025-01-04
AB-WIN-012,29,2025-01-04
BB-BKG-007,3,2025-01-04
BB-BKG-008,40,2025-01-04
BB-BKG-009,0,2025-01-04
BB-FBR-009,0,2025-01-04
BB-PAS-007,23,2025-01-04
BB-PAS-008,0,2025-01-04
BN-BTW-003,105,2025-01-04
BN-BTW-009,5,2025-01-04
BN-COF-004,98,2025-01-04
BN-COF-009,95,2025-01-04
BN-JUI-002,118,2025-01-04
BN-JUI-006,104,2025-01-04
DE-CRE-007,87,2025-01-04
DE-CRE-009,0,2025-01-04
DE-MIL-007,0,2025-01-04
DE-MIL-008,88,2025-01-04
DE-MIL-009,0,2025-01-04
DE-YOG-008,61,2025-01-04
FF-DES-009,0,2025-01-04
FF-FVG-007,0,2025-01-04
FF-FVG-008,0,2025-01-04
FF-FVG-009,0,2025-01-04
FF-ICE-008,11,2025-01-04
FF-ICE-009,0,2025-01-04
FP-FRU-005,103,2025-01-04
FP-HER-007,117,2025-01-04
FP-HER-008,19,2025-01-04
FP-HER-009,95,2025-01-04
FP-VEG-007,91,2025-01-04
FP-VEG-008,58,2025-01-04
HC-CAG-001,16,2025-01-04
HC-CAG-002,19,2025-01-04
HC-CAG-003,13,2025-01-04
HC-CAG-010,17,2025-01-04
HC-CAG-011,16,2025-01-04
HC-CAG-012,14,2025-01-04
HC-DET-001,19,2025-01-04
HC-DET-003,11,2025-01-04
HC-DET-005,15,2025-01-04
HC-DET-010,11,2025-01-04
HC-DET-011,16,2025-01-04
HC-DET-012,18,2025-01-04
HC-KIT-003,14,2025-01-04
HC-KIT-010,9,2025-01-04
HC-KIT-011,14,2025-01-04
HC-KIT-012,14,2025-01-04
HC-PAP-001,11,2025-01-04
HC-PAP-010,14,2025-01-04
HC-PAP-011,8,2025-01-04
HC-PAP-012,16,2025-01-04
MP-CHI-007,0,2025-01-04
MP-POR-007,22,2025-01-04
MP-PRM-006,13,2025-01-04
MP-PRM-007,0,2025-01-04
MP-PRM-008,9,2025-01-04
MP-PRM-009,9,2025-01-04
PH-HYG-001,13,2025-01-04
PH-HYG-003,14,2025-01-04
PH-HYG-012,13,2025-01-04
PH-OTC-002,12,2025-01-04
PH-OTC-010,6,2025-01-04
PH-OTC-012,3,2025-01-04
PH-TOI-002,15,2025-01-04
PH-TOI-003,9,2025-01-04
PH-TOI-012,7,2025-01-04
PH-VIT-001,14,2025-01-04
PH-VIT-002,11,2025-01-04
PH-VIT-003,15,2025-01-04
PH-VIT-010,31,2025-01-04
PH-VIT-011,9,2025-01-04
PH-VIT-012,10,2025-01-04
PH-WEL-002,11,2025-01-04
PH-WEL-003,13,2025-01-04
PH-WEL-010,12,2025-01-04
PH-WEL-011,15,2025-01-04
PH-WEL-012,0,2025-01-04
PP-CNG-004,38,2025-01-04
PP-CNG-005,96,2025-01-04
PP-CNG-006,57,2025-01-04
PP-CNG-007,0,2025-01-04
PP-OIL-005,112,2025-01-04
PP-PAS-011,101,2025-01-04
SC-CAN-002,47,2025-01-04
SC-CAN-010,53,2025-01-04
SC-CAN-011,48,2025-01-04
SC-CAN-012,48,2025-01-04
SC-CHO-002,49,2025-01-04
SC-CHO-003,52,2025-01-04
SC-CHO-010,41,2025-01-04
SC-CHO-011,53,2025-01-04
SC-CHO-012,32,2025-01-04
SC-COO-002,42,2025-01-04
SC-COO-003,46,2025-01-04
SC-COO-010,52,2025-01-04
SC-COO-011,51,2025-01-04
SC-COO-012,52,2025-01-04
SC-NUT-002,49,2025-01-04
SC-NUT-003,46,2025-01-04
SC-NUT-010,50,2025-01-04
SC-NUT-011,51,2025-01-04
SC-SAV-003,45,2025-01-04
SC-SAV-010,52,2025-01-04
SF-FFF-009,0,2025-01-04
SF-SHL-009,0,2025-01-04
SF-SPR-004,0,2025-01-04
SF-SPR-007,0,2025-01-04
SF-SPR-008,0,2025-01-04
SF-SPR-009,0,2025-01-04
AB-SPI-001,27,2025-01-05
AB-SPI-002,32,2025-01-05
AB-SPI-003,32,2025-01-05
AB-SPI-004,15,2025-01-05
AB-SPI-005,32,2025-01-05
AB-SPI-006,27,2025-01-05
AB-SPI-007,29,2025-01-05
AB-SPI-008,27,2025-01-05
AB-SPI-009,26,2025-01-05
AB-SPI-010,23,2025-01-05
AB-SPI-011,29,2025-01-05
AB-SPI-012,31,2025-01-05
AB-WIN-001,25,2025-01-05
AB-WIN-002,25,2025-01-05
AB-WIN-003,30,2025-01-05
AB-WIN-004,30,2025-01-05
AB-WIN-005,9,2025-01-05
AB-WIN-010,32,2025-01-05
AB-WIN-011,31,2025-01-05
AB-WIN-012,27,2025-01-05
BB-BKG-007,0,2025-01-05
BB-BKG-008,38,2025-01-05
BB-BKG-009,0,2025-01-05
BB-FBR-009,0,2025-01-05
BB-PAS-007,0,2025-01-05
BB-PAS-008,0,2025-01-05
BN-BTW-003,97,2025-01-05
BN-BTW-009,0,2025-01-05
BN-COF-004,75,2025-01-05
BN-COF-009,88,2025-01-05
BN-JUI-002,115,2025-01-05
BN-JUI-006,70,2025-01-05
DE-CRE-007,60,2025-01-05
DE-CRE-009,0,2025-01-05
DE-MIL-007,0,2025-01-05
DE-MIL-008,68,2025-01-05
DE-MIL-009,0,2025-01-05
DE-YOG-008,51,2025-01-05
FF-DES-009,0,2025-01-05
FF-FVG-007,0,2025-01-05
FF-FVG-008,0,2025-01-05
FF-FVG-009,0,2025-01-05
FF-ICE-008,2,2025-01-05
FF-ICE-009,0,2025-01-05
FP-FRU-005,103,2025-01-05
FP-HER-007,102,2025-01-05
FP-HER-008,0,2025-01-05
FP-HER-009,51,2025-01-05
FP-VEG-007,61,2025-01-05
FP-VEG-008,0,2025-01-05
HC-CAG-001,16,2025-01-05
HC-CAG-002,19,2025-01-05
HC-CAG-003,9,2025-01-05
HC-CAG-010,17,2025-01-05
HC-CAG-011,14,2025-01-05
HC-CAG-012,10,2025-01-05
HC-DET-001,18,2025-01-05
HC-DET-003,10,2025-01-05
HC-DET-005,13,2025-01-05
HC-DET-010,7,2025-01-05
HC-DET-011,16,2025-01-05
HC-DET-012,18,2025-01-05
HC-KIT-003,12,2025-01-05
HC-KIT-010,5,2025-01-05
HC-KIT-011,12,2025-01-05
HC-KIT-012,13,2025-01-05
HC-PAP-001,11,2025-01-05
HC-PAP-010,13,2025-01-05
HC-PAP-011,7,2025-01-05
HC-PAP-012,15,2025-01-05
MP-CHI-007,0,2025-01-05
MP-POR-007,0,2025-01-05
MP-PRM-006,0,2025-01-05
MP-PRM-007,0,2025-01-05
MP-PRM-008,5,2025-01-05
MP-PRM-009,0,2025-01-05
PH-HYG-001,8,2025-01-05
PH-HYG-003,14,2025-01-05
PH-HYG-012,11,2025-01-05
PH-OTC-002,12,2025-01-05
PH-OTC-010,2,2025-01-05
PH-OTC-012,0,2025-01-05
PH-TOI-002,15,2025-01-05
PH-TOI-003,7,2025-01-05
PH-TOI-012,7,2025-01-05
PH-VIT-001,13,2025-01-05
PH-VIT-002,9,2025-01-05
PH-VIT-003,15,2025-01-05
PH-VIT-010,13,2025-01-05
PH-VIT-011,7,2025-01-05
PH-VIT-012,8,2025-01-05
PH-WEL-002,11,2025-01-05
PH-WEL-003,12,2025-01-05
PH-WEL-010,11,2025-01-05
PH-WEL-011,12,2025-01-05
PH-WEL-012,0,2025-01-05
PP-CNG-004,0,2025-01-05
PP-CNG-005,66,2025-01-05
PP-CNG-006,15,2025-01-05
PP-CNG-007,0,2025-01-05
PP-OIL-005,109,2025-01-05
PP-PAS-011,79,2025-01-05
SC-CAN-002,44,2025-01-05
SC-CAN-010,53,2025-01-05
SC-CAN-011,47,2025-01-05
SC-CAN-012,44,2025-01-05
SC-CHO-002,49,2025-01-05
SC-CHO-003,52,2025-01-05
SC-CHO-010,40,2025-01-05
SC-CHO-011,53,2025-01-05
SC-CHO-012,22,2025-01-05
SC-COO-002,41,2025-01-05
SC-COO-003,45,2025-01-05
SC-COO-010,51,2025-01-05
SC-COO-011,49,2025-01-05
SC-COO-012,51,2025-01-05
SC-NUT-002,49,2025-01-05
SC-NUT-003,44,2025-01-05
SC-NUT-010,50,2025-01-05
SC-NUT-011,50,2025-01-05
SC-SAV-003,42,2025-01-05
SC-SAV-010,50,2025-01-05
SF-FFF-009,0,2025-01-05
SF-SHL-009,0,2025-01-05
SF-SPR-004,0,2025-01-05
SF-SPR-007,0,2025-01-05
SF-SPR-008,0,2025-01-05
SF-SPR-009,0,2025-01-05
AB-SPI-001,26,2025-01-06
AB-SPI-002,32,2025-01-06
AB-SPI-003,31,2025-01-06
AB-SPI-004,14,2025-01-06
AB-SPI-005,32,2025-01-06
AB-SPI-006,26,2025-01-06
AB-SPI-007,29,2025-01-06
AB-SPI-008,27,2025-01-06
AB-SPI-009,26,2025-01-06
AB-SPI-010,22,2025-01-06
AB-SPI-011,29,2025-01-06
AB-SPI-012,31,2025-01-06
AB-WIN-001,25,2025-01-06
AB-WIN-002,25,2025-01-06
AB-WIN-003,30,2025-01-06
AB-WIN-004,28,2025-01-06
AB-WIN-005,5,2025-01-06
AB-WIN-010,32,2025-01-06
AB-WIN-011,31,2025-01-06
AB-WIN-012,27,2025-01-06
BB-BKG-007,0,2025-01-06
BB-BKG-008,36,2025-01-06
BB-BKG-009,0,2025-01-06
BB-FBR-009,0,2025-01-06
BB-PAS-007,0,2025-01-06
BB-PAS-008,0,2025-01-06
BN-BTW-003,95,2025-01-06
BN-BTW-009,0,2025-01-06
BN-COF-004,64,2025-01-06
BN-COF-009,86,2025-01-06
BN-JUI-002,115,2025-01-06
BN-JUI-006,65,2025-01-06
DE-CRE-007,28,2025-01-06
DE-CRE-009,0,2025-01-06
DE-MIL-007,0,2025-01-06
DE-MIL-008,67,2025-01-06
DE-MIL-009,0,2025-01-06
DE-YOG-008,30,2025-01-06
FF-DES-009,0,2025-01-06
FF-FVG-007,0,2025-01-06
FF-FVG-008,0,2025-01-06
FF-FVG-009,0,2025-01-06
FF-ICE-008,2,2025-01-06
FF-ICE-009,0,2025-01-06
FP-FRU-005,101,2025-01-06
FP-HER-007,99,2025-01-06
FP-HER-008,0,2025-01-06
FP-HER-009,24,2025-01-06
FP-VEG-007,51,2025-01-06
FP-VEG-008,0,2025-01-06
HC-CAG-001,14,2025-01-06
HC-CAG-002,19,2025-01-06
HC-CAG-003,6,2025-01-06
HC-CAG-010,17,2025-01-06
HC-CAG-011,13,2025-01-06
HC-CAG-012,10,2025-01-06
HC-DET-001,18,2025-01-06
HC-DET-003,10,2025-01-06
HC-DET-005,12,2025-01-06
HC-DET-010,5,2025-01-06
HC-DET-011,16,2025-01-06
HC-DET-012,18,2025-01-06
HC-KIT-003,12,2025-01-06
HC-KIT-010,3,2025-01-06
HC-KIT-011,11,2025-01-06
HC-KIT-012,13,2025-01-06
HC-PAP-001,11,2025-01-06
HC-PAP-010,13,2025-01-06
HC-PAP-011,7,2025-01-06
HC-PAP-012,15,2025-01-06
MP-CHI-007,0,2025-01-06
MP-POR-007,0,2025-01-06
MP-PRM-006,0,2025-01-06
MP-PRM-007,0,2025-01-06
MP-PRM-008,3,2025-01-06
MP-PRM-009,0,2025-01-06
PH-HYG-001,8,2025-01-06
PH-HYG-003,14,2025-01-06
PH-HYG-012,11,2025-01-06
PH-OTC-002,12,2025-01-06
PH-OTC-010,2,2025-01-06
PH-OTC-012,0,2025-01-06
PH-TOI-002,15,2025-01-06
PH-TOI-003,7,2025-01-06
PH-TOI-012,7,2025-01-06
PH-VIT-001,13,2025-01-06
PH-VIT-002,9,2025-01-06
PH-VIT-003,15,2025-01-06
PH-VIT-010,13,2025-01-06
PH-VIT-011,7,2025-01-06
PH-VIT-012,7,2025-01-06
PH-WEL-002,11,2025-01-06
PH-WEL-003,11,2025-01-06
PH-WEL-010,10,2025-01-06
PH-WEL-011,12,2025-01-06
PH-WEL-012,0,2025-01-06
PP-CNG-004,0,2025-01-06
PP-CNG-005,66,2025-01-06
PP-CNG-006,0,2025-01-06
PP-CNG-007,0,2025-01-06
PP-OIL-005,107,2025-01-06
PP-PAS-011,72,2025-01-06
SC-CAN-002,44,2025-01-06
SC-CAN-010,53,2025-01-06
SC-CAN-011,47,2025-01-06
SC-CAN-012,44,2025-01-06
SC-CHO-002,49,2025-01-06
SC-CHO-003,51,2025-01-06
SC-CHO-010,39,2025-01-06
SC-CHO-011,52,2025-01-06
SC-CHO-012,21,2025-01-06
SC-COO-002,38,2025-01-06
SC-COO-003,44,2025-01-06
SC-COO-010,51,2025-01-06
SC-COO-011,49,2025-01-06
SC-COO-012,51,2025-01-06
SC-NUT-002,48,2025-01-06
SC-NUT-003,43,2025-01-06
SC-NUT-010,49,2025-01-06
SC-NUT-011,49,2025-01-06
SC-SAV-003,41,2025-01-06
SC-SAV-010,50,2025-01-06
SF-FFF-009,0,2025-01-06
SF-SHL-009,0,2025-01-06
SF-SPR-004,0,2025-01-06
SF-SPR-007,0,2025-01-06
SF-SPR-008,0,2025-01-06
SF-SPR-009,0,2025-01-06
AB-SPI-001,24,2025-01-07
AB-SPI-002,32,2025-01-07
AB-SPI-003,31,2025-01-07
AB-SPI-004,14,2025-01-07
AB-SPI-005,32,2025-01-07
AB-SPI-006,26,2025-01-07
AB-SPI-007,29,2025-01-07
AB-SPI-008,26,2025-01-07
AB-SPI-009,26,2025-01-07
AB-SPI-010,21,2025-01-07
AB-SPI-011,29,2025-01-07
AB-SPI-012,30,2025-01-07
AB-WIN-001,25,2025-01-07
AB-WIN-002,25,2025-01-07
