month,revenue,procurement,rent,wages,payroll_tax,utilities,storage,flyers,vat,credit_interest,credit_balance,cash,year,repairs,owner_draw,retained_earnings,capex,profit_tax_paid
1,63427.18999999947,45274.4466920718,1160.6613714012246,0.0,0.0,2701.232673278005,127.03941656205019,0.0,2027.817900352209,0.0,0.0,75810.79488675558,2026,0.0,4854.3967785336745,33699.91924518442,0.0,7211.380616662688
2,59059.229999999225,50026.29565742285,1160.6613714012246,0.0,0.0,2376.5693180767853,114.90909542987505,0.0,1047.5677020841686,0.0,0.0,77330.73100010585,2026,1800.0,1013.2907422337274,34713.20998741815,0.0,0.0
3,60621.85999999916,57398.60980885579,1160.6613714012246,0.0,0.0,2578.1174271384193,93.11718725765392,0.0,480.813537567381,0.0,0.0,76241.27166788463,2026,0.0,0.0,34713.20998741815,0.0,0.0
4,65227.68999999874,52593.21820769991,1160.6613714012246,0.0,0.0,2461.5979624388447,183.76421653048405,0.0,1459.204895959755,0.0,0.0,80662.8176754659,2026,0.0,2947.6973383874106,37660.907325805565,0.0,0.0
5,69192.11999999853,48963.56690215386,1160.6613714012246,0.0,0.0,2520.0967526459867,79.41780009668548,0.0,2239.9672107006436,0.0,0.0,89199.86365326481,2026,0.0,5691.363985200049,43352.271311005614,0.0,0.0
6,58086.869999998984,60736.00788190683,1160.6613714012246,0.0,0.0,2424.6453675631337,86.70255774163779,0.0,-134.44360942141793,0.0,0.0,83013.160084071,2026,0.0,0.0,43352.271311005614,0.0,0.0
7,63121.8699999996,50024.66051128121,1160.6613714012246,0.0,0.0,2496.267533628885,147.20413030354914,0.0,1516.2226345589488,0.0,0.0,87679.27237536407,2026,0.0,3110.741527530314,46463.01283853593,0.0,0.0
8,73801.48999999957,69007.1953170712,1160.6613714012246,0.0,0.0,2491.3100921390924,76.37524252731473,0.0,652.2992081760467,0.0,0.0,87927.46163657341,2026,0.0,165.4595074738789,46628.4723460098,0.0,0.0
9,61332.22999999959,48326.83372053367,1160.6613714012246,0.0,0.0,2409.0671224789035,189.48178682393532,0.0,1466.0567745972912,0.0,0.0,92595.53917107088,2026,0.0,3112.051689665825,49740.524035675626,0.0,0.0
10,70253.91999999883,51595.34113483471,1160.6613714012246,0.0,0.0,2489.4586012513523,118.04708662364446,0.0,2085.7385649347116,0.0,0.0,100278.34311564041,2026,0.0,5121.869296381278,54862.393332056905,0.0,0.0
11,60611.70999999943,58834.37846770843,1160.6613714012246,0.0,0.0,2410.637493141846,91.937980714346,0.0,284.78200595828275,0.0,0.0,98107.65579671347,2026,0.0,0.0,54862.393332056905,0.0,0.0
12,63194.02999999949,49297.54411352853,1160.6613714012246,0.0,0.0,2493.642413009305,185.0867892279628,0.0,1566.666976455912,0.0,0.0,103201.91279853623,2026,0.0,3396.171334550623,58258.564666607526,0.0,0.0
1,69703.42999999913,47872.84163187045,1299.9407359693716,0.0,0.0,2571.978632948815,86.61923197457037,0.0,2395.0983122192883,0.0,0.0,99670.93261563234,2027,0.0,6190.780582006656,64449.34524861418,0.0,12817.151055910705
2,57557.93999999896,49013.77987586648,1299.9407359693716,0.0,0.0,2326.4006263539923,110.19712102074628,0.0,1020.3015389202592,0.0,0.0,101943.32467675275,2027,0.0,1514.9280407472452,65964.27328936143,0.0,0.0
3,67691.57999999898,64224.940124765344,1299.9407359693716,0.0,0.0,2580.1262960769254,196.5339539343737,0.0,460.66034390024015,0.0,0.0,100872.70322210272,2027,0.0,0.0,65964.27328936143,0.0,0.0
4,68370.55999999917,53769.097974823,1299.9407359693716,0.0,0.0,2501.3598730276203,165.2033842245159,0.0,1652.1694026826353,0.0,0.0,106262.3763996617,2027,0.0,3593.115451708809,69557.38874107024,0.0,0.0
5,71471.0299999995,65675.77787656165,1299.9407359693716,0.0,0.0,2589.7197604816943,78.60281860899995,0.0,739.1628638991897,0.0,0.0,106915.07196634384,2027,0.0,435.13037779143826,69992.51911886169,0.0,0.0
6,71313.70999999846,59097.22336631801,1299.9407359693716,0.0,0.0,2510.99268089809,201.40294836971484,0.0,1406.6036978103011,0.0,0.0,110993.59990872114,2027,0.0,2719.0186282531918,72711.53774711488,0.0,0.0
7,68778.14999999889,50782.133087038164,1299.9407359693716,0.0,0.0,2599.946207819771,124.6910922162067,0.0,2048.480896385957,0.0,0.0,118147.37469705901,2027,0.0,4769.183192227766,77480.72093934265,0.0,0.0
8,64854.619999999464,62736.12876663867,1299.9407359693716,0.0,0.0,2605.286924950842,77.06874994378902,0.0,377.02947867526836,0.0,0.0,115906.54004087632,2027,0.0,0.0,77480.72093934265,0.0,0.0
9,61074.08000000017,50892.35584309366,1299.9407359693716,0.0,0.0,2526.3073259638522,183.65309657114634,0.0,1201.989034184323,0.0,0.0,118888.44041940416,2027,0.0,1987.9335856871257,79468.65452502976,0.0,0.0
10,68070.89999999906,48841.49220393966,1299.9407359693716,0.0,0.0,2615.9717259821655,97.85023761371147,0.0,2182.636991503826,0.0,0.0,126708.24528239736,2027,0.0,5213.20324199613,84681.8577670259,0.0,0.0
11,63152.8899999995,62559.98985797032,1299.9407359693716,0.0,0.0,2536.729531301299,69.13943434754997,0.0,192.7326333870442,0.0,0.0,123202.60308941996,2027,0.0,0.0,84681.8577670259,0.0,0.0
12,60972.039999999055,47535.46761232217,1299.9407359693716,0.0,0.0,2626.8106044854944,171.1680031604795,0.0,1533.5232496708695,0.0,0.0,127885.68096605915,2027,0.0,3122.0519177562674,87803.90968478216,0.0,0.0
