week,category,forecast_weekly,oracle
23,Personal Care and Health,69.25,0
23,Seafood,205.75,0
23,Snacks and Confectionery,143.25,0
24,Alcoholic Beverages,66.5,0
24,Bakery and Bread,796.5,0
24,Beverages (Non-Alcoholic),608.5,0
24,Dairy and Eggs,1612.0,0
24,Fresh Produce,905.75,0
24,Frozen Foods,586.25,0
24,Household and Cleaning Supplies,46.25,0
24,Meat and Poultry,420.0,0
24,Pantry Staples and Packaged Goods,706.75,0
24,Personal Care and Health,67.5,0
24,Seafood,210.75,0
24,Snacks and Confectionery,147.5,0
25,Alcoholic Beverages,64.0,0
25,Bakery and Bread,769.0,0
25,Beverages (Non-Alcoholic),610.0,0
25,Dairy and Eggs,1543.75,0
25,Fresh Produce,883.0,0
25,Frozen Foods,559.5,0
25,Household and Cleaning Supplies,45.5,0
25,Meat and Poultry,405.75,0
25,Pantry Staples and Packaged Goods,671.0,0
25,Personal Care and Health,59.25,0
25,Seafood,204.75,0
25,Snacks and Confectionery,141.25,0
26,Alcoholic Beverages,64.25,0
26,Bakery and Bread,722.0,0
26,Beverages (Non-Alcoholic),573.75,0
26,Dairy and Eggs,1446.5,0
26,Fresh Produce,819.0,0
26,Frozen Foods,524.75,0
26,Household and Cleaning Supplies,45.25,0
26,Meat and Poultry,392.75,0
26,Pantry Staples and Packaged Goods,626.25,0
26,Personal Care and Health,58.25,0
26,Seafood,187.5,0
26,Snacks and Confectionery,133.75,0
27,Alcoholic Beverages,62.25,0
27,Bakery and Bread,677.75,0
27,Beverages (Non-Alcoholic),536.0,0
27,Dairy and Eggs,1388.25,0
27,Fresh Produce,779.25,0
27,Frozen Foods,500.25,0
27,Household and Cleaning Supplies,46.0,0
27,Meat and Poultry,369.25,0
27,Pantry Staples and Packaged Goods,592.0,0
27,Personal Care and Health,51.25,0
27,Seafood,172.25,0
27,Snacks and Confectionery,129.25,0
28,Alcoholic Beverages,62.5,0
28,Bakery and Bread,667.0,0
28,Beverages (Non-Alcoholic),546.0,0
28,Dairy and Eggs,1358.0,0
28,Fresh Produce,786.0,0
28,Frozen Foods,494.5,0
28,Household and Cleaning Supplies,47.0,0
28,Meat and Poultry,368.75,0
28,Pantry Staples and Packaged Goods,554.25,0
28,Personal Care and Health,51.0,0
28,Seafood,164.0,0
28,Snacks and Confectionery,121.25,0
29,Alcoholic Beverages,62.5,0
29,Bakery and Bread,636.75,0
29,Beverages (Non-Alcoholic),552.75,0
29,Dairy and Eggs,1399.0,0
29,Fresh Produce,804.0,0
29,Frozen Foods,486.0,0
29,Household and Cleaning Supplies,49.5,0
29,Meat and Poultry,380.25,0
29,Pantry Staples and Packaged Goods,536.5,0
29,Personal Care and Health,52.0,0
29,Seafood,160.75,0
29,Snacks and Confectionery,120.5,0
30,Alcoholic Beverages,61.0,0
30,Bakery and Bread,663.25,0
30,Beverages (Non-Alcoholic),553.25,0
30,Dairy and Eggs,1441.75,0
30,Fresh Produce,842.25,0
30,Frozen Foods,486.25,0
30,Household and Cleaning Supplies,50.0,0
30,Meat and Poultry,376.0,0
30,Pantry Staples and Packaged Goods,545.0,0
30,Personal Care and Health,56.0,0
30,Seafood,165.0,0
30,Snacks and Confectionery,123.5,0
31,Alcoholic Beverages,61.5,0
31,Bakery and Bread,673.25,0
31,Beverages (Non-Alcoholic),558.5,0
31,Dairy and Eggs,1462.0,0
31,Fresh Produce,849.75,0
31,Frozen Foods,486.5,0
31,Household and Cleaning Supplies,47.5,0
31,Meat and Poultry,376.5,0
31,Pantry Staples and Packaged Goods,528.75,0
31,Personal Care and Health,58.0,0
31,Seafood,173.75,0
31,Snacks and Confectionery,126.5,0
32,Alcoholic Beverages,58.0,0
32,Bakery and Bread,639.75,0
32,Beverages (Non-Alcoholic),532.25,0
32,Dairy and Eggs,1396.25,0
32,Fresh Produce,790.5,0
32,Frozen Foods,451.75,0
32,Household and Cleaning Supplies,45.5,0
32,Meat and Poultry,350.25,0
32,Pantry Staples and Packaged Goods,505.75,0
32,Personal Care and Health,56.5,0
32,Seafood,161.5,0
32,Snacks and Confectionery,118.5,0
33,Alcoholic Beverages,55.5,0
33,Bakery and Bread,634.25,0
33,Beverages (Non-Alcoholic),514.25,0
33,Dairy and Eggs,1358.5,0
33,Fresh Produce,757.0,0
33,Frozen Foods,460.0,0
33,Household and Cleaning Supplies,45.75,0
33,Meat and Poultry,335.25,0
33,Pantry Staples and Packaged Goods,495.5,0
33,Personal Care and Health,57.25,0
33,Seafood,155.75,0
33,Snacks and Confectionery,117.0,0
34,Alcoholic Beverages,61.75,0
34,Bakery and Bread,597.5,0
34,Beverages (Non-Alcoholic),535.25,0
34,Dairy and Eggs,1318.25,0
34,Fresh Produce,735.25,0
34,Frozen Foods,457.25,0
34,Household and Cleaning Supplies,44.75,0
34,Meat and Poultry,344.5,0
34,Pantry Staples and Packaged Goods,459.25,0
34,Personal Care and Health,55.0,0
34,Seafood,156.25,0
34,Snacks and Confectionery,113.5,0
35,Alcoholic Beverages,61.5,0
35,Bakery and Bread,605.5,0
35,Beverages (Non-Alcoholic),520.5,0
35,Dairy and Eggs,1322.5,0
35,Fresh Produce,735.5,0
35,Frozen Foods,462.25,0
35,Household and Cleaning Supplies,47.75,0
35,Meat and Poultry,344.75,0
35,Pantry Staples and Packaged Goods,496.5,0
35,Personal Care and Health,53.0,0
35,Seafood,150.75,0
35,Snacks and Confectionery,108.5,0
36,Alcoholic Beverages,61.5,0
36,Bakery and Bread,620.0,0
36,Beverages (Non-Alcoholic),523.5,0
36,Dairy and Eggs,1360.25,0
36,Fresh Produce,777.0,0
36,Frozen Foods,488.75,0
36,Household and Cleaning Supplies,49.75,0
36,Meat and Poultry,368.75,0
36,Pantry Staples and Packaged Goods,529.25,0
36,Personal Care and Health,55.0,0
36,Seafood,160.75,0
36,Snacks and Confectionery,117.0,0
37,Alcoholic Beverages,63.0,0
37,Bakery and Bread,632.5,0
37,Beverages (Non-Alcoholic),484.75,0
37,Dairy and Eggs,1394.5,0
37,Fresh Produce,756.75,0
37,Frozen Foods,487.0,0
37,Household and Cleaning Supplies,45.75,0
37,Meat and Poultry,368.75,0
37,Pantry Staples and Packaged Goods,550.75,0
37,Personal Care and Health,60.25,0
37,Seafood,166.75,0
37,Snacks and Confectionery,121.25,0
38,Alcoholic Beverages,55.0,0
38,Bakery and Bread,661.5,0
38,Beverages (Non-Alcoholic),464.0,0
38,Dairy and Eggs,1443.0,0
38,Fresh Produce,798.5,0
38,Frozen Foods,501.25,0
38,Household and Cleaning Supplies,47.75,0
38,Meat and Poultry,359.25,0
38,Pantry Staples and Packaged Goods,608.75,0
38,Personal Care and Health,61.5,0
38,Seafood,166.5,0
38,Snacks and Confectionery,129.75,0
39,Alcoholic Beverages,56.75,0
39,Bakery and Bread,663.25,0
39,Beverages (Non-Alcoholic),484.75,0
39,Dairy and Eggs,1428.5,0
39,Fresh Produce,783.5,0
39,Frozen Foods,493.75,0
39,Household and Cleaning Supplies,47.75,0
39,Meat and Poultry,366.5,0
39,Pantry Staples and Packaged Goods,582.0,0
39,Personal Care and Health,61.0,0
39,Seafood,173.75,0
39,Snacks and Confectionery,135.5,0
40,Alcoholic Beverages,60.75,0
40,Bakery and Bread,688.25,0
40,Beverages (Non-Alcoholic),492.25,0
40,Dairy and Eggs,1486.75,0
40,Fresh Produce,822.25,0
40,Frozen Foods,503.0,0
40,Household and Cleaning Supplies,49.0,0
40,Meat and Poultry,365.5,0
40,Pantry Staples and Packaged Goods,629.5,0
40,Personal Care and Health,64.0,0
40,Seafood,182.5,0
40,Snacks and Confectionery,135.25,0
41,Alcoholic Beverages,58.75,0
41,Bakery and Bread,714.5,0
41,Beverages (Non-Alcoholic),505.25,0
41,Dairy and Eggs,1482.5,0
41,Fresh Produce,827.75,0
41,Frozen Foods,496.0,0
41,Household and Cleaning Supplies,48.25,0
41,Meat and Poultry,377.75,0
41,Pantry Staples and Packaged Goods,629.5,0
41,Personal Care and Health,58.0,0
41,Seafood,180.75,0
41,Snacks and Confectionery,138.0,0
42,Alcoholic Beverages,60.25,0
42,Bakery and Bread,698.5,0
42,Beverages (Non-Alcoholic),489.25,0
42,Dairy and Eggs,1412.25,0
42,Fresh Produce,771.0,0
42,Frozen Foods,476.0,0
42,Household and Cleaning Supplies,46.5,0
42,Meat and Poultry,389.25,0
42,Pantry Staples and Packaged Goods,602.5,0
42,Personal Care and Health,55.25,0
42,Seafood,177.5,0
42,Snacks and Confectionery,129.0,0
43,Alcoholic Beverages,59.75,0
43,Bakery and Bread,699.25,0
43,Beverages (Non-Alcoholic),471.75,0
43,Dairy and Eggs,1421.5,0
43,Fresh Produce,759.75,0
43,Frozen Foods,472.0,0
43,Household and Cleaning Supplies,44.0,0
43,Meat and Poultry,378.0,0
43,Pantry Staples and Packaged Goods,613.0,0
43,Personal Care and Health,53.75,0
43,Seafood,170.75,0
43,Snacks and Confectionery,125.0,0
44,Alcoholic Beverages,60.75,0
44,Bakery and Bread,713.75,0
44,Beverages (Non-Alcoholic),459.25,0
44,Dairy and Eggs,1363.5,0
44,Fresh Produce,725.5,0
44,Frozen Foods,451.75,0
44,Household and Cleaning Supplies,43.75,0
44,Meat and Poultry,381.0,0
44,Pantry Staples and Packaged Goods,592.25,0
44,Personal Care and Health,54.0,0
44,Seafood,167.75,0
44,Snacks and Confectionery,128.0,0
45,Alcoholic Beverages,60.0,0
45,Bakery and Bread,685.75,0
45,Beverages (Non-Alcoholic),438.5,0
45,Dairy and Eggs,1298.25,0
45,Fresh Produce,698.5,0
45,Frozen Foods,442.25,0
45,Household and Cleaning Supplies,46.5,0
45,Meat and Poultry,353.0,0
45,Pantry Staples and Packaged Goods,596.5,0
45,Personal Care and Health,58.25,0
45,Seafood,164.0,0
45,Snacks and Confectionery,121.75,0
46,Alcoholic Beverages,58.5,0
46,Bakery and Bread,685.5,0
46,Beverages (Non-Alcoholic),419.5,0
46,Dairy and Eggs,1311.75,0
46,Fresh Produce,682.0,0
46,Frozen Foods,450.5,0
46,Household and Cleaning Supplies,44.75,0
46,Meat and Poultry,341.75,0
46,Pantry Staples and Packaged Goods,609.0,0
46,Personal Care and Health,57.0,0
46,Seafood,169.0,0
46,Snacks and Confectionery,120.75,0
47,Alcoholic Beverages,58.5,0
47,Bakery and Bread,704.0,0
47,Beverages (Non-Alcoholic),413.25,0
47,Dairy and Eggs,1273.0,0
47,Fresh Produce,667.75,0
47,Frozen Foods,448.25,0
47,Household and Cleaning Supplies,46.75,0
47,Meat and Poultry,344.0,0
47,Pantry Staples and Packaged Goods,615.0,0
47,Personal Care and Health,60.75,0
47,Seafood,171.5,0
47,Snacks and Confectionery,116.25,0
48,Alcoholic Beverages,57.25,0
48,Bakery and Bread,728.0,0
48,Beverages (Non-Alcoholic),420.5,0
48,Dairy and Eggs,1310.25,0
48,Fresh Produce,663.75,0
48,Frozen Foods,467.25,0
48,Household and Cleaning Supplies,47.0,0
48,Meat and Poultry,343.75,0
48,Pantry Staples and Packaged Goods,622.25,0
48,Personal Care and Health,59.5,0
48,Seafood,175.75,0
48,Snacks and Confectionery,118.25,0
49,Alcoholic Beverages,57.5,0
49,Bakery and Bread,748.0,0
49,Beverages (Non-Alcoholic),413.0,0
49,Dairy and Eggs,1372.75,0
49,Fresh Produce,695.75,0
49,Frozen Foods,487.25,0
49,Household and Cleaning Supplies,48.25,0
49,Meat and Poultry,344.5,0
49,Pantry Staples and Packaged Goods,685.75,0
49,Personal Care and Health,60.25,0
49,Seafood,188.75,0
49,Snacks and Confectionery,132.5,0
50,Alcoholic Beverages,59.0,0
50,Bakery and Bread,798.5,0
50,Beverages (Non-Alcoholic),416.0,0
50,Dairy and Eggs,1445.75,0
50,Fresh Produce,729.25,0
50,Frozen Foods,496.5,0
50,Household and Cleaning Supplies,49.5,0
50,Meat and Poultry,339.0,0
50,Pantry Staples and Packaged Goods,727.25,0
50,Personal Care and Health,68.0,0
50,Seafood,194.5,0
50,Snacks and Confectionery,141.25,0
51,Alcoholic Beverages,57.5,0
51,Bakery and Bread,840.75,0
51,Beverages (Non-Alcoholic),401.5,0
51,Dairy and Eggs,1501.0,0
51,Fresh Produce,725.5,0
51,Frozen Foods,505.75,0
51,Household and Cleaning Supplies,52.5,0
51,Meat and Poultry,353.25,0
51,Pantry Staples and Packaged Goods,802.0,0
51,Personal Care and Health,67.75,0
51,Seafood,199.5,0
51,Snacks and Confectionery,156.5,0
52,Alcoholic Beverages,52.25,0
52,Bakery and Bread,819.25,0
52,Beverages (Non-Alcoholic),376.5,0
52,Dairy and Eggs,1478.75,0
52,Fresh Produce,707.0,0
52,Frozen Foods,495.0,0
52,Household and Cleaning Supplies,47.75,0
52,Meat and Poultry,344.25,0
52,Pantry Staples and Packaged Goods,819.0,0
52,Personal Care and Health,66.0,0
52,Seafood,205.5,0
52,Snacks and Confectionery,157.25,0
