t,token,payment,value
79,C93CFACE3,card,7.79
79,C320632B2,card,2.19
79,,cash,3.49
79,C6E7501D0,card,2.38
79,C0CAD87AF,card,1.49
80,CAAE40D7E,card,11.59
80,,cash,2.58
80,,cash,5.68
80,,cash,1.99
80,C23C2E43A,card,14.49
80,CC1F96D89,card,0.99
80,C6031F358,card,4.5
81,CFE687917,card,3.79
81,C9CA0FEE6,card,12.38
81,,cash,3.68
81,,cash,7.79
81,C774653D3,card,4.88
81,C157ED9A2,card,8.45
81,CB3B55F71,card,6.58
81,C51EDA4C0,card,0.99
81,CF0242A9F,card,5.78
81,,cash,1.79
81,C2C93363D,card,2.19
81,CCACBBF8C,card,2.19
81,C6902055B,card,1.79
81,C073A8B2A,card,13.58
82,CA57110F9,card,8.09
82,C43A99648,card,5.79
82,CE1E01C07,card,0.99
82,C801765D6,card,1.79
82,C1E4FEBA5,card,2.19
82,CBC867174,card,4.17
82,C5ABEF6C3,card,1.19
83,CF8F57C92,card,2.38
83,C972DC261,card,0.99
83,C35644830,card,17.17
83,CD39CD18F,card,2.97
84,C71D3575E,card,3.38
84,C100BDD2D,card,1.59
85,CAE4222FC,card,1.69
85,C4C7AA84B,card,1.59
85,CEAB12E1A,card,6.18
85,C88E9B7E9,card,0.99
85,C27203DB8,card,6.07
85,,cash,3.58
86,,cash,1.98
86,C01C78E95,card,12.97
86,,cash,4.38
87,,cash,8.29
87,CDC6DE382,card,8.09
87,C7AA46951,card,5.99
87,C18DCEF20,card,3.27
88,CB71374FF,card,3.78
88,,cash,1.98
88,,cash,1.19
88,C91BAC9EC,card,12.25
88,C2FF14FBB,card,3.79
88,CCE29D50A,card,5.99
89,,cash,1.51
90,C0A98A0A8,card,4.58
90,CA8CF2667,card,3.49
91,,cash,0.99
92,CE53E3585,card,5.28
92,C8376BB54,card,1.79
92,,cash,5.47
94,,cash,1.69
95,C5E1C0C41,card,1.69
95,CFC549210,card,4.5
95,C9A8B1BEF,card,3.96
95,C38C261BE,card,1.59
96,CD6FAE70D,card,8.05
96,,cash,2.19
96,,cash,20.3
96,CB1A0787A,card,3.09
96,,cash,0.99
97,,cash,2.38
97,,cash,10.37
97,,cash,1.19
97,CC8B6D8F5,card,4.38
97,C66ED5E44,card,0.99
98,,cash,1.69
98,CA35C2DE2,card,0.99
99,,cash,1.99
99,,cash,2.65
99,C7E03BEDF,card,4.38
99,,cash,3.58
99,,cash,1.59
99,,cash,9.39
99,CF6E1999B,card,13.39
99,C95181F6A,card,1.09
99,,cash,16.49
100,,cash,12.07
100,,cash,8.58
100,C0DF6F616,card,2.19
101,CAC2D7FE5,card,6.07
101,C4A65C5B4,card,5.38
101,CE89C4B03,card,4.37
101,C86D4D0D2,card,4.58
101,C250B56A1,card,3.69
101,CC343DC70,card,17.17
102,C617A25CF,card,1.29
103,CFFB2AB9E,card,7.58
103,C9DE9316D,card,1.99
103,C3C21B73C,card,4.38
103,CDA583C8B,card,2.29
103,,cash,8.09
104,,cash,2.18
105,CB4FF91F8,card,1.79
106,C533617B7,card,6.18
107,CF16E9D06,card,3.18
107,,cash,3.09
108,,cash,20.18
108,CCC14EE73,card,3.09
109,,cash,14.48
109,C0883FD91,card,1.69
109,CA6BA4360,card,2.98
109,C44F2C93F,card,4.58
109,CE3294E8E,card,2.98
109,C8161D45D,card,1.09
109,C1F985A2C,card,1.49
109,,cash,3.09
110,C5C07294A,card,1.09
110,,cash,12.92
110,C987634E8,card,3.09
110,C36AEBAA7,card,3.48
110,,cash,1.09
110,,cash,7.27
111,C11540F94,card,19.36
111,,cash,13.07
111,C4DC31B32,card,1.49
111,CEBFA6081,card,2.19
112,,cash,3.58
112,C28696C2F,card,9.88
113,CC6A1F5FE,card,1.29
113,C64D87B4D,card,3.38
113,C0310C11C,card,21.29
113,CA14746EB,card,5.33
113,C3F7FCCBA,card,16.18
114,,cash,2.19
115,C7BEEDBD8,card,8.78
115,,cash,3.58
115,CB85DA766,card,8.18
115,C56942D35,card,5.1
115,,cash,8.49
115,C93033853,card,2.98
115,C313BBE22,card,1.49
115,,cash,3.18
115,C6DAA8D40,card,8.78
116,C0BE1131F,card,1.39
116,CAA1998EE,card,1.89
116,C48501EBD,card,11.07
116,,cash,0.99
116,C84BFEDDB,card,14.15
116,C22F673AA,card,21.29
116,CC12EF979,card,9.08
116,,cash,7.97
116,,cash,4.27
116,C9BD44A56,card,18.88
116,C3A0CD025,card,4.18
117,CD84359F4,card,3.22
117,,cash,1.61
117,C14B22512,card,1.23
117,CB2EAAAE1,card,1.23
118,C512130B0,card,2.58
118,CEF59B60F,card,1.98
119,C8D903FDE,card,3.18
119,C2BC885AD,card,3.58
120,,cash,3.09
120,C683790CB,card,1.79
120,,cash,0.99
120,CA4A69C69,card,4.57
121,,cash,7.79
121,,cash,4.18
121,C7F4CF146,card,13.56
122,,cash,3.49
122,,cash,4.38
122,C59F242B3,card,0.99
122,,cash,3.79
122,C966151D1,card,6.18
122,,cash,2.98
123,CD2D05D7F,card,2.28
123,C7108A2CE,card,5.47
123,C0F3F289D,card,2.19
123,CAD77AE6C,card,2.19
123,C4BAE343B,card,4.38
123,,cash,2.38
123,C881D0359,card,4.38
123,,cash,2.48
123,CC48C0EE7,card,9.39
123,,cash,7.07
123,C00FB1A05,card,3.09
124,C9F3263D4,card,3.49
124,,cash,1.49
124,CDBA16F72,card,2.19
126,C79D9F4C1,card,1.69
126,,cash,11.58
126,,cash,9.55
127,,cash,8.37
129,CF2B7CF8D,card,1.09
130,C90EE555C,card,4.77
130,C2F26DB2B,card,2.09
130,,cash,8.09
130,C6B95A649,card,7.58
130,C09CC2C18,card,1.79
131,,cash,2.19
131,,cash,1.79
131,,cash,1.69
131,C82AA06C4,card,6.76
131,,cash,4.18
131,CBF191262,card,1.59
131,C5D519831,card,6.18
131,,cash,8.09
132,,cash,1.09
132,C37F7ED2E,card,0.99
132,CD62E72FD,card,2.98
132,C7466F84C,card,2.78
133,C129D7E1B,card,3.18
133,CB0D5C7EA,card,1.49
134,C4F0C4DB9,card,13.18
134,,cash,6.47
134,,cash,1.69
134,C29B3DE96,card,21.29
135,,cash,8.83
135,,cash,36.59
135,C04593383,card,1.09
136,,cash,2.29
136,C40C83F21,card,2.19
136,,cash,2.78
137,C7D370A4F,card,3.58
137,C1B6F901E,card,1.98
137,CB9A619ED,card,2.19
137,C57DE9FBC,card,0.99
137,CF615E50B,card,1.98
137,,cash,6.18
137,C3284F0A9,card,1.09
138,,cash,0.99
138,,cash,2.18
138,C0D2A4586,card,1.98
138,CAB62CB55,card,0.99
139,,cash,3.38
139,CE7D1D6F3,card,1.29
139,C86085C42,card,4.76
139,C2440A211,card,14.14
140,CC2772BE0,card,3.09
140,,cash,1.69
140,,cash,2.38
140,,cash,11.78
140,C3B5502AC,card,3.77
140,,cash,17.38
141,,cash,1.09
141,,cash,2.09
142,CB4331D68,card,2.29
142,C526A6327,card,8.27
142,CF0A2E8F6,card,1.98
142,C8ED96E45,card,4.38
143,C2D11F414,card,17.27
143,,cash,3.58
143,C6980C3B2,card,2.18
143,,cash,0.99
144,,cash,3.18
144,C442654AF,card,4.09
144,CE25EDA7E,card,2.19
144,C809523CD,card,0.99
144,C1ECDA99C,card,4.3
145,,cash,11.64
145,C5B3CB53A,card,11.64
145,CF9733A89,card,1.04
145,,cash,1.61
145,C35E20617,card,4.16
145,,cash,2.08
145,C725115B5,card,9.57
145,C10899B04,card,1.42
145,,cash,4.72
146,C4CF766A2,card,3.28
146,,cash,17.77
147,C896675C0,card,8.79
147,C279EFB9F,card,4.37
147,CC5D5416E,card,6.58
147,,cash,8.09
148,C02444C8C,card,2.78
148,CA07CD25B,card,6.58
148,C3EB3582A,card,1.9
149,,cash,3.58
149,,cash,2.18
149,,cash,11.99
149,,cash,2.19
150,C55C9B8A5,card,1.79
150,CF4003E74,card,5.57
150,,cash,3.38
150,,cash,4.58
150,,cash,1.59
150,,cash,7.79
150,C0B169E8F,card,3.79
150,,cash,7.17
150,,cash,12.79
151,,cash,2.19
151,,cash,0.99
151,C222BFF1A,card,1.09
152,CC06244E9,card,2.18
152,C5E9ACAB8,card,12.79
152,,cash,6.18
152,,cash,1.49
152,C39405F95,card,4.38
152,,cash,5.98
153,,cash,8.05
153,C13E7B082,card,2.18
153,CB21E3651,card,1.19
153,,cash,12.79
154,CEE8D05FF,card,1.99
154,C8CC58B4E,card,4.58
154,,cash,4.57
155,CC93496EC,card,8.45
155,C676B1CBB,card,3.18
155,C05A2620A,card,2.0
155,CA3DAEBD9,card,12.79
156,,cash,1.19
156,CE049F767,card,8.67
157,C7E807D36,card,3.19
157,C1CB8C285,card,1.49
157,CBAEF4854,card,5.59
158,,cash,2.38
158,CF75E57F2,card,15.69
158,C9596DD41,card,8.75
158,C33CD2310,card,6.58
158,CD205A8EF,card,1.89
158,,cash,3.78
158,C0E74B40D,card,2.39
159,,cash,5.68
159,C4AE383AB,card,3.18
159,CE91A097A,card,1.59
159,C87528EC9,card,21.29
159,,cash,5.97
159,,cash,12.58
159,C61F8E026,card,5.79
160,,cash,4.09
160,C9E67EF44,card,8.97
160,C3C9E7513,card,3.98
160,,cash,4.57
160,,cash,3.78
161,C1745C600,card,10.56
162,CB57C4FDF,card,1.69
162,C53B4D5AE,card,6.78
162,CF1EB5B7D,card,1.09
162,C9023A0CC,card,4.8
163,,cash,1.99
163,CCC92AC6A,card,12.86
163,C6AC93239,card,3.48
164,C0901BB88,card,4.39
164,,cash,2.49
164,,cash,4.48
165,,cash,13.24
165,C81DF92B4,card,13.99
165,,cash,14.37
165,CBE4D61D2,card,17.39
165,C5C85E7A1,card,2.18
165,CFABC6D70,card,2.59
165,C98F4F2CF,card,8.99
165,,cash,2.18
166,,cash,4.78
166,C739A443C,card,3.38
166,,cash,3.78
167,,cash,2.18
168,,cash,1.59
169,,cash,2.38
169,,cash,7.38
170,,cash,2.98
170,,cash,3.05
170,,cash,5.57
170,,cash,4.18
170,,cash,9.39
171,C3FFD8A91,card,4.89
171,CDE341060,card,19.28
171,,cash,4.49
171,,cash,2.79
171,,cash,11.29
172,,cash,2.98
172,,cash,2.69
172,,cash,1.89
172,C31B87C19,card,2.09
172,CCFF0C5E8,card,14.58
173,,cash,7.08
173,,cash,2.38
173,,cash,5.38
173,C48CEDC94,card,2.38
173,,cash,6.5
173,,cash,3.58
173,C23743181,card,13.88
173,CC1ACB750,card,2.38
174,,cash,12.58
174,CFE1B82FE,card,51.38
176,C9C52084D,card,2.58
177,,cash,5.68
177,CD8C117EB,card,6.58
178,,cash,2.29
178,C1530E309,card,11.69
179,,cash,25.49
180,C519FEE97,card,1.23
180,CEFD67466,card,2.46
180,,cash,4.56
180,C2C454384,card,9.29
180,CCA7DC953,card,1.23
180,,cash,2.46
180,C06ECD4F1,card,3.7
180,CA5235A40,card,1.23
180,,cash,7.97
182,CE19229EE,card,4.49
183,,cash,5.38
183,C1E01350C,card,2.29
184,CBC39BADB,card,10.78
185,,cash,1.29
185,,cash,1.29
185,C96DF0FC8,card,15.47
185,C35179587,card,3.89
185,,cash,3.89
186,,cash,2.09
186,C0FBDE6F4,card,1.49
186,CADF46C43,card,11.98
187,C4C2CF212,card,4.59
187,CEA637BE1,card,19.67
187,C889BC1B0,card,8.79
187,C26D2470F,card,3.08
188,CC50ACCDE,card,1.69
189,C634152AD,card,2.58
189,C0179D87C,card,10.09
190,C9FB021CB,card,10.59
190,,cash,2.58
190,,cash,20.5
190,C7A57B338,card,8.16
190,C188E38F7,card,5.58
191,CB6C6BE46,card,2.58
191,,cash,3.87
191,CF3358DE4,card,7.87
191,C916C13B3,card,3.78
192,C2FA49902,card,1.79
192,CCDDB1ED1,card,4.18
192,,cash,5.4
192,,cash,4.58
192,CA88173CE,card,19.89
192,C46B9F99D,card,4.38
192,CE4F07F6C,card,1.29
193,,cash,4.69
193,C215F4A8A,card,5.58
193,CBF97D059,card,10.09
193,,cash,1.59
193,,cash,1.29
193,C9A3D25B6,card,1.29
194,C3875AB05,card,2.49
194,,cash,6.47
194,C74E4B6A3,card,4.98
195,C131B3C72,card,3.29
195,CB15385C1,card,1.29
195,,cash,2.19
195,,cash,2.19
195,,cash,6.56
195,,cash,2.29
196,CC868E25C,card,27.59
196,C669F682B,card,9.38
198,C04D7F1FA,card,20.18
198,CA30E7749,card,2.59
198,C4146FD18,card,3.87
198,CDF7D42D7,card,2.59
198,C7DB5C8A6,card,1.79
199,C1BEC4E75,card,1.29
199,CBA24D7C4,card,4.59
199,,cash,1.79
199,,cash,11.39
199,,cash,7.57
199,,cash,1.29
199,,cash,4.59
199,,cash,10.19
199,,cash,19.9
200,CABE0894C,card,10.17
200,C4A170F1B,card,2.58
200,CE84F94EA,card,7.78
200,C86861AB9,card,2.19
200,C24BD6008,card,4.69
200,,cash,1.29
200,,cash,4.08
201,CFF64F565,card,7.73
201,C9D9B7B34,card,1.29
202,C3BD3C083,card,11.09
202,,cash,14.99
203,,cash,3.18
203,,cash,4.38
203,CB4B1DB4F,card,1.79
204,C52E8211E,card,10.36
204,CF120A6ED,card,1.79
205,C8F572CBC,card,4.09
205,,cash,2.89
205,CCBC63BDA,card,4.67
205,,cash,21.69
205,C08350778,card,8.18
205,,cash,2.59
206,C44A41286,card,2.58
206,CE2DC9855,card,5.59
206,C81131E24,card,1.79
206,C1F4A67F3,card,1.59
207,,cash,2.19
207,C5BB97311,card,2.29
207,,cash,3.19
207,C98287EBF,card,2.09
207,C3660C40E,card,3.39
208,CD4974DDD,card,3.98
208,,cash,14.53
208,C1106597B,card,11.3
208,CAF3EDECA,card,1.23
208,C4D752499,card,14.62
208,,cash,1.51
208,C89E43027,card,16.99
208,C281CB9F6,card,3.18
208,,cash,2.08
209,,cash,4.18
209,,cash,5.58
210,CA0FA90B2,card,8.18
210,,cash,4.18
210,,cash,2.59
210,,cash,4.18
211,C19D76B7E,card,4.69
211,CB80FF0CD,card,2.09
211,C5646769C,card,11.89
211,,cash,7.78
212,C92B5423A,card,10.47
212,C30EDCB89,card,7.27
213,CCF245158,card,10.59
213,,cash,4.09
213,C0B935CE6,card,4.59
214,CA9CBA2B5,card,14.09
214,C48022804,card,2.19
214,,cash,3.89
215,,cash,10.59
215,,cash,2.58
215,CC0E002C0,card,3.09
216,,cash,2.69
216,CFD4F0E6E,card,4.58
216,C9B87943D,card,4.59
216,C39BE1D8C,card,15.49
217,CD7F5635B,card,7.78
217,,cash,10.59
217,C14646EF9,card,17.97
218,CB29CF448,card,5.38
219,C50D37A07,card,3.58
219,,cash,2.09
220,C8D4249A5,card,2.19
220,C2B7ACF74,card,1.29
220,CC9B154C3,card,1.29
220,C67E9DA92,card,2.69
221,C06202061,card,5.18
221,,cash,1.29
221,C428F2F8F,card,2.59
221,,cash,11.88
221,,cash,1.29
221,,cash,2.69
222,CBB6D064B,card,1.79
222,C59A58C1A,card,1.29
222,CF7DC15E9,card,1.49
222,C96149BB8,card,2.59
222,C344BE177,card,2.09
222,,cash,4.39
223,C70BAEC95,card,1.29
223,C0EF17264,card,10.07
223,,cash,3.58
223,C4B604182,card,20.79
223,,cash,2.69
224,C87CF4D20,card,2.58
224,C2607D2FF,card,11.36
225,,cash,10.35
225,C6276DE1D,card,4.98
225,C00AD27EC,card,4.38
225,,cash,5.28
225,C3D1C330A,card,2.58
225,CDB54B8D9,card,2.98
225,C798B3EA8,card,1.99
226,,cash,3.28
226,CB5FA0A36,card,1.49
226,,cash,2.58
227,,cash,13.98
227,,cash,1.49
227,C2ED8E4F2,card,4.69
227,,cash,9.38
228,C6B47F010,card,3.89
228,,cash,12.38
228,,cash,2.49
228,,cash,7.38
228,CE425CADC,card,2.49
228,C825C50AB,card,4.77
228,C2094D67A,card,6.27
228,,cash,19.38
229,C5D03A598,card,8.78
229,CFB3A2B57,card,31.7
229,C9972B126,card,4.38
230,C37A936F5,card,4.67
230,CD5E1BC44,card,3.68
230,C74180213,card,9.27
230,C12508BE2,card,18.4
231,,cash,4.28
231,C4EBF9700,card,9.58
232,,cash,6.67
232,C8B2D62AE,card,1.49
233,C2965E87D,card,5.17
233,,cash,2.69
234,C65D4F79B,card,1.99
234,C040B7D6A,card,1.29
234,CA243C339,card,1.19
234,,cash,16.28
234,CDEB2CE47,card,11.09
235,C7CE95416,card,7.78
235,C1B21DDE5,card,4.37
235,CB95823B4,card,3.98
235,,cash,29.1
235,CF5C72ED2,card,6.27
235,C93FFB4A1,card,2.98
235,,cash,2.49
236,,cash,16.89
236,,cash,7.79
236,,cash,7.29
237,CAB14153C,card,2.58
238,C494C9A8B,card,3.09
238,,cash,4.27
240,C85BA6629,card,20.7
240,C23F2EFF8,card,10.8
240,CC22975B7,card,2.38
241,C6061FB06,card,2.19
241,CFE9840D5,card,1.19
242,,cash,5.18
242,C3B074C73,card,2.69
242,CD93FD5C2,card,13.04
242,C77765B91,card,15.35
243,,cash,2.26
243,CB3E5273F,card,1.89
243,C521DAC8E,card,3.5
243,,cash,3.4
243,,cash,2.65
243,C2CC301FB,card,2.56
244,,cash,6.08
244,,cash,5.18
245,C076A92E8,card,2.78
245,,cash,1.69
245,C43D99E76,card,13.98
247,CE210E7C5,card,1.19
247,C80476D94,card,11.99
248,C1E7FF363,card,1.99
248,,cash,5.14
248,C5AEEFE81,card,10.86
248,CF9254450,card,5.2
248,C975DCA2F,card,2.38
248,C359453FE,card,6.37
249,CD3CCD94D,card,1.19
249,,cash,18.78
249,,cash,8.39
250,,cash,4.38
250,,cash,2.39
250,,cash,2.09
250,,cash,2.38
251,C27500566,card,1.69
251,CC5888B35,card,9.19
252,C63BF1084,card,1.19
253,C01F79653,card,10.09
253,CA02E1C22,card,5.98
254,C3E6565F1,card,14.59
254,CDC9DEB40,card,1.19
254,C7AD4711F,card,1.19
254,C190CF6EE,card,2.19
254,CB7437CBD,card,10.09
254,,cash,4.76
255,,cash,3.99
255,C91EAD1AA,card,1.19
255,C30215779,card,7.27
255,,cash,1.69
255,C6C902287,card,1.39
255,C0AC8A856,card,4.28
255,,cash,6.08
256,C4737B7F4,card,2.38
256,,cash,1.69
256,C83A68312,card,2.19
256,,cash,1.19
256,CC0158EB0,card,1.19
257,C5E4C140F,card,23.79
257,CFC849DDE,card,4.08
257,,cash,7.38
257,,cash,6.69
258,CD72AEECB,card,2.38
259,C7561749A,card,4.38
259,C1399FA69,card,1.39
259,,cash,1.19
260,,cash,1.79
260,,cash,22.19
260,C8C77D515,card,3.38
260,,cash,3.15
260,CC8E6A0B3,card,2.59
261,C671D2602,card,5.98
261,C0555AFD1,card,1.79
262,,cash,5.67
262,C41C4BB7F,card,10.57
263,,cash,2.39
263,C7E33869D,card,2.38
263,C1C6A0C6C,card,10.98
263,,cash,3.49
263,,cash,10.56
263,,cash,9.79
263,,cash,5.18
263,C337F6CE7,card,1.19
264,,cash,3.98
264,C6FEE7805,card,10.69
264,C0E26C1D4,card,1.39
267,CAC5D47A3,card,1.79
267,C4A95CD72,card,1.19
269,CE8CC52C1,card,2.38
269,,cash,1.39
270,C253B5E6F,card,1.19
270,,cash,6.99
271,,cash,1.13
271,,cash,1.7
271,C9E19392B,card,1.89
271,,cash,9.02
271,CDA880449,card,1.13
272,C78C08A18,card,5.78
273,C16F713D7,card,1.39
273,CB52F99A6,card,10.69
273,,cash,6.78
274,,cash,4.18
274,C8FD5EA93,card,3.98
274,C2E0C7062,card,11.19
274,CCC44F631,card,3.58
276,,cash,11.69
276,C08B3C55F,card,13.48
276,,cash,2.95
276,C4522D0FD,card,2.78
276,CE359564C,card,2.09
277,C8191DC1B,card,2.95
277,C1FC825EA,card,2.38
277,,cash,6.17
277,C5C373108,card,4.78
277,CFA6FB6C7,card,2.69
277,C98A63C96,card,1.19
277,C36DE8265,card,3.78
277,CD5150834,card,9.09
278,,cash,2.69
278,,cash,4.98
279,CAFBC9D21,card,4.98
279,C4DF3E2F0,card,3.68
279,,cash,10.4
279,,cash,4.38
279,,cash,2.79
279,,cash,3.58
280,C6508430B,card,26.78
280,C0340C8DA,card,9.29
281,CA1774EA9,card,11.28
281,C3FAFD478,card,1.19
281,CDDE65A37,card,2.58
281,C7C1EA386,card,3.98
282,C1A552955,card,7.58
282,,cash,3.79
282,,cash,1.89
282,,cash,1.89
282,C93330011,card,1.89
283,C316B89E0,card,3.58
284,,cash,2.29
284,,cash,2.09
284,C0C111ADD,card,1.19
