week,category,forecast_weekly,oracle
23,Personal Care and Health,69.5,0
23,Seafood,206.0,0
23,Snacks and Confectionery,144.0,0
24,Alcoholic Beverages,68.25,0
24,Bakery and Bread,802.25,0
24,Beverages (Non-Alcoholic),614.25,0
24,Dairy and Eggs,1639.5,0
24,Fresh Produce,918.25,0
24,Frozen Foods,595.25,0
24,Household and Cleaning Supplies,47.25,0
24,Meat and Poultry,428.25,0
24,Pantry Staples and Packaged Goods,716.75,0
24,Personal Care and Health,68.5,0
24,Seafood,214.25,0
24,Snacks and Confectionery,152.5,0
25,Alcoholic Beverages,66.5,0
25,Bakery and Bread,801.5,0
25,Beverages (Non-Alcoholic),622.0,0
25,Dairy and Eggs,1595.25,0
25,Fresh Produce,914.75,0
25,Frozen Foods,576.75,0
25,Household and Cleaning Supplies,47.25,0
25,Meat and Poultry,434.25,0
25,Pantry Staples and Packaged Goods,705.0,0
25,Personal Care and Health,60.75,0
25,Seafood,214.75,0
25,Snacks and Confectionery,153.5,0
26,Alcoholic Beverages,66.25,0
26,Bakery and Bread,761.75,0
26,Beverages (Non-Alcoholic),598.0,0
26,Dairy and Eggs,1560.75,0
26,Fresh Produce,877.75,0
26,Frozen Foods,558.75,0
26,Household and Cleaning Supplies,47.25,0
26,Meat and Poultry,429.75,0
26,Pantry Staples and Packaged Goods,676.75,0
26,Personal Care and Health,61.75,0
26,Seafood,206.75,0
26,Snacks and Confectionery,150.0,0
27,Alcoholic Beverages,64.0,0
27,Bakery and Bread,748.75,0
27,Beverages (Non-Alcoholic),578.5,0
27,Dairy and Eggs,1530.0,0
27,Fresh Produce,839.0,0
27,Frozen Foods,550.0,0
27,Household and Cleaning Supplies,49.75,0
27,Meat and Poultry,423.0,0
27,Pantry Staples and Packaged Goods,669.0,0
27,Personal Care and Health,55.75,0
27,Seafood,193.25,0
27,Snacks and Confectionery,144.25,0
28,Alcoholic Beverages,65.5,0
28,Bakery and Bread,764.25,0
28,Beverages (Non-Alcoholic),601.75,0
28,Dairy and Eggs,1514.5,0
28,Fresh Produce,877.25,0
28,Frozen Foods,569.5,0
28,Household and Cleaning Supplies,50.0,0
28,Meat and Poultry,440.0,0
28,Pantry Staples and Packaged Goods,652.5,0
28,Personal Care and Health,57.75,0
28,Seafood,192.0,0
28,Snacks and Confectionery,136.5,0
29,Alcoholic Beverages,64.25,0
29,Bakery and Bread,738.5,0
29,Beverages (Non-Alcoholic),608.75,0
29,Dairy and Eggs,1551.5,0
29,Fresh Produce,902.5,0
29,Frozen Foods,594.75,0
29,Household and Cleaning Supplies,53.5,0
29,Meat and Poultry,438.5,0
29,Pantry Staples and Packaged Goods,632.0,0
29,Personal Care and Health,61.75,0
29,Seafood,186.25,0
29,Snacks and Confectionery,133.75,0
30,Alcoholic Beverages,66.75,0
30,Bakery and Bread,754.0,0
30,Beverages (Non-Alcoholic),612.5,0
30,Dairy and Eggs,1566.25,0
30,Fresh Produce,937.5,0
30,Frozen Foods,601.75,0
30,Household and Cleaning Supplies,52.5,0
30,Meat and Poultry,450.5,0
30,Pantry Staples and Packaged Goods,659.0,0
30,Personal Care and Health,63.5,0
30,Seafood,194.75,0
30,Snacks and Confectionery,134.0,0
31,Alcoholic Beverages,66.25,0
31,Bakery and Bread,754.75,0
31,Beverages (Non-Alcoholic),607.75,0
31,Dairy and Eggs,1598.75,0
31,Fresh Produce,973.0,0
31,Frozen Foods,600.0,0
31,Household and Cleaning Supplies,49.0,0
31,Meat and Poultry,450.5,0
31,Pantry Staples and Packaged Goods,653.25,0
31,Personal Care and Health,63.5,0
31,Seafood,202.0,0
31,Snacks and Confectionery,142.5,0
32,Alcoholic Beverages,60.5,0
32,Bakery and Bread,686.25,0
32,Beverages (Non-Alcoholic),575.0,0
32,Dairy and Eggs,1514.0,0
32,Fresh Produce,911.25,0
32,Frozen Foods,559.0,0
32,Household and Cleaning Supplies,48.5,0
32,Meat and Poultry,418.75,0
32,Pantry Staples and Packaged Goods,620.5,0
32,Personal Care and Health,61.0,0
32,Seafood,184.75,0
32,Snacks and Confectionery,130.75,0
33,Alcoholic Beverages,60.75,0
33,Bakery and Bread,667.25,0
33,Beverages (Non-Alcoholic),558.25,0
33,Dairy and Eggs,1489.5,0
33,Fresh Produce,859.0,0
33,Frozen Foods,535.25,0
33,Household and Cleaning Supplies,46.25,0
33,Meat and Poultry,418.25,0
33,Pantry Staples and Packaged Goods,632.75,0
33,Personal Care and Health,59.0,0
33,Seafood,187.0,0
33,Snacks and Confectionery,130.75,0
34,Alcoholic Beverages,62.25,0
34,Bakery and Bread,668.5,0
34,Beverages (Non-Alcoholic),570.5,0
34,Dairy and Eggs,1443.75,0
34,Fresh Produce,825.0,0
34,Frozen Foods,536.0,0
34,Household and Cleaning Supplies,46.0,0
34,Meat and Poultry,410.0,0
34,Pantry Staples and Packaged Goods,609.0,0
34,Personal Care and Health,58.25,0
34,Seafood,181.0,0
34,Snacks and Confectionery,127.25,0
35,Alcoholic Beverages,61.75,0
35,Bakery and Bread,667.0,0
35,Beverages (Non-Alcoholic),554.0,0
35,Dairy and Eggs,1436.75,0
35,Fresh Produce,786.75,0
35,Frozen Foods,545.5,0
35,Household and Cleaning Supplies,46.75,0
35,Meat and Poultry,407.5,0
35,Pantry Staples and Packaged Goods,612.75,0
35,Personal Care and Health,57.0,0
35,Seafood,180.25,0
35,Snacks and Confectionery,122.75,0
36,Alcoholic Beverages,63.5,0
36,Bakery and Bread,702.5,0
36,Beverages (Non-Alcoholic),561.75,0
36,Dairy and Eggs,1487.75,0
36,Fresh Produce,794.25,0
36,Frozen Foods,554.75,0
36,Household and Cleaning Supplies,47.0,0
36,Meat and Poultry,411.25,0
36,Pantry Staples and Packaged Goods,643.25,0
36,Personal Care and Health,60.25,0
36,Seafood,193.25,0
36,Snacks and Confectionery,136.75,0
37,Alcoholic Beverages,61.25,0
37,Bakery and Bread,715.0,0
37,Beverages (Non-Alcoholic),529.75,0
37,Dairy and Eggs,1486.5,0
37,Fresh Produce,787.25,0
37,Frozen Foods,553.0,0
37,Household and Cleaning Supplies,45.5,0
37,Meat and Poultry,400.0,0
37,Pantry Staples and Packaged Goods,641.5,0
37,Personal Care and Health,63.25,0
37,Seafood,188.25,0
37,Snacks and Confectionery,136.25,0
38,Alcoholic Beverages,56.25,0
38,Bakery and Bread,717.75,0
38,Beverages (Non-Alcoholic),506.0,0
38,Dairy and Eggs,1532.75,0
38,Fresh Produce,818.75,0
38,Frozen Foods,551.25,0
38,Household and Cleaning Supplies,47.5,0
38,Meat and Poultry,396.0,0
38,Pantry Staples and Packaged Goods,668.5,0
38,Personal Care and Health,64.75,0
38,Seafood,187.5,0
38,Snacks and Confectionery,146.5,0
39,Alcoholic Beverages,59.0,0
39,Bakery and Bread,699.25,0
39,Beverages (Non-Alcoholic),529.0,0
39,Dairy and Eggs,1520.75,0
39,Fresh Produce,817.0,0
39,Frozen Foods,549.25,0
39,Household and Cleaning Supplies,47.25,0
39,Meat and Poultry,385.25,0
39,Pantry Staples and Packaged Goods,657.5,0
39,Personal Care and Health,65.5,0
39,Seafood,190.5,0
39,Snacks and Confectionery,149.5,0
40,Alcoholic Beverages,58.5,0
40,Bakery and Bread,737.25,0
40,Beverages (Non-Alcoholic),535.25,0
40,Dairy and Eggs,1568.5,0
40,Fresh Produce,855.25,0
40,Frozen Foods,566.25,0
40,Household and Cleaning Supplies,50.5,0
40,Meat and Poultry,402.25,0
40,Pantry Staples and Packaged Goods,686.5,0
40,Personal Care and Health,66.75,0
40,Seafood,189.25,0
40,Snacks and Confectionery,148.25,0
41,Alcoholic Beverages,58.25,0
41,Bakery and Bread,757.0,0
41,Beverages (Non-Alcoholic),541.75,0
41,Dairy and Eggs,1568.0,0
41,Fresh Produce,859.5,0
41,Frozen Foods,556.75,0
41,Household and Cleaning Supplies,50.0,0
41,Meat and Poultry,395.0,0
41,Pantry Staples and Packaged Goods,696.25,0
41,Personal Care and Health,65.25,0
41,Seafood,188.75,0
41,Snacks and Confectionery,145.25,0
42,Alcoholic Beverages,57.75,0
42,Bakery and Bread,720.0,0
42,Beverages (Non-Alcoholic),528.0,0
42,Dairy and Eggs,1482.0,0
42,Fresh Produce,807.5,0
42,Frozen Foods,538.75,0
42,Household and Cleaning Supplies,46.0,0
42,Meat and Poultry,395.5,0
42,Pantry Staples and Packaged Goods,662.25,0
42,Personal Care and Health,62.5,0
42,Seafood,188.25,0
42,Snacks and Confectionery,140.5,0
43,Alcoholic Beverages,57.5,0
43,Bakery and Bread,737.75,0
43,Beverages (Non-Alcoholic),504.25,0
43,Dairy and Eggs,1461.75,0
43,Fresh Produce,782.0,0
43,Frozen Foods,516.0,0
43,Household and Cleaning Supplies,45.75,0
43,Meat and Poultry,388.25,0
43,Pantry Staples and Packaged Goods,677.25,0
43,Personal Care and Health,62.5,0
43,Seafood,181.0,0
43,Snacks and Confectionery,131.25,0
44,Alcoholic Beverages,60.75,0
44,Bakery and Bread,733.0,0
44,Beverages (Non-Alcoholic),469.5,0
44,Dairy and Eggs,1396.5,0
44,Fresh Produce,753.25,0
44,Frozen Foods,494.0,0
44,Household and Cleaning Supplies,45.5,0
44,Meat and Poultry,364.5,0
44,Pantry Staples and Packaged Goods,664.75,0
44,Personal Care and Health,62.5,0
44,Seafood,186.75,0
44,Snacks and Confectionery,130.0,0
45,Alcoholic Beverages,59.0,0
45,Bakery and Bread,700.75,0
45,Beverages (Non-Alcoholic),443.0,0
45,Dairy and Eggs,1364.25,0
45,Fresh Produce,714.0,0
45,Frozen Foods,487.75,0
45,Household and Cleaning Supplies,45.25,0
45,Meat and Poultry,343.5,0
45,Pantry Staples and Packaged Goods,661.25,0
45,Personal Care and Health,64.75,0
45,Seafood,182.0,0
45,Snacks and Confectionery,131.5,0
46,Alcoholic Beverages,57.25,0
46,Bakery and Bread,738.75,0
46,Beverages (Non-Alcoholic),415.5,0
46,Dairy and Eggs,1373.5,0
46,Fresh Produce,705.0,0
46,Frozen Foods,486.5,0
46,Household and Cleaning Supplies,49.25,0
46,Meat and Poultry,338.0,0
46,Pantry Staples and Packaged Goods,662.25,0
46,Personal Care and Health,62.5,0
46,Seafood,180.75,0
46,Snacks and Confectionery,124.75,0
47,Alcoholic Beverages,56.0,0
47,Bakery and Bread,758.25,0
47,Beverages (Non-Alcoholic),411.5,0
47,Dairy and Eggs,1340.75,0
47,Fresh Produce,696.25,0
47,Frozen Foods,482.0,0
47,Household and Cleaning Supplies,49.5,0
47,Meat and Poultry,340.0,0
47,Pantry Staples and Packaged Goods,657.75,0
47,Personal Care and Health,63.75,0
47,Seafood,183.25,0
47,Snacks and Confectionery,126.75,0
48,Alcoholic Beverages,56.75,0
48,Bakery and Bread,761.25,0
48,Beverages (Non-Alcoholic),423.75,0
48,Dairy and Eggs,1371.0,0
48,Fresh Produce,679.5,0
48,Frozen Foods,493.25,0
48,Household and Cleaning Supplies,50.25,0
48,Meat and Poultry,359.0,0
48,Pantry Staples and Packaged Goods,678.0,0
48,Personal Care and Health,59.5,0
48,Seafood,182.75,0
48,Snacks and Confectionery,128.0,0
49,Alcoholic Beverages,55.75,0
49,Bakery and Bread,784.5,0
49,Beverages (Non-Alcoholic),416.75,0
49,Dairy and Eggs,1425.5,0
49,Fresh Produce,693.75,0
49,Frozen Foods,503.25,0
49,Household and Cleaning Supplies,50.75,0
49,Meat and Poultry,370.5,0
49,Pantry Staples and Packaged Goods,726.75,0
49,Personal Care and Health,61.25,0
49,Seafood,196.5,0
49,Snacks and Confectionery,138.5,0
50,Alcoholic Beverages,58.0,0
50,Bakery and Bread,813.25,0
50,Beverages (Non-Alcoholic),432.5,0
50,Dairy and Eggs,1497.0,0
50,Fresh Produce,705.25,0
50,Frozen Foods,514.75,0
50,Household and Cleaning Supplies,51.0,0
50,Meat and Poultry,364.5,0
50,Pantry Staples and Packaged Goods,765.75,0
50,Personal Care and Health,68.0,0
50,Seafood,201.25,0
50,Snacks and Confectionery,149.25,0
51,Alcoholic Beverages,58.5,0
51,Bakery and Bread,829.5,0
51,Beverages (Non-Alcoholic),409.75,0
51,Dairy and Eggs,1559.0,0
51,Fresh Produce,716.0,0
51,Frozen Foods,527.25,0
51,Household and Cleaning Supplies,52.75,0
51,Meat and Poultry,370.75,0
51,Pantry Staples and Packaged Goods,823.5,0
51,Personal Care and Health,69.0,0
51,Seafood,211.75,0
51,Snacks and Confectionery,162.25,0
52,Alcoholic Beverages,53.75,0
52,Bakery and Bread,824.0,0
52,Beverages (Non-Alcoholic),383.25,0
52,Dairy and Eggs,1527.0,0
52,Fresh Produce,696.25,0
52,Frozen Foods,512.25,0
52,Household and Cleaning Supplies,47.25,0
52,Meat and Poultry,367.75,0
52,Pantry Staples and Packaged Goods,816.0,0
52,Personal Care and Health,70.25,0
52,Seafood,214.75,0
52,Snacks and Confectionery,164.0,0
