t,token,payment,value
74,C93CFACE3,card,13.6
74,C320632B2,card,1.39
74,CD03EB801,card,3.54
74,C6E7501D0,card,3.58
74,C0CAD87AF,card,5.3
74,,cash,11.65
74,,cash,7.57
74,CE753189C,card,2.59
74,C858B9E6B,card,2.19
75,,cash,3.58
75,,cash,8.09
75,,cash,2.65
75,,cash,11.58
75,C9CA0FEE6,card,9.39
75,,cash,17.17
75,,cash,7.56
75,,cash,14.19
76,,cash,1.98
76,CB3B55F71,card,14.49
76,C51EDA4C0,card,3.18
77,,cash,8.58
77,C8E5CB06E,card,2.19
77,C2C93363D,card,8.79
78,CCACBBF8C,card,2.38
78,C6902055B,card,13.0
78,C073A8B2A,card,2.78
79,CA57110F9,card,3.98
79,C43A99648,card,7.79
79,CE1E01C07,card,2.19
79,,cash,3.49
79,C1E4FEBA5,card,2.38
79,CBC867174,card,1.49
80,C5ABEF6C3,card,11.59
80,,cash,2.58
80,,cash,5.68
80,,cash,1.99
80,CD39CD18F,card,14.49
80,C71D3575E,card,0.99
80,C100BDD2D,card,4.5
80,,cash,5.78
81,C4C7AA84B,card,3.79
81,CEAB12E1A,card,12.38
81,,cash,3.68
81,,cash,7.79
81,CC5588377,card,4.88
81,C638F08C6,card,8.45
81,C01C78E95,card,6.58
81,C9FFE1464,card,0.99
81,C3E369A33,card,5.78
81,,cash,1.79
81,C7AA46951,card,2.19
81,C18DCEF20,card,2.19
81,CB71374FF,card,1.79
81,C554BFA4E,card,13.58
81,CF382401D,card,17.57
82,C91BAC9EC,card,8.09
82,C2FF14FBB,card,5.79
82,CCE29D50A,card,0.99
82,C6C605AD9,card,1.79
82,C0A98A0A8,card,2.19
82,CA8CF2667,card,4.17
82,C4707AC36,card,1.19
83,CE53E3585,card,2.38
83,C8376BB54,card,0.99
83,C21AD0123,card,16.57
83,CBFE586F2,card,2.97
84,C5E1C0C41,card,3.38
84,CFC549210,card,1.59
85,C9A8B1BEF,card,1.69
85,C38C261BE,card,1.59
85,CD6FAE70D,card,6.18
85,C75316CDC,card,0.99
85,C1369F2AB,card,6.07
85,,cash,3.58
86,,cash,1.98
86,CEE0F4798,card,12.97
86,,cash,4.38
87,,cash,8.29
87,CC8B6D8F5,card,8.09
87,C66ED5E44,card,5.99
87,C0525A413,card,3.27
88,CA35C2DE2,card,3.78
88,,cash,1.98
88,,cash,1.19
88,C7E03BEDF,card,12.25
88,C1C3A04AE,card,3.79
88,CBA728A7D,card,5.99
89,,cash,1.51
90,CF6E1999B,card,4.58
90,C95181F6A,card,3.49
91,,cash,0.99
92,CD187EA88,card,5.28
92,C6FBE7047,card,1.79
92,,cash,5.47
94,,cash,1.69
95,C4A65C5B4,card,1.69
95,CE89C4B03,card,4.5
95,C86D4D0D2,card,3.96
95,C250B56A1,card,1.59
96,CC343DC70,card,7.79
96,,cash,2.19
96,,cash,21.0
96,C9DE9316D,card,3.09
96,,cash,0.99
97,,cash,2.38
97,,cash,10.37
97,,cash,1.19
97,CB4FF91F8,card,4.38
97,C533617B7,card,0.99
98,,cash,1.69
98,C8FA5E2D5,card,0.99
99,,cash,1.99
99,,cash,2.65
99,C6A4B77C2,card,4.38
99,,cash,3.58
99,,cash,1.59
99,,cash,9.39
99,CE3294E8E,card,13.39
99,C8161D45D,card,1.09
99,,cash,16.79
99,CBDD0A3FB,card,1.09
100,,cash,12.07
100,,cash,8.58
100,C987634E8,card,2.19
101,C36AEBAA7,card,6.07
101,CD4E50076,card,5.38
101,C731D89C5,card,4.37
101,C11540F94,card,4.58
101,CAF8C9563,card,3.69
101,C4DC31B32,card,4.38
102,CEBFA6081,card,1.29
102,C8A32E650,card,10.69
103,C28696C2F,card,7.58
103,CC6A1F5FE,card,1.99
103,C64D87B4D,card,4.38
103,C0310C11C,card,2.29
103,,cash,8.09
104,,cash,2.18
105,CDDB65209,card,1.79
106,C7BEEDBD8,card,6.18
107,C1A252197,card,3.18
107,,cash,3.09
108,,cash,20.18
108,CF4CCB284,card,3.09
108,C93033853,card,16.28
109,,cash,10.09
109,CCF7207F1,card,1.69
109,C6DAA8D40,card,2.98
109,C0BE1131F,card,4.58
109,CAA1998EE,card,2.98
109,C48501EBD,card,1.09
109,CE687640C,card,1.49
109,,cash,3.09
110,C22F673AA,card,1.09
110,,cash,12.92
110,C5F657EC8,card,3.09
110,CFD9DC487,card,3.48
110,,cash,1.09
110,,cash,7.67
110,,cash,6.17
111,C767BDF43,card,19.36
111,,cash,13.07
111,CB2EAAAE1,card,12.25
111,C512130B0,card,15.58
111,,cash,1.29
112,,cash,3.58
112,C2BC885AD,card,9.88
113,CC9FF0B7C,card,1.29
113,C683790CB,card,3.38
113,C066E169A,card,21.29
113,CA4A69C69,card,5.33
113,C42DDE238,card,16.18
114,,cash,2.19
115,C7F4CF146,card,8.78
115,,cash,3.58
115,CBBBBFCE4,card,8.18
115,C59F242B3,card,5.1
115,,cash,8.49
115,C966151D1,card,2.98
115,C3499D7A0,card,1.49
115,,cash,3.18
115,C7108A2CE,card,8.78
116,C0F3F289D,card,1.39
116,CAD77AE6C,card,1.89
116,C4BAE343B,card,11.07
116,,cash,0.99
116,C881D0359,card,16.29
116,C26558928,card,21.29
116,CC48C0EE7,card,9.08
116,,cash,7.97
116,,cash,4.27
116,C9F3263D4,card,21.47
116,C3D6AE9A3,card,4.18
117,CDBA16F72,card,3.22
117,,cash,1.61
117,C18107A90,card,1.23
117,CB648C06F,card,1.23
117,C547F463E,card,5.69
118,CF2B7CF8D,card,2.58
118,C90EE555C,card,1.98
119,C2F26DB2B,card,3.18
119,CCD5D20FA,card,3.58
120,,cash,3.09
120,C09CC2C18,card,1.79
120,,cash,0.99
120,C463B3BA6,card,4.57
120,,cash,0.99
121,,cash,7.79
121,,cash,4.18
121,CBF191262,card,13.56
122,,cash,3.49
122,,cash,4.38
122,C99BF675F,card,0.99
122,,cash,3.79
122,CD62E72FD,card,6.18
122,,cash,2.98
123,C129D7E1B,card,2.28
123,CB0D5C7EA,card,5.47
123,C4F0C4DB9,card,2.19
123,CED44D308,card,2.19
123,C8B7B58C7,card,4.38
123,,cash,2.38
123,CC7EA2465,card,4.38
123,,cash,2.48
123,C04593383,card,9.39
123,,cash,7.07
123,C40C83F21,card,3.09
124,CDF0084F0,card,3.49
124,,cash,1.49
124,C1B6F901E,card,2.19
126,CB9A619ED,card,1.69
126,,cash,11.58
126,,cash,9.55
127,,cash,8.37
129,C3284F0A9,card,1.09
130,CD0BB7678,card,4.77
130,C6EF3FC37,card,2.09
130,,cash,8.09
130,CAB62CB55,card,7.58
130,C49995124,card,1.79
130,,cash,14.19
131,,cash,2.19
131,,cash,1.79
131,,cash,1.69
131,C60AFB1BF,card,6.76
131,,cash,4.18
131,C9D1EBCDD,card,1.59
131,C3B5502AC,card,6.18
131,,cash,8.09
131,C77C411CA,card,7.45
132,,cash,1.09
132,CB4331D68,card,0.99
132,C526A6327,card,2.98
132,CF0A2E8F6,card,2.78
133,C8ED96E45,card,3.18
133,C2D11F414,card,1.49
133,CCB487DE3,card,19.67
134,C6980C3B2,card,13.18
134,,cash,6.47
134,,cash,1.69
134,C442654AF,card,21.29
135,,cash,8.83
135,,cash,36.59
135,C1ECDA99C,card,1.09
136,,cash,2.29
136,C5B3CB53A,card,2.19
136,,cash,2.78
137,C97AB8058,card,3.58
137,C35E20617,card,1.98
137,CD41A8FE6,card,2.19
137,C725115B5,card,0.99
137,C10899B04,card,1.98
137,,cash,6.18
137,C4CF766A2,card,1.09
138,,cash,0.99
138,,cash,2.18
138,C279EFB9F,card,1.98
138,CC5D5416E,card,0.99
139,,cash,3.38
139,C02444C8C,card,1.29
139,CA07CD25B,card,4.76
139,C3EB3582A,card,14.14
140,CDCEBA1F9,card,3.09
140,,cash,1.69
140,,cash,2.38
140,,cash,12.58
140,C55C9B8A5,card,3.77
140,,cash,13.99
141,,cash,1.09
141,,cash,2.09
142,CCEA79361,card,2.29
142,C6CDE1930,card,8.27
142,C0B169E8F,card,1.98
142,CA94DE45E,card,4.38
143,C47846A2D,card,17.27
143,,cash,3.58
143,C83F3794B,card,2.18
143,,cash,0.99
144,,cash,3.18
144,C5E9ACAB8,card,4.09
144,CFCD15077,card,2.19
144,C9B09D9C6,card,0.99
144,C39405F95,card,4.3
145,,cash,11.64
145,C75AF2B33,card,16.24
145,C13E7B082,card,1.04
145,,cash,1.61
145,C5056BC20,card,4.16
145,,cash,2.08
145,C8CC58B4E,card,9.57
145,C2AFC111D,card,1.42
145,,cash,4.54
146,C676B1CBB,card,3.28
146,,cash,13.33
147,CA3DAEBD9,card,10.09
147,C421171A8,card,4.37
147,CE049F767,card,6.58
147,,cash,8.09
148,C1CB8C285,card,2.78
148,CBAEF4854,card,6.58
148,C5927CE23,card,1.9
149,,cash,3.58
149,,cash,2.18
149,,cash,11.59
149,,cash,2.19
150,C703C2EBE,card,1.79
150,C0E74B40D,card,5.57
150,,cash,3.38
150,,cash,4.58
150,,cash,1.59
150,,cash,7.79
150,C25891498,card,3.79
150,,cash,7.17
150,,cash,12.79
151,,cash,2.19
151,,cash,0.99
151,C3C9E7513,card,1.09
152,CDAD6FAE2,card,2.18
152,C790D40B1,card,12.79
152,,cash,6.18
152,,cash,1.49
152,C53B4D5AE,card,4.38
152,,cash,5.98
153,,cash,7.79
153,C2E5A269B,card,2.18
153,CCC92AC6A,card,1.19
153,,cash,14.19
153,C0901BB88,card,9.16
154,CA7380147,card,1.99
154,C45708716,card,4.58
154,,cash,4.57
155,C81DF92B4,card,7.79
155,C20161803,card,3.18
155,CBE4D61D2,card,1.9
155,C5C85E7A1,card,12.79
156,,cash,1.19
156,C98F4F2CF,card,8.57
156,C372B789E,card,16.18
157,CD563FE6D,card,3.09
157,C739A443C,card,1.49
157,C11D2CD8B,card,5.29
158,,cash,12.79
158,,cash,15.49
158,CEC785EF8,card,4.38
158,C8AB0A4B7,card,4.28
158,,cash,12.68
158,CC71FB3D5,card,3.29
159,,cash,5.58
159,C038EBF73,card,2.98
159,CA1C504C2,card,1.59
159,C3FFD8A91,card,21.29
159,,cash,5.97
159,,cash,12.58
159,C1AA31F8E,card,5.59
159,CB8DA655D,card,1.79
160,,cash,4.09
160,CF54970FB,card,8.77
160,C9381F64A,card,3.88
160,,cash,4.37
161,CCFF0C5E8,card,10.56
162,C6E274BA7,card,1.59
162,C0C5FD176,card,6.18
162,CAA9656C5,card,0.99
162,C48CEDC94,card,4.3
163,,cash,1.79
163,C853DA832,card,11.76
163,C23743181,card,3.18
164,CC1ACB750,card,3.19
164,,cash,2.19
164,,cash,4.08
165,,cash,10.88
165,C3A8A8E1C,card,14.19
165,,cash,1.98
165,C76F99DBA,card,15.59
165,C1530E309,card,1.98
165,CB36768D8,card,2.39
165,C519FEE97,card,8.09
165,,cash,1.98
166,,cash,4.38
166,C2C454384,card,3.18
166,,cash,3.38
166,C68B44F22,card,1.79
167,,cash,1.98
168,,cash,1.39
168,C435BA01F,card,7.27
169,,cash,1.98
169,,cash,6.18
169,C1E01350C,card,2.99
169,CBC39BADB,card,2.98
169,C5A7000AA,card,1.98
169,,cash,3.09
170,,cash,2.58
170,,cash,2.55
170,,cash,4.87
170,,cash,3.58
170,,cash,8.09
171,CADF46C43,card,4.09
171,C4C2CF212,card,16.28
171,,cash,4.3
171,,cash,2.39
171,,cash,3.78
171,,cash,3.98
171,C634152AD,card,3.18
172,C0179D87C,card,1.49
172,,cash,2.29
172,,cash,5.99
173,,cash,6.08
173,,cash,1.98
173,,cash,4.58
173,CB6C6BE46,card,1.98
173,C54FD0415,card,21.4
173,CF3358DE4,card,6.27
173,C916C13B3,card,5.17
173,C2FA49902,card,6.36
174,,cash,10.68
174,C6C1264A0,card,42.98
174,C0A4AEA7F,card,10.09
174,CA88173CE,card,8.09
175,C46B9F99D,card,4.18
176,CE4F07F6C,card,1.98
177,,cash,4.48
177,C215F4A8A,card,4.99
177,CBF97D059,card,5.19
178,,cash,1.89
178,CFC06DFE7,card,10.49
178,C9A3D25B6,card,1.89
179,,cash,20.59
180,CD6AC30D4,card,0.94
180,C74E4B6A3,card,1.88
180,,cash,3.4
180,CB15385C1,card,7.57
180,C4F8A0B90,card,13.28
180,,cash,1.88
180,C8BF9173E,card,2.83
180,C2A319C8D,card,0.94
180,,cash,5.45
180,C669F682B,card,1.99
182,C04D7F1FA,card,8.09
183,,cash,3.38
183,C4146FD18,card,23.28
184,CDF7D42D7,card,8.58
185,,cash,1.09
185,,cash,1.09
185,CBA24D7C4,card,13.17
185,C585B5D93,card,3.09
185,,cash,3.09
186,,cash,7.49
186,,cash,27.47
186,,cash,2.38
186,C6F71BA2E,card,21.29
187,C0DA803FD,card,7.67
187,CABE0894C,card,11.29
187,C4A170F1B,card,4.28
187,CE84F94EA,card,3.09
187,C86861AB9,card,2.29
187,,cash,3.78
187,CC2F5E9C7,card,5.39
188,C612C6F96,card,2.29
188,CFF64F565,card,10.35
189,,cash,9.96
189,,cash,3.18
189,CDA0A4652,card,1.09
190,C7842CC21,card,8.39
190,,cash,2.18
190,,cash,19.38
190,C52E8211E,card,5.76
190,CF120A6ED,card,4.38
191,C8F572CBC,card,2.18
191,,cash,3.27
191,CCBC63BDA,card,5.17
191,C69FE81A9,card,2.98
191,,cash,3.98
192,CA66D8D37,card,1.39
192,C44A41286,card,3.38
192,,cash,4.3
192,,cash,3.68
192,C1F4A67F3,card,17.88
192,CBD82ED42,card,3.38
192,C5BB97311,card,1.19
193,,cash,3.79
193,C98287EBF,card,3.38
193,C3660C40E,card,9.18
193,,cash,1.19
193,,cash,1.09
193,C1106597B,card,1.09
194,CAF3EDECA,card,1.69
194,,cash,1.39
195,CEBADAA68,card,2.59
195,C89E43027,card,12.39
195,,cash,1.69
195,,cash,1.69
195,,cash,5.56
195,,cash,1.79
196,CA0FA90B2,card,21.4
196,,cash,8.09
196,,cash,4.84
196,C7BA0E5AF,card,3.09
196,,cash,1.09
198,CB80FF0CD,card,16.18
198,C5646769C,card,2.09
198,CF47EFC6B,card,3.27
198,C92B5423A,card,1.69
198,C30EDCB89,card,1.39
199,CCF245158,card,1.09
199,C6D5CD717,card,18.39
199,,cash,1.39
199,,cash,8.09
199,,cash,5.17
199,,cash,1.09
199,,cash,3.69
199,,cash,8.09
199,,cash,16.0
199,C5F18889F,card,10.77
200,CFD4F0E6E,card,6.83
200,C9B87943D,card,6.38
200,C39BE1D8C,card,8.09
200,CD7F5635B,card,4.38
200,,cash,1.09
200,C14646EF9,card,2.09
201,CB29CF448,card,6.13
201,C50D37A07,card,1.09
201,,cash,12.09
201,,cash,2.09
202,C2B7ACF74,card,8.49
202,,cash,12.29
202,C67E9DA92,card,16.0
202,,cash,2.19
202,CA458A630,card,7.29
203,,cash,2.38
203,CE0C7B55E,card,6.18
203,C7EFE3B2D,card,5.38
203,,cash,2.09
203,,cash,1.09
203,C59A58C1A,card,3.18
204,CF7DC15E9,card,8.36
204,C96149BB8,card,2.49
204,C344BE177,card,6.38
205,CD28266C6,card,3.58
205,C70BAEC95,card,2.59
205,C0EF17264,card,6.17
206,CAD29F833,card,1.09
206,C4B604182,card,1.19
206,,cash,2.18
206,,cash,1.69
207,,cash,1.79
207,CC43E584E,card,1.69
207,,cash,10.58
207,C00AD27EC,card,1.09
207,C9EE5ADBB,card,1.79
207,,cash,6.87
207,,cash,2.98
208,C798B3EA8,card,3.22
208,,cash,12.35
208,CB5FA0A36,card,8.92
208,C54329385,card,1.04
208,CF2691954,card,15.3
208,,cash,1.13
208,C2ED8E4F2,card,13.57
208,CCD0F6A41,card,2.94
208,,cash,1.7
209,,cash,12.79
209,,cash,2.19
209,,cash,2.19
209,CE425CADC,card,0.99
209,C825C50AB,card,4.38
210,C2094D67A,card,8.58
210,,cash,3.78
210,,cash,2.19
210,,cash,3.79
210,C9972B126,card,4.96
210,C37A936F5,card,3.98
211,CD5E1BC44,card,3.89
211,C74180213,card,1.69
211,C12508BE2,card,8.09
211,,cash,6.18
211,,cash,1.49
211,CECF61CDF,card,11.29
212,C8B2D62AE,card,8.37
212,C2965E87D,card,8.96
213,CC79C71CC,card,16.98
213,,cash,4.18
213,C040B7D6A,card,1.99
213,CA243C339,card,14.49
214,C407A4888,card,8.09
214,CDEB2CE47,card,5.37
214,C7CE95416,card,2.19
214,C1B21DDE5,card,5.07
215,CB95823B4,card,14.14
215,,cash,8.39
215,,cash,2.18
215,C93FFB4A1,card,2.49
216,,cash,1.69
216,CD06E83CF,card,3.58
216,C6EA5099E,card,3.69
216,C0CDD8F6D,card,14.19
217,CAB14153C,card,6.18
217,,cash,9.39
217,CE783E05A,card,13.77
218,C85BA6629,card,3.38
218,,cash,4.38
218,CC22975B7,card,1.79
219,C6061FB06,card,4.98
219,,cash,1.69
220,C9CD0C6A4,card,2.19
220,C3B074C73,card,1.19
221,CD93FD5C2,card,4.18
221,,cash,0.99
221,C15AEA160,card,2.09
221,,cash,9.38
221,,cash,0.99
221,,cash,2.19
222,C8E8CB82C,card,1.49
222,C2CC301FB,card,0.99
222,CCAFB874A,card,1.19
222,C69320D19,card,2.19
222,C076A92E8,card,1.69
222,,cash,3.69
223,C43D99E76,card,0.99
223,CE210E7C5,card,14.19
223,,cash,4.98
223,C1E7FF363,card,18.39
223,,cash,2.19
224,C5AEEFE81,card,1.98
224,CF9254450,card,12.39
224,C975DCA2F,card,12.79
225,,cash,12.05
225,CD3CCD94D,card,1.98
225,,cash,8.79
225,C103BA4EB,card,3.89
225,CAE722ABA,card,16.76
225,C4CAAB009,card,3.58
225,,cash,14.36
226,,cash,3.68
226,C27500566,card,5.37
226,,cash,3.48
226,C63BF1084,card,1.39
226,C01F79653,card,8.6
226,,cash,5.5
227,,cash,6.09
227,,cash,1.19
227,C7AD4711F,card,2.55
227,,cash,0.99
227,CB7437CBD,card,3.58
228,C557BC20C,card,3.19
228,,cash,9.78
228,,cash,12.48
228,,cash,8.17
228,CCE59DCC8,card,2.09
228,C6C902287,card,3.77
228,C0AC8A856,card,17.86
228,,cash,32.49
229,C4737B7F4,card,6.98
229,CE56E3D43,card,26.19
229,C83A68312,card,3.58
230,C21DD08E1,card,3.67
230,CC0158EB0,card,2.98
230,C5E4C140F,card,7.57
230,CFC849DDE,card,22.69
231,C9ABBE3AD,card,5.77
231,C38F2697C,card,1.98
231,CD72AEECB,card,2.19
232,,cash,12.39
232,C1399FA69,card,1.89
232,CB1D04038,card,8.6
233,C5008C9F7,card,12.26
233,,cash,2.19
234,C8C77D515,card,1.59
234,C2AAE5AE4,card,0.99
234,CC8E6A0B3,card,0.99
234,C671D2602,card,3.19
235,C0555AFD1,card,8.58
235,CA38C35A0,card,4.17
235,C41C4BB7F,card,3.38
235,,cash,18.39
235,C7E33869D,card,5.17
235,C1C6A0C6C,card,2.38
235,,cash,1.99
235,C58D91B8A,card,12.79
235,,cash,2.75
236,,cash,13.79
236,,cash,8.48
236,CD1B7F2B6,card,8.05
237,C6FEE7805,card,1.98
238,C0E26C1D4,card,14.64
238,,cash,3.37
240,C4A95CD72,card,17.37
240,CE8CC52C1,card,8.6
240,C8704D890,card,1.98
240,C253B5E6F,card,21.63
241,CC373A43E,card,1.79
241,C61AA2D8D,card,0.99
242,CFFE2B35C,card,6.79
242,,cash,6.17
242,C3C51BEFA,card,2.19
242,CDA880449,card,12.17
242,C78C08A18,card,2.19
242,C16F713D7,card,4.38
243,,cash,1.88
243,C53661F75,card,1.61
243,CF19D64C4,card,3.22
243,,cash,2.84
243,,cash,2.18
243,CCC44F631,card,13.09
244,,cash,5.08
244,,cash,12.47
244,,cash,1.19
245,C4522D0FD,card,2.38
245,,cash,1.39
245,C8191DC1B,card,11.98
246,C1FC825EA,card,38.76
246,CBE00ABB9,card,12.65
247,,cash,2.48
247,CFA6FB6C7,card,3.19
247,C98A63C96,card,9.39
247,C36DE8265,card,8.09
247,,cash,2.09
248,C734D9183,card,1.69
248,,cash,7.58
248,CAFBC9D21,card,9.67
248,C4DF3E2F0,card,8.6
248,CEC2A684F,card,1.98
248,C8A62EE1E,card,5.37
248,,cash,2.98
249,CC6D1FDBC,card,0.99
249,C6508430B,card,3.79
249,C0340C8DA,card,1.39
249,CA1774EA9,card,3.19
249,,cash,0.99
249,,cash,3.18
249,,cash,2.55
250,,cash,3.58
250,,cash,1.69
250,,cash,1.69
250,,cash,1.98
251,C93330011,card,2.39
