uid,price,date
FP-VEG-007,2.0900000000000003,2025-02-19
PP-CNG-005,1.99,2025-02-19
SF-SPR-008,1.89,2025-02-19
DE-YOG-008,1.39,2025-02-26
FP-HER-009,1.59,2025-02-26
MP-PRM-007,2.99,2025-02-26
SF-SPR-004,3.1900000000000004,2025-02-26
SF-SPR-009,2.5900000000000003,2025-02-26
DE-YOG-008,1.49,2025-03-05
FP-FRU-005,2.0900000000000003,2025-03-05
FP-HER-009,1.69,2025-03-05
FF-FVG-007,1.59,2025-03-05
PH-OTC-012,12.790000000000001,2025-03-05
SF-SPR-004,3.0900000000000003,2025-03-05
SF-SPR-009,2.6900000000000004,2025-03-05
AB-SPI-001,34.29,2025-03-12
AB-SPI-006,21.389999999999997,2025-03-12
AB-SPI-008,15.09,2025-03-12
AB-SPI-009,12.39,2025-03-12
AB-SPI-010,37.190000000000005,2025-03-12
AB-WIN-002,18.389999999999997,2025-03-12
AB-WIN-005,11.649999999999999,2025-03-12
FP-FRU-005,2.1900000000000004,2025-03-12
FP-VEG-007,2.1900000000000004,2025-03-12
FP-VEG-008,2.0900000000000003,2025-03-12
HC-KIT-011,12.69,2025-03-12
MP-CHI-007,4.5,2025-03-12
MP-PRM-007,3.0900000000000003,2025-03-12
SF-FFF-009,3.89,2025-03-12
SF-SPR-004,3.1900000000000004,2025-03-12
SF-SPR-007,3.89,2025-03-12
SF-SPR-009,2.79,2025-03-12
AB-SPI-001,35.49,2025-03-19
AB-SPI-004,21.389999999999997,2025-03-19
AB-SPI-006,22.59,2025-03-19
AB-SPI-007,14.6,2025-03-19
AB-SPI-008,15.89,2025-03-19
AB-SPI-009,12.99,2025-03-19
AB-SPI-010,39.190000000000005,2025-03-19
AB-WIN-002,19.689999999999998,2025-03-19
AB-WIN-004,11.39,2025-03-19
AB-WIN-005,12.25,2025-03-19
BB-BKG-009,1.49,2025-03-19
BN-COF-004,5.99,2025-03-19
FP-HER-008,2.1900000000000004,2025-03-19
FP-VEG-007,2.0900000000000003,2025-03-19
FP-VEG-008,1.99,2025-03-19
PH-TOI-012,13.19,2025-03-19
SF-FFF-009,4.09,2025-03-19
SF-SHL-009,4.49,2025-03-19
SF-SPR-004,3.49,2025-03-19
SF-SPR-008,1.99,2025-03-19
SF-SPR-009,2.89,2025-03-19
AB-SPI-001,36.59,2025-03-26
AB-SPI-004,22.29,2025-03-26
AB-SPI-008,16.49,2025-03-26
AB-SPI-009,13.39,2025-03-26
AB-WIN-001,20.9,2025-03-26
AB-WIN-012,19.5,2025-03-26
FP-VEG-007,2.1900000000000004,2025-03-26
HC-PAP-010,14.99,2025-03-26
PP-CNG-005,1.89,2025-03-26
PP-CNG-006,2.29,2025-03-26
PP-PAS-011,5.99,2025-03-26
SF-SHL-009,4.69,2025-03-26
SF-SPR-007,4.09,2025-03-26
SF-SPR-008,2.0900000000000003,2025-03-26
SF-SPR-009,2.99,2025-03-26
AB-SPI-006,23.49,2025-04-02
AB-WIN-002,20.389999999999997,2025-04-02
AB-WIN-004,11.89,2025-04-02
AB-WIN-012,20.3,2025-04-02
BB-BKG-009,1.39,2025-04-02
PP-CNG-006,2.1900000000000004,2025-04-02
SF-SPR-009,3.0900000000000003,2025-04-02
AB-SPI-007,15.1,2025-04-09
AB-SPI-010,40.690000000000005,2025-04-09
BN-BTW-009,1.09,2025-04-09
DE-MIL-009,1.09,2025-04-09
SF-FFF-009,4.29,2025-04-09
SF-SPR-009,3.1900000000000004,2025-04-09
SC-NUT-003,8.09,2025-04-09
BB-BKG-009,1.49,2025-04-16
BB-FBR-009,1.49,2025-04-16
PP-PAS-011,5.79,2025-04-16
SF-SPR-009,3.0900000000000003,2025-04-16
AB-SPI-012,47.89,2025-04-23
AB-WIN-001,21.6,2025-04-23
BB-BKG-009,1.39,2025-04-23
BN-BTW-009,0.99,2025-04-23
DE-MIL-007,1.29,2025-04-23
DE-MIL-009,0.99,2025-04-23
MP-CHI-007,4.3,2025-04-23
PH-TOI-012,12.790000000000001,2025-04-23
BB-BKG-009,1.49,2025-04-30
DE-CRE-009,1.39,2025-04-30
DE-MIL-007,1.19,2025-04-30
FP-FRU-005,2.0900000000000003,2025-04-30
PP-CNG-005,1.99,2025-04-30
AB-SPI-004,21.49,2025-05-07
AB-SPI-006,22.689999999999998,2025-05-07
AB-SPI-007,14.6,2025-05-07
AB-SPI-012,49.690000000000005,2025-05-07
BB-BKG-009,1.39,2025-05-07
BN-COF-004,5.79,2025-05-07
DE-MIL-009,1.09,2025-05-07
HC-CAG-012,12.69,2025-05-07
HC-DET-003,10.49,2025-05-07
HC-DET-005,9.69,2025-05-07
MP-POR-007,3.89,2025-05-07
PP-CNG-006,2.29,2025-05-07
SF-FFF-009,4.09,2025-05-07
SF-SPR-008,1.99,2025-05-07
SF-SPR-009,2.99,2025-05-07
SC-CHO-002,9.69,2025-05-07
AB-SPI-008,15.99,2025-05-14
AB-WIN-002,19.689999999999998,2025-05-14
AB-WIN-004,11.39,2025-05-14
BB-BKG-009,1.49,2025-05-14
BB-FBR-009,1.59,2025-05-14
BN-COF-009,2.6500000000000004,2025-05-14
DE-CRE-009,1.49,2025-05-14
DE-YOG-008,1.39,2025-05-14
FP-FRU-005,2.1900000000000004,2025-05-14
FP-VEG-008,2.0900000000000003,2025-05-14
FF-FVG-007,1.69,2025-05-14
HC-PAP-010,14.49,2025-05-14
PP-PAS-011,5.99,2025-05-14
SF-SHL-009,4.49,2025-05-14
SF-SPR-004,3.29,2025-05-14
SC-CAN-002,9.69,2025-05-14
AB-SPI-009,12.790000000000001,2025-05-21
AB-SPI-010,39.09,2025-05-21
BN-COF-009,2.5500000000000003,2025-05-21
DE-YOG-008,1.49,2025-05-21
HC-CAG-011,11.99,2025-05-21
HC-DET-005,9.39,2025-05-21
PP-CNG-006,2.1900000000000004,2025-05-21
PP-OIL-005,5.390000000000001,2025-05-21
PH-WEL-002,15.69,2025-05-21
PH-WEL-010,18.99,2025-05-21
AB-SPI-007,14.0,2025-05-28
FP-FRU-005,2.0900000000000003,2025-05-28
PP-CNG-004,2.39,2025-05-28
PH-VIT-011,16.79,2025-05-28
AB-SPI-007,14.6,2025-06-04
BB-BKG-008,1.79,2025-06-04
BB-PAS-007,1.79,2025-06-04
BB-PAS-008,1.89,2025-06-04
BN-BTW-003,2.6900000000000004,2025-06-04
BN-COF-004,5.99,2025-06-04
BN-COF-009,2.6500000000000004,2025-06-04
BN-JUI-002,5.79,2025-06-04
FP-FRU-005,2.1900000000000004,2025-06-04
FP-HER-007,1.89,2025-06-04
FF-DES-009,2.39,2025-06-04
FF-FVG-008,1.89,2025-06-04
FF-FVG-009,2.0,2025-06-04
FF-ICE-008,2.39,2025-06-04
HC-CAG-001,10.49,2025-06-04
HC-CAG-003,13.5,2025-06-04
HC-DET-005,9.790000000000001,2025-06-04
HC-DET-010,12.09,2025-06-04
HC-DET-011,17.99,2025-06-04
HC-KIT-003,14.99,2025-06-04
HC-KIT-010,11.99,2025-06-04
HC-KIT-011,13.290000000000001,2025-06-04
HC-PAP-011,11.290000000000001,2025-06-04
MP-CHI-007,4.5,2025-06-04
MP-PRM-006,4.49,2025-06-04
MP-PRM-007,3.1900000000000004,2025-06-04
MP-PRM-009,2.75,2025-06-04
PP-CNG-006,2.29,2025-06-04
PH-HYG-001,11.69,2025-06-04
PH-OTC-002,12.59,2025-06-04
PH-OTC-010,14.790000000000001,2025-06-04
PH-TOI-003,14.790000000000001,2025-06-04
PH-TOI-012,13.19,2025-06-04
PH-VIT-012,16.09,2025-06-04
PH-WEL-011,16.189999999999998,2025-06-04
SC-CHO-011,10.59,2025-06-04
SC-CHO-012,8.39,2025-06-04
SC-COO-003,8.09,2025-06-04
SC-COO-010,9.19,2025-06-04
SC-COO-012,8.39,2025-06-04
SC-NUT-002,8.75,2025-06-04
SC-NUT-003,8.39,2025-06-04
SC-NUT-010,9.89,2025-06-04
SC-SAV-003,8.19,2025-06-04
SC-SAV-010,8.45,2025-06-04
AB-SPI-001,38.39,2025-06-11
AB-SPI-004,23.389999999999997,2025-06-11
AB-SPI-006,24.29,2025-06-11
AB-SPI-007,15.2,2025-06-11
AB-SPI-008,16.99,2025-06-11
AB-SPI-009,13.89,2025-06-11
AB-SPI-010,42.29,2025-06-11
AB-SPI-012,54.09,2025-06-11
AB-WIN-001,23.2,2025-06-11
AB-WIN-002,20.99,2025-06-11
AB-WIN-004,12.19,2025-06-11
AB-WIN-005,13.049999999999999,2025-06-11
BB-BKG-007,1.69,2025-06-11
BB-BKG-008,1.89,2025-06-11
BB-BKG-009,1.59,2025-06-11
BB-FBR-009,1.69,2025-06-11
BB-PAS-007,1.89,2025-06-11
BB-PAS-008,1.99,2025-06-11
BN-BTW-003,2.89,2025-06-11
BN-BTW-009,1.09,2025-06-11
BN-COF-004,6.390000000000001,2025-06-11
BN-COF-009,2.85,2025-06-11
BN-JUI-002,6.19,2025-06-11
BN-JUI-006,4.19,2025-06-11
DE-CRE-007,1.69,2025-06-11
DE-CRE-009,1.59,2025-06-11
DE-MIL-007,1.29,2025-06-11
DE-MIL-008,1.2,2025-06-11
DE-YOG-008,1.59,2025-06-11
FP-FRU-005,2.39,2025-06-11
FP-HER-007,1.99,2025-06-11
FP-HER-008,2.39,2025-06-11
FP-HER-009,1.89,2025-06-11
FP-VEG-007,2.39,2025-06-11
FP-VEG-008,2.29,2025-06-11
FF-FVG-007,1.79,2025-06-11
FF-FVG-008,1.99,2025-06-11
FF-FVG-009,2.1,2025-06-11
FF-ICE-008,2.49,2025-06-11
FF-ICE-009,2.39,2025-06-11
HC-CAG-001,11.09,2025-06-11
HC-CAG-002,11.89,2025-06-11
HC-CAG-003,14.6,2025-06-11
HC-CAG-010,15.85,2025-06-11
HC-CAG-011,13.19,2025-06-11
HC-CAG-012,13.790000000000001,2025-06-11
HC-DET-005,10.39,2025-06-11
HC-DET-010,12.99,2025-06-11
HC-DET-011,19.49,2025-06-11
HC-KIT-003,15.790000000000001,2025-06-11
HC-KIT-010,12.69,2025-06-11
HC-KIT-011,14.09,2025-06-11
HC-KIT-012,11.39,2025-06-11
HC-PAP-001,14.290000000000001,2025-06-11
HC-PAP-010,15.99,2025-06-11
HC-PAP-011,11.99,2025-06-11
MP-CHI-007,4.8,2025-06-11
MP-POR-007,4.09,2025-06-11
MP-PRM-006,4.79,2025-06-11
MP-PRM-007,3.39,2025-06-11
MP-PRM-008,4.19,2025-06-11
MP-PRM-009,2.95,2025-06-11
PP-CNG-004,2.5900000000000003,2025-06-11
PP-CNG-005,2.0900000000000003,2025-06-11
PP-CNG-006,2.49,2025-06-11
PP-CNG-007,1.39,2025-06-11
PP-OIL-005,5.79,2025-06-11
PP-PAS-011,6.49,2025-06-11
PH-HYG-001,12.59,2025-06-11
PH-HYG-012,13.99,2025-06-11
PH-OTC-002,13.59,2025-06-11
PH-OTC-010,15.69,2025-06-11
PH-OTC-012,14.290000000000001,2025-06-11
PH-TOI-003,15.790000000000001,2025-06-11
PH-TOI-012,13.99,2025-06-11
PH-VIT-002,15.649999999999999,2025-06-11
PH-VIT-010,21.59,2025-06-11
PH-VIT-011,17.889999999999997,2025-06-11
PH-VIT-012,17.389999999999997,2025-06-11
PH-WEL-002,17.389999999999997,2025-06-11
PH-WEL-003,15.45,2025-06-11
PH-WEL-010,20.49,2025-06-11
PH-WEL-011,17.29,2025-06-11
PH-WEL-012,23.09,2025-06-11
SF-FFF-009,4.29,2025-06-11
SF-SHL-009,4.69,2025-06-11
SF-SPR-004,3.49,2025-06-11
SF-SPR-007,4.390000000000001,2025-06-11
SF-SPR-008,2.1900000000000004,2025-06-11
SF-SPR-009,3.1900000000000004,2025-06-11
SC-CAN-002,10.39,2025-06-11
SC-CAN-011,8.99,2025-06-11
SC-CAN-012,9.290000000000001,2025-06-11
SC-CHO-002,10.49,2025-06-11
SC-CHO-003,8.49,2025-06-11
SC-CHO-010,9.59,2025-06-11
SC-CHO-012,8.790000000000001,2025-06-11
SC-COO-002,8.790000000000001,2025-06-11
SC-COO-003,8.790000000000001,2025-06-11
SC-COO-010,9.790000000000001,2025-06-11
SC-COO-011,9.149999999999999,2025-06-11
SC-COO-012,9.19,2025-06-11
SC-NUT-002,9.25,2025-06-11
SC-NUT-003,9.09,2025-06-11
SC-NUT-010,10.39,2025-06-11
SC-NUT-011,8.59,2025-06-11
SC-SAV-003,8.69,2025-06-11
SC-SAV-010,9.049999999999999,2025-06-11
AB-SPI-001,41.29,2025-06-18
AB-SPI-004,25.689999999999998,2025-06-18
AB-SPI-006,27.09,2025-06-18
AB-SPI-007,17.4,2025-06-18
AB-SPI-008,18.79,2025-06-18
AB-SPI-009,15.290000000000001,2025-06-18
AB-SPI-010,48.49,2025-06-18
AB-SPI-012,60.29,2025-06-18
AB-WIN-001,25.7,2025-06-18
AB-WIN-002,23.189999999999998,2025-06-18
AB-WIN-004,13.69,2025-06-18
AB-WIN-005,14.549999999999999,2025-06-18
AB-WIN-012,23.3,2025-06-18
BB-BKG-007,1.89,2025-06-18
BB-BKG-008,1.99,2025-06-18
BB-BKG-009,1.69,2025-06-18
BB-FBR-009,1.79,2025-06-18
BB-PAS-007,1.99,2025-06-18
BB-PAS-008,2.1900000000000004,2025-06-18
BN-BTW-003,3.0900000000000003,2025-06-18
BN-BTW-009,1.19,2025-06-18
BN-COF-004,6.890000000000001,2025-06-18
BN-COF-009,3.0500000000000003,2025-06-18
BN-JUI-002,6.49,2025-06-18
BN-JUI-006,4.49,2025-06-18
DE-CRE-007,1.89,2025-06-18
DE-CRE-009,1.69,2025-06-18
DE-MIL-007,1.39,2025-06-18
DE-MIL-008,1.3,2025-06-18
DE-MIL-009,1.19,2025-06-18
DE-YOG-008,1.79,2025-06-18
FP-FRU-005,2.49,2025-06-18
FP-HER-007,2.0900000000000003,2025-06-18
FP-HER-008,2.5900000000000003,2025-06-18
FP-HER-009,1.99,2025-06-18
FP-VEG-007,2.5900000000000003,2025-06-18
FP-VEG-008,2.39,2025-06-18
FF-DES-009,2.6900000000000004,2025-06-18
FF-FVG-007,1.99,2025-06-18
FF-FVG-008,2.0900000000000003,2025-06-18
FF-FVG-009,2.3,2025-06-18
FF-ICE-008,2.6900000000000004,2025-06-18
FF-ICE-009,2.49,2025-06-18
HC-CAG-001,12.09,2025-06-18
HC-CAG-003,15.6,2025-06-18
HC-CAG-010,17.15,2025-06-18
HC-CAG-011,14.19,2025-06-18
HC-DET-003,11.790000000000001,2025-06-18
HC-DET-005,11.09,2025-06-18
HC-DET-010,13.99,2025-06-18
HC-DET-011,20.49,2025-06-18
HC-KIT-003,16.99,2025-06-18
HC-KIT-010,13.69,2025-06-18
HC-KIT-012,12.290000000000001,2025-06-18
HC-PAP-001,15.39,2025-06-18
HC-PAP-010,17.49,2025-06-18
HC-PAP-011,12.89,2025-06-18
MP-CHI-007,5.2,2025-06-18
MP-POR-007,4.49,2025-06-18
MP-PRM-006,5.19,2025-06-18
MP-PRM-007,3.6900000000000004,2025-06-18
MP-PRM-008,4.49,2025-06-18
MP-PRM-009,3.25,2025-06-18
PP-CNG-004,2.79,2025-06-18
PP-CNG-005,2.29,2025-06-18
PP-CNG-006,2.5900000000000003,2025-06-18
PP-CNG-007,1.49,2025-06-18
PP-OIL-005,6.19,2025-06-18
PP-PAS-011,6.99,2025-06-18
PH-HYG-001,13.39,2025-06-18
PH-HYG-003,13.49,2025-06-18
PH-HYG-012,15.19,2025-06-18
PH-OTC-002,14.49,2025-06-18
PH-OTC-010,16.689999999999998,2025-06-18
PH-OTC-012,15.290000000000001,2025-06-18
PH-TOI-003,17.09,2025-06-18
PH-TOI-012,15.19,2025-06-18
PH-VIT-001,20.09,2025-06-18
PH-VIT-002,16.849999999999998,2025-06-18
PH-VIT-011,19.29,2025-06-18
PH-VIT-012,18.59,2025-06-18
PH-WEL-002,19.29,2025-06-18
PH-WEL-003,16.849999999999998,2025-06-18
PH-WEL-010,21.689999999999998,2025-06-18
PH-WEL-011,18.689999999999998,2025-06-18
PH-WEL-012,24.689999999999998,2025-06-18
SF-FFF-009,4.69,2025-06-18
SF-SHL-009,5.29,2025-06-18
SF-SPR-004,3.89,2025-06-18
SF-SPR-007,4.890000000000001,2025-06-18
SF-SPR-008,2.39,2025-06-18
SF-SPR-009,3.5900000000000003,2025-06-18
SC-CAN-002,11.290000000000001,2025-06-18
SC-CAN-010,9.69,2025-06-18
SC-CAN-011,9.790000000000001,2025-06-18
SC-CAN-012,10.09,2025-06-18
SC-CHO-003,9.39,2025-06-18
SC-CHO-010,10.49,2025-06-18
SC-CHO-011,11.59,2025-06-18
SC-CHO-012,9.49,2025-06-18
SC-COO-002,9.59,2025-06-18
SC-COO-003,9.290000000000001,2025-06-18
SC-COO-010,10.49,2025-06-18
SC-COO-012,9.790000000000001,2025-06-18
SC-NUT-002,9.95,2025-06-18
SC-NUT-003,9.89,2025-06-18
SC-NUT-010,11.39,2025-06-18
SC-NUT-011,9.19,2025-06-18
SC-SAV-003,9.39,2025-06-18
SC-SAV-010,9.85,2025-06-18
AB-SPI-004,28.189999999999998,2025-06-25
AB-SPI-006,29.389999999999997,2025-06-25
AB-SPI-007,19.1,2025-06-25
AB-SPI-008,20.49,2025-06-25
AB-SPI-009,17.09,2025-06-25
AB-SPI-010,52.49,2025-06-25
AB-WIN-001,27.6,2025-06-25
AB-WIN-002,25.49,2025-06-25
AB-WIN-004,15.19,2025-06-25
AB-WIN-005,15.649999999999999,2025-06-25
AB-WIN-011,25.689999999999998,2025-06-25
AB-WIN-012,25.8,2025-06-25
BB-BKG-008,2.0900000000000003,2025-06-25
BB-BKG-009,1.79,2025-06-25
BB-FBR-009,1.99,2025-06-25
BB-PAS-007,2.0900000000000003,2025-06-25
BB-PAS-008,2.29,2025-06-25
BN-BTW-003,3.1900000000000004,2025-06-25
BN-BTW-009,1.29,2025-06-25
BN-COF-004,7.29,2025-06-25
BN-COF-009,3.1500000000000004,2025-06-25
BN-JUI-002,6.99,2025-06-25
DE-CRE-007,1.99,2025-06-25
DE-CRE-009,1.79,2025-06-25
DE-MIL-007,1.49,2025-06-25
DE-MIL-008,1.4,2025-06-25
DE-MIL-009,1.29,2025-06-25
FP-FRU-005,2.5900000000000003,2025-06-25
FP-HER-007,2.1900000000000004,2025-06-25
FP-HER-008,2.6900000000000004,2025-06-25
FP-HER-009,2.0900000000000003,2025-06-25
FP-VEG-007,2.6900000000000004,2025-06-25
FP-VEG-008,2.49,2025-06-25
FF-DES-009,2.79,2025-06-25
FF-FVG-008,2.1900000000000004,2025-06-25
FF-FVG-009,2.4,2025-06-25
FF-ICE-008,2.79,2025-06-25
FF-ICE-009,2.6900000000000004,2025-06-25
HC-CAG-001,12.49,2025-06-25
HC-CAG-003,16.3,2025-06-25
HC-CAG-011,14.69,2025-06-25
HC-CAG-012,14.59,2025-06-25
HC-DET-003,12.39,2025-06-25
HC-DET-005,11.69,2025-06-25
HC-DET-010,14.49,2025-06-25
HC-DET-011,21.689999999999998,2025-06-25
HC-KIT-003,17.59,2025-06-25
HC-KIT-011,14.790000000000001,2025-06-25
HC-KIT-012,12.69,2025-06-25
HC-PAP-001,16.09,2025-06-25
HC-PAP-010,18.29,2025-06-25
HC-PAP-011,13.59,2025-06-25
MP-CHI-007,5.4,2025-06-25
MP-POR-007,4.69,2025-06-25
MP-PRM-006,5.390000000000001,2025-06-25
MP-PRM-007,3.89,2025-06-25
MP-PRM-008,4.69,2025-06-25
MP-PRM-009,3.35,2025-06-25
PP-CNG-004,2.89,2025-06-25
PP-CNG-005,2.49,2025-06-25
PP-CNG-006,2.6900000000000004,2025-06-25
PP-CNG-007,1.59,2025-06-25
PP-OIL-005,6.59,2025-06-25
PP-PAS-011,7.49,2025-06-25
PH-OTC-002,14.99,2025-06-25
PH-OTC-010,17.29,2025-06-25
PH-TOI-003,17.99,2025-06-25
PH-TOI-012,15.790000000000001,2025-06-25
PH-VIT-001,21.49,2025-06-25
PH-VIT-002,17.65,2025-06-25
PH-VIT-011,20.389999999999997,2025-06-25
PH-VIT-012,19.389999999999997,2025-06-25
PH-WEL-002,19.889999999999997,2025-06-25
PH-WEL-003,17.65,2025-06-25
PH-WEL-010,22.99,2025-06-25
PH-WEL-011,19.29,2025-06-25
PH-WEL-012,26.29,2025-06-25
SF-FFF-009,5.29,2025-06-25
SF-SHL-009,5.79,2025-06-25
SF-SPR-004,4.390000000000001,2025-06-25
SF-SPR-007,5.390000000000001,2025-06-25
SF-SPR-008,2.5900000000000003,2025-06-25
SF-SPR-009,3.89,2025-06-25
SC-CAN-010,10.39,2025-06-25
SC-CAN-011,10.09,2025-06-25
SC-CAN-012,10.59,2025-06-25
SC-CHO-002,11.19,2025-06-25
SC-CHO-003,9.790000000000001,2025-06-25
SC-CHO-011,12.39,2025-06-25
SC-CHO-012,10.09,2025-06-25
SC-COO-002,9.89,2025-06-25
SC-COO-003,9.99,2025-06-25
SC-COO-012,10.09,2025-06-25
SC-NUT-002,10.35,2025-06-25
SC-NUT-003,10.290000000000001,2025-06-25
SC-NUT-010,11.89,2025-06-25
SC-NUT-011,9.49,2025-06-25
SC-SAV-003,9.69,2025-06-25
SC-SAV-010,10.25,2025-06-25
AB-SPI-001,45.690000000000005,2025-07-02
AB-SPI-004,29.49,2025-07-02
