date,dow,month,week,season,holiday,pre_holiday,closed
2025-08-18,0,8,33,summer,,0,0
2025-08-19,1,8,33,summer,,0,0
2025-08-20,2,8,34,summer,,0,0
2025-08-21,3,8,34,summer,,0,0
2025-08-22,4,8,34,summer,,0,0
2025-08-23,5,8,34,summer,,0,0
2025-08-24,6,8,34,summer,,0,0
2025-08-25,0,8,34,summer,,0,0
2025-08-26,1,8,34,summer,,0,0
2025-08-27,2,8,35,summer,,0,0
2025-08-28,3,8,35,summer,,0,0
2025-08-29,4,8,35,summer,,0,0
2025-08-30,5,8,35,summer,,0,0
2025-08-31,6,8,35,summer,,0,0
2025-09-01,0,9,35,autumn,,0,0
2025-09-02,1,9,35,autumn,,0,0
2025-09-03,2,9,36,autumn,,0,0
2025-09-04,3,9,36,autumn,,0,0
2025-09-05,4,9,36,autumn,,0,0
2025-09-06,5,9,36,autumn,,0,0
2025-09-07,6,9,36,autumn,,0,0
2025-09-08,0,9,36,autumn,,0,0
2025-09-09,1,9,36,autumn,,0,0
2025-09-10,2,9,37,autumn,,0,0
2025-09-11,3,9,37,autumn,,0,0
2025-09-12,4,9,37,autumn,,0,0
2025-09-13,5,9,37,autumn,,0,0
2025-09-14,6,9,37,autumn,,0,0
2025-09-15,0,9,37,autumn,,0,0
2025-09-16,1,9,37,autumn,,0,0
2025-09-17,2,9,38,autumn,,0,0
2025-09-18,3,9,38,autumn,,0,0
2025-09-19,4,9,38,autumn,,0,0
2025-09-20,5,9,38,autumn,,0,0
2025-09-21,6,9,38,autumn,,0,0
2025-09-22,0,9,38,autumn,,0,0
2025-09-23,1,9,38,autumn,,0,0
2025-09-24,2,9,39,autumn,,0,0
2025-09-25,3,9,39,autumn,,0,0
2025-09-26,4,9,39,autumn,,0,0
2025-09-27,5,9,39,autumn,,0,0
2025-09-28,6,9,39,autumn,,0,0
2025-09-29,0,9,39,autumn,,0,0
2025-09-30,1,9,39,autumn,,0,0
2025-10-01,2,10,40,autumn,,0,0
2025-10-02,3,10,40,autumn,,0,0
2025-10-03,4,10,40,autumn,,0,0
2025-10-04,5,10,40,autumn,,0,0
2025-10-05,6,10,40,autumn,,0,0
2025-10-06,0,10,40,autumn,,0,0
2025-10-07,1,10,40,autumn,,0,0
2025-10-08,2,10,41,autumn,,0,0
2025-10-09,3,10,41,autumn,,0,0
2025-10-10,4,10,41,autumn,,0,0
2025-10-11,5,10,41,autumn,,0,0
2025-10-12,6,10,41,autumn,,0,0
2025-10-13,0,10,41,autumn,,0,0
2025-10-14,1,10,41,autumn,,0,0
2025-10-15,2,10,42,autumn,,0,0
2025-10-16,3,10,42,autumn,,0,0
2025-10-17,4,10,42,autumn,,0,0
2025-10-18,5,10,42,autumn,,0,0
2025-10-19,6,10,42,autumn,,0,0
2025-10-20,0,10,42,autumn,,0,0
2025-10-21,1,10,42,autumn,,0,0
2025-10-22,2,10,43,autumn,,0,0
2025-10-23,3,10,43,autumn,,0,0
2025-10-24,4,10,43,autumn,,0,0
2025-10-25,5,10,43,autumn,,0,0
2025-10-26,6,10,43,autumn,,0,0
2025-10-27,0,10,43,autumn,,0,0
2025-10-28,1,10,43,autumn,,0,0
2025-10-29,2,10,44,autumn,,0,0
2025-10-30,3,10,44,autumn,,0,0
2025-10-31,4,10,44,autumn,,0,0
2025-11-01,5,11,44,autumn,,0,0
2025-11-02,6,11,44,autumn,,0,0
2025-11-03,0,11,44,autumn,,0,0
2025-11-04,1,11,44,autumn,,0,0
2025-11-05,2,11,45,autumn,,0,0
2025-11-06,3,11,45,autumn,,0,0
2025-11-07,4,11,45,autumn,,0,0
2025-11-08,5,11,45,autumn,,0,0
2025-11-09,6,11,45,autumn,,0,0
2025-11-10,0,11,45,autumn,,0,0
2025-11-11,1,11,45,autumn,,0,0
2025-11-12,2,11,46,autumn,,0,0
2025-11-13,3,11,46,autumn,,0,0
2025-11-14,4,11,46,autumn,,0,0
2025-11-15,5,11,46,autumn,,0,0
2025-11-16,6,11,46,autumn,,0,0
2025-11-17,0,11,46,autumn,,0,0
2025-11-18,1,11,46,autumn,,0,0
2025-11-19,2,11,47,autumn,,0,0
2025-11-20,3,11,47,autumn,,0,0
2025-11-21,4,11,47,autumn,,0,0
2025-11-22,5,11,47,autumn,,0,0
2025-11-23,6,11,47,autumn,,0,0
2025-11-24,0,11,47,autumn,,0,0
2025-11-25,1,11,47,autumn,,0,0
2025-11-26,2,11,48,autumn,,0,0
2025-11-27,3,11,48,autumn,,0,0
2025-11-28,4,11,48,autumn,,0,0
2025-11-29,5,11,48,autumn,,0,0
2025-11-30,6,11,48,autumn,,0,0
2025-12-01,0,12,48,winter,,0,0
2025-12-02,1,12,48,winter,,0,0
2025-12-03,2,12,49,winter,,0,0
2025-12-04,3,12,49,winter,,0,0
2025-12-05,4,12,49,winter,,0,0
2025-12-06,5,12,49,winter,,0,0
2025-12-07,6,12,49,winter,,0,0
2025-12-08,0,12,49,winter,,0,0
2025-12-09,1,12,49,winter,,0,0
2025-12-10,2,12,50,winter,,0,0
2025-12-11,3,12,50,winter,,0,0
2025-12-12,4,12,50,winter,,0,0
2025-12-13,5,12,50,winter,,0,0
2025-12-14,6,12,50,winter,,0,0
2025-12-15,0,12,50,winter,,0,0
2025-12-16,1,12,50,winter,,0,0
2025-12-17,2,12,51,winter,,0,0
2025-12-18,3,12,51,winter,,0,0
2025-12-19,4,12,51,winter,,0,0
2025-12-20,5,12,51,winter,,0,0
2025-12-21,6,12,51,winter,,0,0
2025-12-22,0,12,51,winter,,1,0
2025-12-23,1,12,51,winter,,1,0
2025-12-24,2,12,52,winter,christmas_eve,1,0
2025-12-25,3,12,52,winter,christmas,0,1
2025-12-26,4,12,52,winter,boxing_day,0,0
2025-12-27,5,12,52,winter,,0,0
2025-12-28,6,12,52,winter,,0,0
2025-12-29,0,12,52,winter,,0,0
2025-12-30,1,12,52,winter,,0,0
2025-12-31,2,12,52,winter,new_years_eve,0,0
2026-01-01,3,1,53,winter,new_year,0,1
2026-01-02,4,1,53,winter,,0,0
2026-01-03,5,1,53,winter,,0,0
2026-01-04,6,1,53,winter,,0,0
2026-01-05,0,1,53,winter,,0,0
2026-01-06,1,1,53,winter,,0,0
2026-01-07,2,1,53,winter,,0,0
2026-01-08,3,1,54,winter,,0,0
2026-01-09,4,1,54,winter,,0,0
2026-01-10,5,1,54,winter,,0,0
2026-01-11,6,1,54,winter,,0,0
2026-01-12,0,1,54,winter,,0,0
2026-01-13,1,1,54,winter,,0,0
2026-01-14,2,1,54,winter,,0,0
2026-01-15,3,1,55,winter,,0,0
2026-01-16,4,1,55,winter,,0,0
2026-01-17,5,1,55,winter,,0,0
2026-01-18,6,1,55,winter,,0,0
2026-01-19,0,1,55,winter,,0,0
2026-01-20,1,1,55,winter,,0,0
2026-01-21,2,1,55,winter,,0,0
2026-01-22,3,1,56,winter,,0,0
2026-01-23,4,1,56,winter,,0,0
2026-01-24,5,1,56,winter,,0,0
2026-01-25,6,1,56,winter,,0,0
2026-01-26,0,1,56,winter,,0,0
2026-01-27,1,1,56,winter,,0,0
2026-01-28,2,1,56,winter,,0,0
2026-01-29,3,1,57,winter,,0,0
2026-01-30,4,1,57,winter,,0,0
2026-01-31,5,1,57,winter,,0,0
2026-02-01,6,2,57,winter,,0,0
2026-02-02,0,2,57,winter,,0,0
2026-02-03,1,2,57,winter,,0,0
2026-02-04,2,2,57,winter,,0,0
2026-02-05,3,2,58,winter,,0,0
2026-02-06,4,2,58,winter,,0,0
2026-02-07,5,2,58,winter,,0,0
2026-02-08,6,2,58,winter,,0,0
2026-02-09,0,2,58,winter,,0,0
2026-02-10,1,2,58,winter,,0,0
2026-02-11,2,2,58,winter,,0,0
2026-02-12,3,2,59,winter,,0,0
2026-02-13,4,2,59,winter,,0,0
2026-02-14,5,2,59,winter,,0,0
2026-02-15,6,2,59,winter,,0,0
2026-02-16,0,2,59,winter,,0,0
2026-02-17,1,2,59,winter,,0,0
2026-02-18,2,2,59,winter,,0,0
2026-02-19,3,2,60,winter,,0,0
2026-02-20,4,2,60,winter,,0,0
2026-02-21,5,2,60,winter,,0,0
2026-02-22,6,2,60,winter,,0,0
2026-02-23,0,2,60,winter,,0,0
2026-02-24,1,2,60,winter,,0,0
2026-02-25,2,2,60,winter,,0,0
2026-02-26,3,2,61,winter,,0,0
2026-02-27,4,2,61,winter,,0,0
2026-02-28,5,2,61,winter,,0,0
2026-03-01,6,3,61,spring,,0,0
2026-03-02,0,3,61,spring,,0,0
2026-03-03,1,3,61,spring,,0,0
2026-03-04,2,3,61,spring,,0,0
2026-03-05,3,3,62,spring,,0,0
2026-03-06,4,3,62,spring,,0,0
2026-03-07,5,3,62,spring,,0,0
2026-03-08,6,3,62,spring,,0,0
2026-03-09,0,3,62,spring,,0,0
2026-03-10,1,3,62,spring,,0,0
2026-03-11,2,3,62,spring,,0,0
2026-03-12,3,3,63,spring,,0,0
2026-03-13,4,3,63,spring,,0,0
2026-03-14,5,3,63,spring,,0,0
2026-03-15,6,3,63,spring,,0,0
2026-03-16,0,3,63,spring,,0,0
2026-03-17,1,3,63,spring,,0,0
2026-03-18,2,3,63,spring,,0,0
2026-03-19,3,3,64,spring,,0,0
2026-03-20,4,3,64,spring,,0,0
2026-03-21,5,3,64,spring,,0,0
2026-03-22,6,3,64,spring,,0,0
2026-03-23,0,3,64,spring,,0,0
2026-03-24,1,3,64,spring,,0,0
2026-03-25,2,3,64,spring,,0,0
2026-03-26,3,3,65,spring,,0,0
2026-03-27,4,3,65,spring,,0,0
2026-03-28,5,3,65,spring,,0,0
2026-03-29,6,3,65,spring,,0,0
2026-03-30,0,3,65,spring,,0,0
2026-03-31,1,3,65,spring,,0,0
2026-04-01,2,4,65,spring,,0,0
2026-04-02,3,4,66,spring,,0,0
2026-04-03,4,4,66,spring,good_friday,1,0
2026-04-04,5,4,66,spring,,1,0
2026-04-05,6,4,66,spring,,1,0
2026-04-06,0,4,66,spring,easter_monday,0,0
2026-04-07,1,4,66,spring,,0,0
2026-04-08,2,4,66,spring,,0,0
2026-04-09,3,4,67,spring,,0,0
2026-04-10,4,4,67,spring,,0,0
2026-04-11,5,4,67,spring,,0,0
2026-04-12,6,4,67,spring,,0,0
2026-04-13,0,4,67,spring,,0,0
2026-04-14,1,4,67,spring,,0,0
2026-04-15,2,4,67,spring,,0,0
2026-04-16,3,4,68,spring,,0,0
2026-04-17,4,4,68,spring,,0,0
2026-04-18,5,4,68,spring,,0,0
2026-04-19,6,4,68,spring,,0,0
2026-04-20,0,4,68,spring,,0,0
2026-04-21,1,4,68,spring,,0,0
2026-04-22,2,4,68,spring,,0,0
2026-04-23,3,4,69,spring,,0,0
2026-04-24,4,4,69,spring,,0,0
2026-04-25,5,4,69,spring,,0,0
2026-04-26,6,4,69,spring,,0,0
2026-04-27,0,4,69,spring,,0,0
2026-04-28,1,4,69,spring,,0,0
2026-04-29,2,4,69,spring,,0,0
2026-04-30,3,4,70,spring,,0,0
2026-05-01,4,5,70,spring,may_day,0,0
2026-05-02,5,5,70,spring,,0,0
2026-05-03,6,5,70,spring,,0,0
2026-05-04,0,5,70,spring,,0,0
2026-05-05,1,5,70,spring,,0,0
2026-05-06,2,5,70,spring,,0,0
2026-05-07,3,5,71,spring,,0,0
2026-05-08,4,5,71,spring,,0,0
2026-05-09,5,5,71,spring,,0,0
2026-05-10,6,5,71,spring,,0,0
2026-05-11,0,5,71,spring,,0,0
2026-05-12,1,5,71,spring,,0,0
2026-05-13,2,5,71,spring,,0,0
2026-05-14,3,5,72,spring,,0,0
2026-05-15,4,5,72,spring,,0,0
2026-05-16,5,5,72,spring,,0,0
2026-05-17,6,5,72,spring,,0,0
2026-05-18,0,5,72,spring,,0,0
2026-05-19,1,5,72,spring,,0,0
2026-05-20,2,5,72,spring,,0,0
2026-05-21,3,5,73,spring,,0,0
2026-05-22,4,5,73,spring,,0,0
2026-05-23,5,5,73,spring,,0,0
2026-05-24,6,5,73,spring,,0,0
2026-05-25,0,5,73,spring,,0,0
2026-05-26,1,5,73,spring,,0,0
2026-05-27,2,5,73,spring,,0,0
2026-05-28,3,5,74,spring,,0,0
2026-05-29,4,5,74,spring,,0,0
2026-05-30,5,5,74,spring,,0,0
2026-05-31,6,5,74,spring,,0,0
2026-06-01,0,6,74,summer,,0,0
2026-06-02,1,6,74,summer,,0,0
2026-06-03,2,6,74,summer,,0,0
2026-06-04,3,6,75,summer,,0,0
2026-06-05,4,6,75,summer,,0,0
2026-06-06,5,6,75,summer,,0,0
2026-06-07,6,6,75,summer,,0,0
2026-06-08,0,6,75,summer,,0,0
2026-06-09,1,6,75,summer,,0,0
2026-06-10,2,6,75,summer,,0,0
2026-06-11,3,6,76,summer,,0,0
2026-06-12,4,6,76,summer,,0,0
2026-06-13,5,6,76,summer,,0,0
2026-06-14,6,6,76,summer,,0,0
2026-06-15,0,6,76,summer,,0,0
2026-06-16,1,6,76,summer,,0,0
2026-06-17,2,6,76,summer,,0,0
2026-06-18,3,6,77,summer,,1,0
2026-06-19,4,6,77,summer,,1,0
2026-06-20,5,6,77,summer,,1,0
2026-06-21,6,6,77,summer,midsummer,0,0
2026-06-22,0,6,77,summer,,0,0
2026-06-23,1,6,77,summer,,0,0
2026-06-24,2,6,77,summer,,0,0
2026-06-25,3,6,78,summer,,0,0
2026-06-26,4,6,78,summer,,0,0
2026-06-27,5,6,78,summer,,0,0
2026-06-28,6,6,78,summer,,0,0
2026-06-29,0,6,78,summer,,0,0
2026-06-30,1,6,78,summer,,0,0
2026-07-01,2,7,78,summer,,0,0
2026-07-02,3,7,79,summer,,0,0
2026-07-03,4,7,79,summer,,0,0
2026-07-04,5,7,79,summer,,0,0
2026-07-05,6,7,79,summer,,0,0
2026-07-06,0,7,79,summer,,0,0
2026-07-07,1,7,79,summer,,0,0
2026-07-08,2,7,79,summer,,0,0
2026-07-09,3,7,80,summer,,0,0
2026-07-10,4,7,80,summer,,0,0
2026-07-11,5,7,80,summer,,0,0
2026-07-12,6,7,80,summer,,0,0
2026-07-13,0,7,80,summer,,0,0
2026-07-14,1,7,80,summer,,0,0
2026-07-15,2,7,80,summer,,0,0
2026-07-16,3,7,81,summer,,0,0
2026-07-17,4,7,81,summer,,0,0
2026-07-18,5,7,81,summer,,0,0
2026-07-19,6,7,81,summer,,0,0
2026-07-20,0,7,81,summer,,0,0
2026-07-21,1,7,81,summer,,0,0
2026-07-22,2,7,81,summer,,0,0
2026-07-23,3,7,82,summer,,0,0
2026-07-24,4,7,82,summer,,0,0
2026-07-25,5,7,82,summer,,0,0
2026-07-26,6,7,82,summer,,0,0
2026-07-27,0,7,82,summer,,0,0
2026-07-28,1,7,82,summer,,0,0
2026-07-29,2,7,82,summer,,0,0
2026-07-30,3,7,83,summer,,0,0
2026-07-31,4,7,83,summer,,0,0
2026-08-01,5,8,83,summer,,0,0
2026-08-02,6,8,83,summer,,0,0
2026-08-03,0,8,83,summer,,0,0
2026-08-04,1,8,83,summer,,0,0
2026-08-05,2,8,83,summer,,0,0
2026-08-06,3,8,84,summer,,0,0
2026-08-07,4,8,84,summer,,0,0
2026-08-08,5,8,84,summer,,0,0
2026-08-09,6,8,84,summer,,0,0
2026-08-10,0,8,84,summer,,0,0
2026-08-11,1,8,84,summer,,0,0
2026-08-12,2,8,84,summer,,0,0
2026-08-13,3,8,85,summer,,0,0
2026-08-14,4,8,85,summer,,0,0
2026-08-15,5,8,85,summer,,0,0
2026-08-16,6,8,85,summer,,0,0
2026-08-17,0,8,85,summer,,0,0
2026-08-18,1,8,85,summer,,0,0
2026-08-19,2,8,85,summer,,0,0
2026-08-20,3,8,86,summer,,0,0
2026-08-21,4,8,86,summer,,0,0
2026-08-22,5,8,86,summer,,0,0
2026-08-23,6,8,86,summer,,0,0
2026-08-24,0,8,86,summer,,0,0
2026-08-25,1,8,86,summer,,0,0
2026-08-26,2,8,86,summer,,0,0
2026-08-27,3,8,87,summer,,0,0
2026-08-28,4,8,87,summer,,0,0
2026-08-29,5,8,87,summer,,0,0
2026-08-30,6,8,87,summer,,0,0
2026-08-31,0,8,87,summer,,0,0
2026-09-01,1,9,87,autumn,,0,0
2026-09-02,2,9,87,autumn,,0,0
2026-09-03,3,9,88,autumn,,0,0
2026-09-04,4,9,88,autumn,,0,0
2026-09-05,5,9,88,autumn,,0,0
2026-09-06,6,9,88,autumn,,0,0
2026-09-07,0,9,88,autumn,,0,0
2026-09-08,1,9,88,autumn,,0,0
2026-09-09,2,9,88,autumn,,0,0
2026-09-10,3,9,89,autumn,,0,0
2026-09-11,4,9,89,autumn,,0,0
2026-09-12,5,9,89,autumn,,0,0
2026-09-13,6,9,89,autumn,,0,0
2026-09-14,0,9,89,autumn,,0,0
2026-09-15,1,9,89,autumn,,0,0
2026-09-16,2,9,89,autumn,,0,0
2026-09-17,3,9,90,autumn,,0,0
2026-09-18,4,9,90,autumn,,0,0
2026-09-19,5,9,90,autumn,,0,0
2026-09-20,6,9,90,autumn,,0,0
2026-09-21,0,9,90,autumn,,0,0
2026-09-22,1,9,90,autumn,,0,0
2026-09-23,2,9,90,autumn,,0,0
2026-09-24,3,9,91,autumn,,0,0
2026-09-25,4,9,91,autumn,,0,0
2026-09-26,5,9,91,autumn,,0,0
2026-09-27,6,9,91,autumn,,0,0
2026-09-28,0,9,91,autumn,,0,0
2026-09-29,1,9,91,autumn,,0,0
2026-09-30,2,9,91,autumn,,0,0
2026-10-01,3,10,92,autumn,,0,0
2026-10-02,4,10,92,autumn,,0,0
2026-10-03,5,10,92,autumn,,0,0
2026-10-04,6,10,92,autumn,,0,0
2026-10-05,0,10,92,autumn,,0,0
2026-10-06,1,10,92,autumn,,0,0
2026-10-07,2,10,92,autumn,,0,0
2026-10-08,3,10,93,autumn,,0,0
2026-10-09,4,10,93,autumn,,0,0
2026-10-10,5,10,93,autumn,,0,0
2026-10-11,6,10,93,autumn,,0,0
2026-10-12,0,10,93,autumn,,0,0
2026-10-13,1,10,93,autumn,,0,0
2026-10-14,2,10,93,autumn,,0,0
2026-10-15,3,10,94,autumn,,0,0
2026-10-16,4,10,94,autumn,,0,0
