t,token,payment,value
78,C320632B2,card,2.78
79,CD03EB801,card,3.98
79,C6E7501D0,card,7.79
79,C0CAD87AF,card,2.19
79,,cash,3.49
79,C491C92CD,card,2.38
79,CE753189C,card,1.49
80,C858B9E6B,card,11.59
80,,cash,2.58
80,,cash,5.68
80,,cash,1.99
80,CFE687917,card,14.49
80,C9CA0FEE6,card,0.99
80,C3AD744B5,card,4.5
81,CD90FCA04,card,3.79
81,C774653D3,card,12.38
81,,cash,3.68
81,,cash,7.79
81,C51EDA4C0,card,4.88
81,CF0242A9F,card,8.45
81,C8E5CB06E,card,6.58
81,C2C93363D,card,0.99
81,CCACBBF8C,card,5.78
81,,cash,1.79
81,C073A8B2A,card,2.19
81,CA57110F9,card,2.19
81,C43A99648,card,1.79
81,CE1E01C07,card,13.58
82,C801765D6,card,8.09
82,C1E4FEBA5,card,5.79
82,CBC867174,card,0.99
82,C5ABEF6C3,card,1.79
82,CF8F57C92,card,2.19
82,C972DC261,card,4.17
82,C35644830,card,1.19
83,CD39CD18F,card,2.38
83,C71D3575E,card,0.99
83,C100BDD2D,card,16.27
83,CAE4222FC,card,2.97
84,C4C7AA84B,card,3.38
84,CEAB12E1A,card,1.59
85,C88E9B7E9,card,1.69
85,C27203DB8,card,1.59
85,CC5588377,card,6.18
85,C638F08C6,card,0.99
85,C01C78E95,card,6.07
85,,cash,3.58
86,,cash,1.98
86,CDC6DE382,card,12.97
86,,cash,4.38
87,,cash,8.29
87,CB71374FF,card,8.09
87,C554BFA4E,card,5.99
87,CF382401D,card,3.27
88,C91BAC9EC,card,3.78
88,,cash,1.98
88,,cash,1.19
88,C6C605AD9,card,12.25
88,C0A98A0A8,card,3.79
88,CA8CF2667,card,5.99
89,,cash,1.51
90,CE53E3585,card,4.58
90,C8376BB54,card,3.49
91,,cash,0.99
92,CBFE586F2,card,5.28
92,C5E1C0C41,card,1.79
92,,cash,5.47
94,,cash,1.69
95,C38C261BE,card,1.69
95,CD6FAE70D,card,4.5
95,C75316CDC,card,3.96
95,C1369F2AB,card,1.59
96,CB1A0787A,card,7.79
96,,cash,2.19
96,,cash,20.3
96,C8C47CD57,card,3.09
96,,cash,0.99
97,,cash,2.38
97,,cash,10.37
97,,cash,1.19
97,CA35C2DE2,card,4.38
97,C4194B3B1,card,0.99
98,,cash,1.69
98,C7E03BEDF,card,0.99
99,,cash,1.99
99,,cash,2.65
99,C58A913CC,card,4.38
99,,cash,3.58
99,,cash,1.59
99,,cash,9.39
99,CD187EA88,card,13.39
99,C6FBE7047,card,1.09
99,,cash,16.49
100,,cash,12.07
100,,cash,8.58
100,CE89C4B03,card,2.19
101,C86D4D0D2,card,3.08
101,,cash,14.47
101,CC343DC70,card,7.58
101,,cash,2.65
102,CFFB2AB9E,card,1.29
103,C9DE9316D,card,7.58
103,C3C21B73C,card,1.99
103,CDA583C8B,card,4.38
103,C7890825A,card,2.29
103,,cash,8.09
104,,cash,2.18
105,,cash,7.79
106,CF16E9D06,card,6.18
107,C8FA5E2D5,card,3.18
107,,cash,3.09
108,,cash,25.98
108,C6A4B77C2,card,3.09
109,,cash,14.48
109,CA6BA4360,card,1.69
109,C44F2C93F,card,2.98
109,CE3294E8E,card,4.58
109,C8161D45D,card,2.98
109,C1F985A2C,card,1.09
109,CBDD0A3FB,card,1.49
109,,cash,3.09
110,CFA3FAF19,card,1.09
110,,cash,12.92
110,C36AEBAA7,card,3.09
110,CD4E50076,card,3.48
110,,cash,1.09
110,,cash,7.27
111,CAF8C9563,card,19.36
111,,cash,13.07
111,CEBFA6081,card,11.49
111,C8A32E650,card,8.45
112,,cash,3.58
112,CC6A1F5FE,card,9.88
113,C64D87B4D,card,1.29
113,C0310C11C,card,3.38
113,CA14746EB,card,21.29
113,C3F7FCCBA,card,5.33
113,CDDB65209,card,16.18
114,,cash,2.19
115,C1A252197,card,8.78
115,,cash,3.58
115,C56942D35,card,8.18
115,CF4CCB284,card,5.1
115,,cash,8.49
115,C313BBE22,card,2.98
115,CCF7207F1,card,1.49
115,,cash,3.18
115,C0BE1131F,card,8.78
116,CAA1998EE,card,1.39
116,C48501EBD,card,1.89
116,CE687640C,card,11.07
116,,cash,0.99
116,C22F673AA,card,15.59
116,CC12EF979,card,21.29
116,C5F657EC8,card,9.08
116,,cash,7.97
116,,cash,4.27
116,C3A0CD025,card,18.88
116,CD84359F4,card,4.18
117,C767BDF43,card,3.22
117,,cash,1.61
117,CB2EAAAE1,card,1.23
117,C512130B0,card,1.23
118,CEF59B60F,card,2.58
118,C8D903FDE,card,1.98
119,C2BC885AD,card,3.18
119,CC9FF0B7C,card,3.58
120,,cash,3.09
120,C066E169A,card,1.79
120,,cash,0.99
120,C42DDE238,card,4.57
121,,cash,7.79
121,,cash,4.18
121,C1D837715,card,13.56
122,,cash,3.49
122,,cash,4.38
122,CF82AC802,card,0.99
122,,cash,3.79
122,C3499D7A0,card,6.18
122,,cash,2.98
123,C7108A2CE,card,2.28
123,C0F3F289D,card,5.47
123,CAD77AE6C,card,2.19
123,C4BAE343B,card,11.49
123,CE9E6BD8A,card,4.38
123,,cash,2.38
123,C26558928,card,4.38
123,,cash,2.48
123,C62C494B6,card,9.39
123,,cash,7.07
123,C9F3263D4,card,3.09
124,C3D6AE9A3,card,3.49
124,,cash,1.49
124,C79D9F4C1,card,2.19
126,C18107A90,card,1.69
126,,cash,11.58
126,,cash,9.55
127,,cash,8.37
129,C90EE555C,card,1.09
130,C2F26DB2B,card,4.77
130,CCD5D20FA,card,2.09
130,,cash,8.09
130,C09CC2C18,card,7.58
130,CA804B5D7,card,1.79
131,,cash,2.19
131,,cash,1.79
131,,cash,1.69
131,C20E28C93,card,12.25
131,CBF191262,card,7.58
131,,cash,4.18
131,CFB88E180,card,1.59
131,C99BF675F,card,6.18
132,,cash,1.09
132,CD62E72FD,card,0.99
132,C7466F84C,card,2.98
132,C129D7E1B,card,2.78
133,CB0D5C7EA,card,3.18
133,C4F0C4DB9,card,1.49
134,CED44D308,card,13.18
134,,cash,6.47
134,,cash,1.69
134,CC7EA2465,card,21.29
135,,cash,8.83
135,,cash,36.59
135,CA291B952,card,1.09
136,,cash,2.29
136,CDF0084F0,card,2.19
136,,cash,2.78
137,C1B6F901E,card,3.58
137,CB9A619ED,card,1.98
137,C57DE9FBC,card,2.19
137,CF615E50B,card,0.99
137,C944C6ADA,card,1.98
137,,cash,6.18
137,CD0BB7678,card,1.09
138,,cash,0.99
138,C0D2A4586,card,15.99
138,,cash,17.55
138,C49995124,card,1.98
138,CE7D1D6F3,card,0.99
138,C86085C42,card,6.18
139,,cash,3.38
139,CC2772BE0,card,1.29
139,C60AFB1BF,card,4.76
139,CFEE6370E,card,14.14
140,C9D1EBCDD,card,3.09
140,,cash,1.69
140,,cash,2.38
140,,cash,13.68
140,C15FC9799,card,3.77
140,,cash,12.58
141,,cash,1.09
141,,cash,2.09
142,C8ED96E45,card,2.29
142,C2D11F414,card,8.27
142,CCB487DE3,card,1.98
142,C6980C3B2,card,4.38
143,C07B74901,card,17.27
143,,cash,3.58
143,C442654AF,card,2.18
143,,cash,0.99
144,,cash,3.18
144,C1ECDA99C,card,4.09
144,CBD042F6B,card,2.19
144,C5B3CB53A,card,0.99
144,CF9733A89,card,4.3
145,,cash,11.64
145,C35E20617,card,20.04
145,CD41A8FE6,card,1.04
145,,cash,1.61
145,C10899B04,card,4.16
145,,cash,2.08
145,C4CF766A2,card,9.57
145,CEB2FEC71,card,1.42
145,,cash,4.54
146,C279EFB9F,card,3.28
146,,cash,16.57
147,C640DC73D,card,8.79
147,C02444C8C,card,4.37
147,CA07CD25B,card,6.58
147,,cash,8.09
148,CDCEBA1F9,card,2.78
148,C7B222748,card,6.58
148,C195AAD07,card,1.9
149,,cash,3.58
149,,cash,2.18
149,,cash,14.45
149,,cash,2.19
150,C306F0D92,card,1.79
150,CCEA79361,card,5.57
150,,cash,3.38
150,,cash,4.58
150,,cash,1.59
150,,cash,7.79
150,CE5BCF3FC,card,3.79
150,,cash,7.17
150,,cash,12.79
151,,cash,2.19
151,,cash,0.99
151,CFCD15077,card,1.09
152,C9B09D9C6,card,2.18
152,,cash,1.19
152,,cash,5.39
152,C75AF2B33,card,3.79
152,,cash,2.19
153,CB21E3651,card,16.79
153,,cash,2.09
153,CEE8D05FF,card,4.38
153,C8CC58B4E,card,1.19
153,,cash,12.79
153,CC93496EC,card,9.16
154,C676B1CBB,card,1.99
154,C05A2620A,card,4.58
154,,cash,4.17
155,,cash,0.99
155,CE049F767,card,9.47
155,,cash,8.09
155,C1CB8C285,card,1.69
155,CBAEF4854,card,2.09
155,,cash,0.99
156,,cash,1.19
156,C9596DD41,card,8.57
157,C33CD2310,card,3.09
157,CD205A8EF,card,1.49
157,C703C2EBE,card,5.29
158,,cash,12.79
158,,cash,30.98
158,C4AE383AB,card,4.38
158,CE91A097A,card,4.28
158,,cash,12.68
158,C25891498,card,3.29
159,,cash,5.58
159,C61F8E026,card,2.98
159,C002F69F5,card,1.59
159,C9E67EF44,card,21.29
159,,cash,5.97
159,,cash,11.88
159,C790D40B1,card,5.59
160,,cash,4.09
160,CB57C4FDF,card,8.77
160,C53B4D5AE,card,3.88
160,,cash,4.37
160,,cash,3.58
161,C2E5A269B,card,10.56
162,CCC92AC6A,card,1.59
162,C6AC93239,card,6.18
162,C0901BB88,card,0.99
162,CA7380147,card,4.3
163,,cash,1.79
163,CE3A70CE5,card,11.76
163,C81DF92B4,card,3.18
164,C20161803,card,3.19
164,,cash,2.19
164,,cash,4.08
165,,cash,11.14
165,C98F4F2CF,card,12.79
165,,cash,21.07
165,CD563FE6D,card,14.15
165,C739A443C,card,1.98
165,C11D2CD8B,card,2.39
165,CB009535A,card,8.09
165,,cash,1.98
166,,cash,4.38
166,C8AB0A4B7,card,3.18
166,,cash,3.38
167,,cash,1.98
168,,cash,1.39
169,,cash,1.98
169,,cash,6.18
169,C3FFD8A91,card,2.99
169,CDE341060,card,2.98
170,,cash,2.58
170,,cash,2.55
170,,cash,4.87
170,,cash,3.58
170,,cash,8.09
171,C9381F64A,card,4.09
171,C31B87C19,card,17.78
171,,cash,4.3
171,,cash,2.39
171,,cash,3.78
172,CAA9656C5,card,1.49
172,,cash,2.29
172,,cash,1.59
172,C853DA832,card,1.79
172,C23743181,card,14.98
173,,cash,6.08
173,,cash,1.98
173,,cash,4.58
173,C9C52084D,card,1.98
173,,cash,6.18
173,,cash,3.18
173,C76F99DBA,card,11.68
173,C1530E309,card,1.98
174,,cash,10.98
174,,cash,5.3
174,CEFD67466,card,3.18
174,C8E0EFA35,card,14.49
176,C2C454384,card,1.98
177,,cash,4.48
177,C68B44F22,card,4.99
177,C06ECD4F1,card,5.19
178,,cash,1.89
178,C435BA01F,card,11.59
178,CE19229EE,card,1.89
179,,cash,22.4
180,C1E01350C,card,0.94
180,CBC39BADB,card,1.88
180,,cash,3.4
180,CF8A88679,card,7.57
180,C96DF0FC8,card,13.28
180,,cash,1.88
180,CD34E1B56,card,2.83
180,C71856125,card,0.94
180,,cash,5.45
182,CADF46C43,card,8.09
183,,cash,3.38
183,CEA637BE1,card,23.28
184,C889BC1B0,card,8.58
185,,cash,1.09
185,,cash,1.09
185,C634152AD,card,12.83
185,C0179D87C,card,3.09
185,,cash,3.09
186,,cash,7.49
186,,cash,27.47
186,,cash,2.38
186,C188E38F7,card,5.67
187,CB6C6BE46,card,7.67
187,C54FD0415,card,11.29
187,CF3358DE4,card,3.28
187,C916C13B3,card,3.09
187,C2FA49902,card,2.29
187,,cash,3.78
187,C6C1264A0,card,5.39
188,C0A4AEA7F,card,2.29
189,,cash,9.96
189,,cash,3.18
189,CE4F07F6C,card,1.09
190,C8328C53B,card,8.39
190,,cash,2.18
190,,cash,19.38
190,C5DCE5628,card,5.76
190,CFC06DFE7,card,4.38
191,C9A3D25B6,card,2.18
191,,cash,3.27
191,CD6AC30D4,card,5.17
191,C74E4B6A3,card,2.98
191,,cash,3.98
192,CB15385C1,card,1.39
192,C4F8A0B90,card,3.38
192,,cash,4.3
192,,cash,3.68
192,C2A319C8D,card,17.28
192,CC868E25C,card,3.38
192,C669F682B,card,1.19
193,C04D7F1FA,card,2.18
193,CA30E7749,card,3.68
193,,cash,1.39
193,CDF7D42D7,card,1.69
193,C7DB5C8A6,card,1.09
193,C1BEC4E75,card,6.07
194,CBA24D7C4,card,1.89
194,,cash,1.39
195,CF693A362,card,2.59
195,C94CA2931,card,1.09
195,,cash,1.69
195,,cash,1.89
195,,cash,5.56
195,,cash,1.69
196,CABE0894C,card,5.3
196,,cash,5.88
196,CE84F94EA,card,4.29
196,,cash,1.09
198,C24BD6008,card,16.18
198,CC2F5E9C7,card,2.09
198,C612C6F96,card,3.27
198,CFF64F565,card,1.69
198,C9D9B7B34,card,1.39
199,C3BD3C083,card,1.09
199,CDA0A4652,card,18.39
199,,cash,1.39
199,,cash,8.09
199,,cash,5.17
199,,cash,1.09
199,,cash,3.69
199,,cash,8.09
199,,cash,8.79
200,CCBC63BDA,card,4.28
200,C69FE81A9,card,6.38
200,C08350778,card,8.09
200,CA66D8D37,card,4.38
200,,cash,1.09
201,CE2DC9855,card,6.13
201,C81131E24,card,1.09
201,,cash,12.09
201,,cash,2.09
202,C5BB97311,card,9.69
202,,cash,9.39
202,C98287EBF,card,16.0
203,,cash,2.38
203,CD4974DDD,card,6.18
203,C72CFD3AC,card,5.38
203,,cash,2.09
203,,cash,1.09
203,C4D752499,card,3.18
204,CEBADAA68,card,8.36
204,C89E43027,card,2.49
204,C281CB9F6,card,6.38
205,CC6533F45,card,3.58
205,C648B8514,card,2.59
205,C02C20AE3,card,6.17
206,CA0FA90B2,card,1.09
206,C3F311601,card,1.19
207,,cash,1.79
207,C7BA0E5AF,card,1.79
207,,cash,11.04
207,CB80FF0CD,card,1.09
207,C5646769C,card,1.79
207,CF47EFC6B,card,2.69
208,C92B5423A,card,3.22
208,,cash,12.35
208,CCF245158,card,8.92
208,C6D5CD717,card,1.04
208,C0B935CE6,card,15.3
208,,cash,1.13
208,C48022804,card,13.57
208,CE63AB1D3,card,2.94
208,,cash,1.7
209,,cash,3.38
209,,cash,4.38
210,C5F18889F,card,8.58
210,,cash,3.58
210,,cash,2.19
210,,cash,3.79
210,CD7F5635B,card,4.96
211,C762DE92A,card,3.89
211,C14646EF9,card,1.69
211,CB29CF448,card,8.39
211,,cash,6.18
212,CEF0BC3D6,card,8.37
212,C8D4249A5,card,8.96
213,C2B7ACF74,card,16.98
213,,cash,4.18
213,C67E9DA92,card,1.99
213,C06202061,card,14.49
214,CA458A630,card,8.09
214,C428F2F8F,card,5.37
214,CE0C7B55E,card,2.19
214,C7EFE3B2D,card,5.07
215,C1D3680FC,card,0.99
215,,cash,12.49
215,,cash,2.18
215,CF7DC15E9,card,2.49
216,,cash,1.69
216,C344BE177,card,3.58
216,CD28266C6,card,3.69
216,C70BAEC95,card,12.49
217,C0EF17264,card,6.18
217,,cash,9.39
217,C4B604182,card,13.77
218,CE998C751,card,3.38
218,,cash,4.38
218,C2607D2FF,card,1.79
219,CC43E584E,card,4.98
219,,cash,1.69
220,C00AD27EC,card,2.19
220,C9EE5ADBB,card,1.19
221,C3D1C330A,card,10.37
221,CDB54B8D9,card,4.38
222,C798B3EA8,card,1.49
222,C17C38467,card,0.99
222,CB5FA0A36,card,1.19
222,C54329385,card,2.19
222,CF2691954,card,1.69
222,,cash,3.69
223,C2ED8E4F2,card,0.99
223,CCD0F6A41,card,14.19
223,,cash,4.98
223,C097E79EF,card,14.65
223,,cash,2.19
224,C45ED450D,card,1.98
224,CE425CADC,card,13.15
224,C825C50AB,card,12.79
225,,cash,12.05
225,CBECB5FC9,card,1.98
225,,cash,8.79
225,CFB3A2B57,card,3.89
225,C9972B126,card,16.76
226,,cash,3.68
226,CD5E1BC44,card,5.37
226,,cash,3.48
226,C12508BE2,card,1.39
226,CB08711B1,card,8.6
227,,cash,6.09
227,,cash,1.19
227,C8B2D62AE,card,2.55
227,,cash,0.99
228,CC79C71CC,card,3.19
228,,cash,9.78
228,,cash,12.48
228,,cash,8.17
228,C407A4888,card,2.09
228,CDEB2CE47,card,3.77
228,C7CE95416,card,17.86
228,,cash,29.47
229,CB95823B4,card,6.98
229,C5790A903,card,21.29
229,CF5C72ED2,card,3.58
230,C93FFB4A1,card,3.78
230,,cash,10.89
231,CD06E83CF,card,5.77
231,C6EA5099E,card,1.98
231,C0CDD8F6D,card,21.29
231,CAB14153C,card,3.88
232,,cash,12.29
232,CE783E05A,card,1.89
232,C85BA6629,card,8.6
233,C23F2EFF8,card,12.26
233,,cash,2.19
234,C6061FB06,card,1.59
234,CFE9840D5,card,0.99
234,C9CD0C6A4,card,0.99
234,,cash,14.08
234,CD93FD5C2,card,8.79
235,C77765B91,card,8.58
235,C15AEA160,card,4.17
235,CB3E5273F,card,3.38
235,,cash,25.58
235,CF054325D,card,5.17
235,C8E8CB82C,card,2.38
235,,cash,1.99
235,CCAFB874A,card,12.79
235,,cash,2.75
236,,cash,13.79
236,,cash,7.38
236,C43D99E76,card,8.05
237,CE210E7C5,card,1.98
238,C80476D94,card,2.59
238,,cash,3.37
239,CBCB67932,card,17.58
240,C5AEEFE81,card,19.37
240,CF9254450,card,8.6
240,C975DCA2F,card,1.98
241,C359453FE,card,1.79
241,CD3CCD94D,card,0.99
242,C72035F1C,card,6.79
242,,cash,6.17
242,CAE722ABA,card,2.19
242,C4CAAB009,card,12.47
242,CEAE139D8,card,2.19
242,C8919BF97,card,4.38
243,,cash,1.88
243,CC5888B35,card,1.61
243,C63BF1084,card,3.22
243,,cash,1.88
243,,cash,2.18
243,C3E6565F1,card,2.08
244,,cash,5.08
244,,cash,12.47
245,C190CF6EE,card,2.38
245,,cash,1.39
245,C557BC20C,card,13.28
246,CF3B24BDB,card,38.76
246,C91EAD1AA,card,12.65
247,,cash,2.48
247,CCE59DCC8,card,3.19
247,C6C902287,card,9.39
247,C0AC8A856,card,8.09
247,,cash,2.09
248,C4737B7F4,card,1.69
248,,cash,7.58
248,C83A68312,card,9.67
248,C21DD08E1,card,8.6
248,CC0158EB0,card,1.98
248,C5E4C140F,card,5.37
248,,cash,2.98
249,C9ABBE3AD,card,0.99
249,C38F2697C,card,3.79
249,CD72AEECB,card,1.39
249,C7561749A,card,3.19
249,,cash,0.99
249,,cash,3.18
249,,cash,2.55
250,,cash,3.58
250,,cash,1.69
250,,cash,1.69
250,,cash,1.98
251,C671D2602,card,2.39
251,C0555AFD1,card,9.47
252,CA38C35A0,card,0.99
253,C41C4BB7F,card,16.78
253,CDFFB00CE,card,5.18
254,C7E33869D,card,12.09
254,C1C6A0C6C,card,15.68
254,CBAA2923B,card,0.99
254,C58D91B8A,card,10.89
254,,cash,3.19
255,,cash,4.49
255,C337F6CE7,card,1.09
255,CD1B7F2B6,card,5.67
255,,cash,13.88
255,C0E26C1D4,card,1.19
255,CAC5D47A3,card,1.99
255,C4A95CD72,card,14.69
256,CE8CC52C1,card,1.98
256,,cash,2.39
256,C253B5E6F,card,1.79
256,,cash,1.09
256,C61AA2D8D,card,0.99
257,CFFE2B35C,card,39.39
257,C9E19392B,card,3.38
257,,cash,7.58
257,CDA880449,card,0.99
257,C78C08A18,card,2.18
257,,cash,5.48
257,,cash,3.98
258,C53661F75,card,2.18
259,,cash,1.39
259,C8FD5EA93,card,7.79
260,,cash,1.49
260,,cash,24.27
261,C6A7B7F80,card,5.18
261,C08B3C55F,card,1.59
262,,cash,4.77
262,C4522D0FD,card,9.17
263,,cash,2.19
263,C8191DC1B,card,1.98
263,C1FC825EA,card,8.98
263,,cash,1.99
263,,cash,8.18
263,,cash,8.09
263,C98A63C96,card,7.99
263,,cash,4.38
263,CD5150834,card,0.99
264,,cash,3.38
264,,cash,14.96
265,CAFBC9D21,card,12.15
265,,cash,3.38
265,CEC2A684F,card,14.86
267,C8A62EE1E,card,1.59
267,C289977ED,card,3.79
267,CC6D1FDBC,card,2.99
267,C6508430B,card,0.99
268,C0340C8DA,card,3.79
268,,cash,6.29
269,,cash,1.79
269,,cash,2.19
270,C7C1EA386,card,1.09
270,,cash,5.99
271,CB88DAF24,card,5.85
271,C56C434F3,card,4.72
271,,cash,1.61
271,,cash,7.65
271,,cash,7.69
271,,cash,6.54
271,C6DDA950E,card,1.61
271,,cash,1.51
