kind,table,key,date,delta,note
void_pair,receipts,12162,2025-09-14,2,mis-ring of SC-NUT-011 voided at the till
void_pair,receipts,1325,2025-01-29,2,mis-ring of PP-CNG-006 voided at the till
void_pair,receipts,6801,2025-05-25,2,mis-ring of BB-BKG-009 voided at the till
void_pair,receipts,696,2025-01-15,2,mis-ring of BB-PAS-008 voided at the till
void_pair,receipts,5832,2025-05-05,1,mis-ring of PP-CNG-004 voided at the till
void_pair,receipts,14918,2025-11-14,2,mis-ring of DE-MIL-009 voided at the till
void_pair,receipts,6909,2025-05-28,2,mis-ring of BN-BTW-009 voided at the till
void_pair,receipts,1919,2025-02-12,1,mis-ring of BB-PAS-008 voided at the till
void_pair,receipts,10135,2025-08-01,2,mis-ring of AB-SPI-010 voided at the till
void_pair,receipts,4525,2025-04-07,2,mis-ring of PP-CNG-004 voided at the till
void_pair,receipts,10425,2025-08-07,2,mis-ring of BN-BTW-009 voided at the till
void_pair,receipts,13628,2025-10-15,2,mis-ring of AB-WIN-002 voided at the till
void_pair,receipts,13708,2025-10-17,1,mis-ring of BB-BKG-009 voided at the till
void_pair,receipts,3639,2025-03-19,1,mis-ring of PH-WEL-012 voided at the till
void_pair,receipts,3473,2025-03-15,1,mis-ring of PH-VIT-001 voided at the till
void_pair,receipts,12492,2025-09-20,1,mis-ring of FP-HER-007 voided at the till
void_pair,receipts,5273,2025-04-24,2,mis-ring of FP-HER-008 voided at the till
void_pair,receipts,12089,2025-09-13,1,mis-ring of FF-ICE-008 voided at the till
void_pair,receipts,8659,2025-07-03,1,mis-ring of PH-WEL-012 voided at the till
void_pair,receipts,8346,2025-06-25,1,mis-ring of FP-HER-008 voided at the till
void_pair,receipts,4312,2025-04-03,2,mis-ring of PP-CNG-007 voided at the till
void_pair,receipts,8607,2025-07-01,2,mis-ring of BN-BTW-009 voided at the till
void_pair,receipts,12394,2025-09-19,2,mis-ring of DE-MIL-009 voided at the till
void_pair,receipts,7023,2025-05-30,2,mis-ring of FP-VEG-007 voided at the till
void_pair,receipts,6645,2025-05-23,1,mis-ring of FF-FVG-008 voided at the till
void_pair,receipts,16768,2025-12-24,2,mis-ring of FP-HER-009 voided at the till
void_pair,receipts,1237,2025-01-26,2,mis-ring of SC-SAV-010 voided at the till
void_pair,receipts,13822,2025-10-19,2,mis-ring of MP-PRM-007 voided at the till
void_pair,receipts,15464,2025-11-28,2,mis-ring of PP-CNG-006 voided at the till
void_pair,receipts,9127,2025-07-12,2,mis-ring of AB-SPI-009 voided at the till
void_pair,receipts,9877,2025-07-26,2,mis-ring of FF-FVG-009 voided at the till
void_pair,receipts,963,2025-01-20,2,mis-ring of AB-WIN-005 voided at the till
void_pair,receipts,14052,2025-10-25,1,mis-ring of PH-WEL-010 voided at the till
void_pair,receipts,4244,2025-04-01,2,mis-ring of HC-PAP-010 voided at the till
void_pair,receipts,13956,2025-10-23,1,mis-ring of HC-DET-010 voided at the till
void_pair,receipts,8403,2025-06-27,2,mis-ring of FP-VEG-008 voided at the till
void_pair,receipts,10985,2025-08-20,1,mis-ring of PP-CNG-007 voided at the till
void_pair,receipts,3932,2025-03-24,1,mis-ring of HC-PAP-001 voided at the till
void_pair,receipts,11369,2025-08-28,2,mis-ring of BN-BTW-009 voided at the till
void_pair,receipts,7882,2025-06-15,1,mis-ring of DE-MIL-009 voided at the till
void_pair,receipts,10438,2025-08-08,2,mis-ring of DE-MIL-009 voided at the till
void_pair,receipts,10832,2025-08-16,2,mis-ring of FF-FVG-008 voided at the till
void_pair,receipts,12090,2025-09-13,2,mis-ring of DE-MIL-009 voided at the till
void_pair,receipts,1627,2025-02-03,2,mis-ring of MP-PRM-009 voided at the till
void_pair,receipts,3303,2025-03-13,1,mis-ring of FF-FVG-008 voided at the till
void_pair,receipts,136,2025-01-04,1,mis-ring of PH-TOI-003 voided at the till
void_pair,receipts,7123,2025-05-31,2,mis-ring of BN-COF-004 voided at the till
void_pair,receipts,8149,2025-06-21,1,mis-ring of SF-SPR-007 voided at the till
void_pair,receipts,14376,2025-11-01,2,mis-ring of FP-HER-009 voided at the till
void_pair,receipts,5106,2025-04-20,2,mis-ring of MP-PRM-008 voided at the till
void_pair,receipts,1479,2025-02-01,1,mis-ring of MP-PRM-007 voided at the till
void_pair,receipts,7385,2025-06-06,1,mis-ring of PP-CNG-006 voided at the till
void_pair,receipts,4528,2025-04-07,2,mis-ring of SF-SPR-004 voided at the till
void_pair,receipts,2082,2025-02-15,1,mis-ring of SF-SPR-008 voided at the till
void_pair,receipts,6296,2025-05-16,1,mis-ring of FF-FVG-008 voided at the till
void_pair,receipts,15306,2025-11-23,1,mis-ring of BN-BTW-003 voided at the till
void_pair,receipts,10695,2025-08-14,1,mis-ring of DE-MIL-009 voided at the till
void_pair,receipts,6471,2025-05-19,2,mis-ring of BB-BKG-007 voided at the till
hour_glitch,receipts,8161,2025-06-21,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,6785,2025-05-25,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,2471,2025-02-23,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,14821,2025-11-11,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11935,2025-09-09,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,17013,2025-12-29,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,10868,2025-08-17,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,812,2025-01-18,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,10757,2025-08-15,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11702,2025-09-04,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,10706,2025-08-14,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,5977,2025-05-10,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,9447,2025-07-19,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,12514,2025-09-21,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,7802,2025-06-14,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,15078,2025-11-18,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,7534,2025-06-08,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,2854,2025-03-03,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,15817,2025-12-05,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,8506,2025-06-28,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,339,2025-01-08,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,1780,2025-02-08,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,2059,2025-02-15,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,10482,2025-08-09,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,9884,2025-07-26,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,8357,2025-06-26,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,13455,2025-10-11,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,7548,2025-06-08,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11960,2025-09-10,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,5116,2025-04-20,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,9851,2025-07-26,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,6691,2025-05-24,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11743,2025-09-05,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,831,2025-01-18,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,5823,2025-05-04,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,2585,2025-02-27,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,6753,2025-05-24,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11810,2025-09-06,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,14876,2025-11-13,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,3322,2025-03-13,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,16282,2025-12-13,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,1740,2025-02-07,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,14497,2025-11-04,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,15360,2025-11-25,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,1944,2025-02-12,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,14965,2025-11-15,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,13567,2025-10-13,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,14046,2025-10-25,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,9661,2025-07-23,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11096,2025-08-22,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11116,2025-08-23,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,5017,2025-04-19,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,12349,2025-09-19,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,16818,2025-12-26,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,16253,2025-12-13,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,4897,2025-04-16,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,4176,2025-03-30,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,11520,2025-08-31,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,8776,2025-07-05,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,5137,2025-04-20,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,6067,2025-05-11,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,4007,2025-03-27,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,12513,2025-09-21,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,7701,2025-06-12,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,10648,2025-08-12,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,3201,2025-03-09,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,4858,2025-04-16,0,hour overwritten with the 0 placeholder
hour_glitch,receipts,5281,2025-04-25,0,hour overwritten with the 0 placeholder
payment_variant,receipts,11031,2025-08-21,0,'card' recorded as 'Card'
payment_variant,receipts,10493,2025-08-09,0,'card' recorded as 'CARD'
payment_variant,receipts,13154,2025-10-05,0,'card' recorded as 'CARD'
payment_variant,receipts,5533,2025-04-29,0,'cash' recorded as 'cash '
payment_variant,receipts,3378,2025-03-14,0,'card' recorded as 'Card'
payment_variant,receipts,6114,2025-05-12,0,'cash' recorded as 'Cash'
payment_variant,receipts,7310,2025-06-04,0,'card' recorded as 'Card'
payment_variant,receipts,12845,2025-09-28,0,'card' recorded as 'Card'
payment_variant,receipts,8450,2025-06-28,0,'card' recorded as 'Card'
payment_variant,receipts,9462,2025-07-19,0,'card' recorded as 'Card'
payment_variant,receipts,4230,2025-04-01,0,'cash' recorded as 'cash '
payment_variant,receipts,14277,2025-10-30,0,'card' recorded as 'CARD'
payment_variant,receipts,16328,2025-12-14,0,'card' recorded as 'Card'
payment_variant,receipts,14727,2025-11-09,0,'card' recorded as 'CARD'
payment_variant,receipts,644,2025-01-13,0,'card' recorded as 'CARD'
payment_variant,receipts,7909,2025-06-15,0,'card' recorded as 'CARD'
payment_variant,receipts,16699,2025-12-21,0,'card' recorded as 'Card'
payment_variant,receipts,15981,2025-12-07,0,'cash' recorded as 'Cash'
payment_variant,receipts,4474,2025-04-06,0,'card' recorded as 'Card'
payment_variant,receipts,3809,2025-03-22,0,'cash' recorded as 'Cash'
payment_variant,receipts,3273,2025-03-12,0,'card' recorded as 'Card'
payment_variant,receipts,16629,2025-12-20,0,'cash' recorded as 'Cash'
payment_variant,receipts,5290,2025-04-25,0,'card' recorded as 'CARD'
payment_variant,receipts,10494,2025-08-09,0,'cash' recorded as 'cash '
payment_variant,receipts,2832,2025-03-02,0,'card' recorded as 'Card'
payment_variant,receipts,5433,2025-04-26,0,'cash' recorded as 'CASH'
payment_variant,receipts,9922,2025-07-27,0,'card' recorded as 'CARD'
payment_variant,receipts,9956,2025-07-27,0,'cash' recorded as 'CASH'
payment_variant,receipts,5273,2025-04-24,0,'card' recorded as 'Card'
payment_variant,receipts,12518,2025-09-21,0,'card' recorded as 'Card'
payment_variant,receipts,5421,2025-04-26,0,'card' recorded as 'CARD'
payment_variant,receipts,12289,2025-09-17,0,'card' recorded as 'CARD'
payment_variant,receipts,14656,2025-11-08,0,'card' recorded as 'Card'
payment_variant,receipts,276,2025-01-05,0,'cash' recorded as 'cash '
payment_variant,receipts,11856,2025-09-07,0,'card' recorded as 'CARD'
payment_variant,receipts,15691,2025-12-01,0,'card' recorded as 'CARD'
payment_variant,receipts,14052,2025-10-25,0,'card' recorded as 'Card'
payment_variant,receipts,13805,2025-10-18,0,'card' recorded as 'CARD'
payment_variant,receipts,16999,2025-12-29,0,'card' recorded as 'Card'
payment_variant,receipts,10247,2025-08-02,0,'card' recorded as 'Card'
payment_variant,receipts,6466,2025-05-19,0,'cash' recorded as 'CASH'
payment_variant,receipts,9613,2025-07-21,0,'card' recorded as 'CARD'
payment_variant,receipts,12950,2025-10-01,0,'cash' recorded as 'CASH'
payment_variant,receipts,10883,2025-08-17,0,'cash' recorded as 'Cash'
payment_variant,receipts,8490,2025-06-28,0,'card' recorded as 'Card'
payment_variant,receipts,5768,2025-05-04,0,'card' recorded as 'CARD'
payment_variant,receipts,3452,2025-03-15,0,'card' recorded as 'CARD'
payment_variant,receipts,3084,2025-03-08,0,'card' recorded as 'CARD'
payment_variant,receipts,7059,2025-05-31,0,'card' recorded as 'CARD'
payment_variant,receipts,11638,2025-09-03,0,'cash' recorded as 'Cash'
payment_variant,receipts,7205,2025-06-01,0,'card' recorded as 'CARD'
payment_variant,receipts,16993,2025-12-29,0,'card' recorded as 'Card'
payment_variant,receipts,3265,2025-03-12,0,'card' recorded as 'Card'
payment_variant,receipts,1898,2025-02-11,0,'cash' recorded as 'cash '
payment_variant,receipts,9971,2025-07-27,0,'cash' recorded as 'Cash'
payment_variant,receipts,4172,2025-03-30,0,'card' recorded as 'Card'
payment_variant,receipts,5163,2025-04-21,0,'cash' recorded as 'CASH'
payment_variant,receipts,10356,2025-08-05,0,'card' recorded as 'CARD'
payment_variant,receipts,305,2025-01-07,0,'card' recorded as 'Card'
payment_variant,receipts,7515,2025-06-08,0,'card' recorded as 'Card'
payment_variant,receipts,11520,2025-08-31,0,'card' recorded as 'Card'
payment_variant,receipts,10409,2025-08-07,0,'cash' recorded as 'cash '
payment_variant,receipts,16460,2025-12-17,0,'cash' recorded as 'CASH'
payment_variant,receipts,15403,2025-11-26,0,'card' recorded as 'CARD'
payment_variant,receipts,2435,2025-02-23,0,'card' recorded as 'CARD'
payment_variant,receipts,10096,2025-07-31,0,'card' recorded as 'CARD'
payment_variant,receipts,8101,2025-06-20,0,'card' recorded as 'CARD'
payment_variant,receipts,4512,2025-04-07,0,'card' recorded as 'CARD'
payment_variant,receipts,977,2025-01-20,0,'card' recorded as 'Card'
payment_variant,receipts,2373,2025-02-22,0,'cash' recorded as 'Cash'
payment_variant,receipts,6423,2025-05-18,0,'cash' recorded as 'CASH'
payment_variant,receipts,310,2025-01-07,0,'card' recorded as 'CARD'
payment_variant,receipts,8594,2025-06-30,0,'card' recorded as 'Card'
payment_variant,receipts,14060,2025-10-25,0,'card' recorded as 'Card'
payment_variant,receipts,16776,2025-12-24,0,'cash' recorded as 'CASH'
payment_variant,receipts,16625,2025-12-20,0,'card' recorded as 'CARD'
payment_variant,receipts,6532,2025-05-21,0,'card' recorded as 'Card'
payment_variant,receipts,11873,2025-09-07,0,'card' recorded as 'CARD'
payment_variant,receipts,16611,2025-12-20,0,'cash' recorded as 'cash '
payment_variant,receipts,15331,2025-11-24,0,'cash' recorded as 'Cash'
payment_variant,receipts,8584,2025-06-30,0,'card' recorded as 'Card'
payment_variant,receipts,705,2025-01-15,0,'card' recorded as 'Card'
payment_variant,receipts,15726,2025-12-03,0,'card' recorded as 'CARD'
payment_variant,receipts,10213,2025-08-02,0,'cash' recorded as 'Cash'
payment_variant,receipts,8348,2025-06-25,0,'card' recorded as 'Card'
payment_variant,receipts,984,2025-01-20,0,'cash' recorded as 'CASH'
payment_variant,receipts,14782,2025-11-10,0,'card' recorded as 'CARD'
payment_variant,receipts,12870,2025-09-29,0,'card' recorded as 'Card'
payment_variant,receipts,6422,2025-05-18,0,'card' recorded as 'Card'
payment_variant,receipts,9020,2025-07-11,0,'cash' recorded as 'CASH'
payment_variant,receipts,16817,2025-12-26,0,'card' recorded as 'Card'
payment_variant,receipts,10448,2025-08-08,0,'cash' recorded as 'Cash'
payment_variant,receipts,15621,2025-11-30,0,'cash' recorded as 'Cash'
payment_variant,receipts,9422,2025-07-18,0,'card' recorded as 'CARD'
payment_variant,receipts,11869,2025-09-07,0,'cash' recorded as 'Cash'
payment_variant,receipts,2516,2025-02-25,0,'cash' recorded as 'cash '
payment_variant,receipts,15123,2025-11-20,0,'cash' recorded as 'cash '
payment_variant,receipts,15871,2025-12-06,0,'card' recorded as 'Card'
payment_variant,receipts,9741,2025-07-24,0,'card' recorded as 'CARD'
payment_variant,receipts,6958,2025-05-29,0,'cash' recorded as 'Cash'
payment_variant,receipts,13061,2025-10-04,0,'card' recorded as 'Card'
payment_variant,receipts,10845,2025-08-16,0,'card' recorded as 'CARD'
payment_variant,receipts,6689,2025-05-24,0,'card' recorded as 'CARD'
payment_variant,receipts,14619,2025-11-07,0,'cash' recorded as 'Cash'
payment_variant,receipts,16787,2025-12-24,0,'card' recorded as 'Card'
payment_variant,receipts,5215,2025-04-23,0,'card' recorded as 'Card'
payment_variant,receipts,11100,2025-08-22,0,'cash' recorded as 'Cash'
payment_variant,receipts,15425,2025-11-27,0,'card' recorded as 'Card'
payment_variant,receipts,12232,2025-09-15,0,'card' recorded as 'Card'
payment_variant,receipts,4776,2025-04-13,0,'card' recorded as 'CARD'
payment_variant,receipts,10602,2025-08-11,0,'card' recorded as 'CARD'
payment_variant,receipts,190,2025-01-04,0,'card' recorded as 'CARD'
payment_variant,receipts,181,2025-01-04,0,'card' recorded as 'CARD'
payment_variant,receipts,1593,2025-02-02,0,'card' recorded as 'CARD'
payment_variant,receipts,526,2025-01-11,0,'card' recorded as 'Card'
payment_variant,receipts,5946,2025-05-09,0,'cash' recorded as 'cash '
payment_variant,receipts,14433,2025-11-02,0,'cash' recorded as 'Cash'
payment_variant,receipts,4663,2025-04-11,0,'cash' recorded as 'CASH'
payment_variant,receipts,475,2025-01-11,0,'card' recorded as 'Card'
payment_variant,receipts,1326,2025-01-29,0,'card' recorded as 'CARD'
payment_variant,receipts,8637,2025-07-02,0,'cash' recorded as 'Cash'
payment_variant,receipts,12303,2025-09-18,0,'card' recorded as 'CARD'
payment_variant,receipts,10626,2025-08-12,0,'cash' recorded as 'cash '
payment_variant,receipts,1700,2025-02-06,0,'cash' recorded as 'cash '
payment_variant,receipts,12162,2025-09-14,0,'cash' recorded as 'cash '
payment_variant,receipts,8147,2025-06-21,0,'cash' recorded as 'Cash'
payment_variant,receipts,1179,2025-01-25,0,'card' recorded as 'CARD'
payment_variant,receipts,16207,2025-12-12,0,'card' recorded as 'CARD'
payment_variant,receipts,16733,2025-12-23,0,'card' recorded as 'CARD'
payment_variant,receipts,3471,2025-03-15,0,'cash' recorded as 'cash '
payment_variant,receipts,13497,2025-10-11,0,'cash' recorded as 'Cash'
payment_variant,receipts,16748,2025-12-23,0,'card' recorded as 'CARD'
payment_variant,receipts,4069,2025-03-28,0,'card' recorded as 'CARD'
payment_variant,receipts,3790,2025-03-22,0,'card' recorded as 'Card'
payment_variant,receipts,14432,2025-11-02,0,'cash' recorded as 'CASH'
payment_variant,receipts,15031,2025-11-16,0,'cash' recorded as 'cash '
payment_variant,receipts,7267,2025-06-04,0,'cash' recorded as 'Cash'
payment_variant,receipts,10421,2025-08-07,0,'cash' recorded as 'CASH'
payment_variant,receipts,9189,2025-07-13,0,'card' recorded as 'CARD'
payment_variant,receipts,4536,2025-04-08,0,'card' recorded as 'Card'
payment_variant,receipts,12416,2025-09-20,0,'card' recorded as 'CARD'
payment_variant,receipts,4655,2025-04-11,0,'cash' recorded as 'cash '
payment_variant,receipts,2399,2025-02-22,0,'card' recorded as 'CARD'
payment_variant,receipts,2802,2025-03-02,0,'card' recorded as 'CARD'
payment_variant,receipts,12460,2025-09-20,0,'cash' recorded as 'Cash'
payment_variant,receipts,5232,2025-04-23,0,'cash' recorded as 'CASH'
payment_variant,receipts,3501,2025-03-16,0,'card' recorded as 'CARD'
payment_variant,receipts,4228,2025-04-01,0,'cash' recorded as 'Cash'
payment_variant,receipts,12813,2025-09-28,0,'cash' recorded as 'cash '
payment_variant,receipts,10721,2025-08-14,0,'card' recorded as 'CARD'
payment_variant,receipts,2127,2025-02-16,0,'card' recorded as 'CARD'
payment_variant,receipts,7295,2025-06-04,0,'card' recorded as 'CARD'
payment_variant,receipts,15900,2025-12-06,0,'card' recorded as 'Card'
payment_variant,receipts,6232,2025-05-15,0,'cash' recorded as 'Cash'
payment_variant,receipts,2343,2025-02-21,0,'card' recorded as 'Card'
payment_variant,receipts,1851,2025-02-09,0,'card' recorded as 'Card'
payment_variant,receipts,14784,2025-11-10,0,'card' recorded as 'Card'
payment_variant,receipts,6115,2025-05-12,0,'card' recorded as 'CARD'
payment_variant,receipts,16691,2025-12-21,0,'card' recorded as 'CARD'
payment_variant,receipts,2620,2025-02-27,0,'card' recorded as 'Card'
payment_variant,receipts,1167,2025-01-25,0,'card' recorded as 'CARD'
payment_variant,receipts,1018,2025-01-22,0,'cash' recorded as 'cash '
payment_variant,receipts,5850,2025-05-06,0,'card' recorded as 'CARD'
payment_variant,receipts,3757,2025-03-22,0,'cash' recorded as 'cash '
payment_variant,receipts,8237,2025-06-22,0,'card' recorded as 'Card'
payment_variant,receipts,14048,2025-10-25,0,'cash' recorded as 'Cash'
payment_variant,receipts,2814,2025-03-02,0,'card' recorded as 'Card'
payment_variant,receipts,13330,2025-10-09,0,'card' recorded as 'Card'
payment_variant,receipts,7258,2025-06-03,0,'card' recorded as 'CARD'
payment_variant,receipts,4206,2025-03-30,0,'cash' recorded as 'CASH'
payment_variant,receipts,7300,2025-06-04,0,'card' recorded as 'CARD'
payment_variant,receipts,12962,2025-10-02,0,'card' recorded as 'CARD'
payment_variant,receipts,10311,2025-08-03,0,'cash' recorded as 'Cash'
payment_variant,receipts,1219,2025-01-26,0,'card' recorded as 'Card'
payment_variant,receipts,1115,2025-01-24,0,'card' recorded as 'Card'
payment_variant,receipts,2939,2025-03-05,0,'cash' recorded as 'Cash'
payment_variant,receipts,9541,2025-07-20,0,'cash' recorded as 'cash '
payment_variant,receipts,1646,2025-02-04,0,'card' recorded as 'Card'
payment_variant,receipts,11238,2025-08-24,0,'cash' recorded as 'CASH'
payment_variant,receipts,11045,2025-08-21,0,'card' recorded as 'Card'
payment_variant,receipts,524,2025-01-11,0,'card' recorded as 'CARD'
payment_variant,receipts,11207,2025-08-24,0,'cash' recorded as 'cash '
payment_variant,receipts,14306,2025-10-31,0,'card' recorded as 'CARD'
payment_variant,receipts,12410,2025-09-20,0,'card' recorded as 'Card'
payment_variant,receipts,2286,2025-02-20,0,'cash' recorded as 'cash '
payment_variant,receipts,9277,2025-07-15,0,'card' recorded as 'Card'
payment_variant,receipts,9343,2025-07-17,0,'cash' recorded as 'CASH'
payment_variant,receipts,5309,2025-04-25,0,'card' recorded as 'CARD'
payment_variant,receipts,9284,2025-07-15,0,'cash' recorded as 'Cash'
payment_variant,receipts,313,2025-01-07,0,'card' recorded as 'Card'
payment_variant,receipts,15571,2025-11-29,0,'cash' recorded as 'CASH'
payment_variant,receipts,9214,2025-07-13,0,'card' recorded as 'CARD'
payment_variant,receipts,5230,2025-04-23,0,'cash' recorded as 'Cash'
payment_variant,receipts,7525,2025-06-08,0,'cash' recorded as 'cash '
payment_variant,receipts,10115,2025-08-01,0,'card' recorded as 'CARD'
payment_variant,receipts,9449,2025-07-19,0,'cash' recorded as 'Cash'
