week,category,forecast_weekly,oracle
23,Personal Care and Health,69.5,0
23,Seafood,197.5,0
23,Snacks and Confectionery,143.75,0
24,Alcoholic Beverages,63.5,0
24,Bakery and Bread,813.5,0
24,Beverages (Non-Alcoholic),619.75,0
24,Dairy and Eggs,1612.0,0
24,Fresh Produce,917.75,0
24,Frozen Foods,601.75,0
24,Household and Cleaning Supplies,49.25,0
24,Meat and Poultry,448.5,0
24,Pantry Staples and Packaged Goods,709.75,0
24,Personal Care and Health,66.75,0
24,Seafood,209.5,0
24,Snacks and Confectionery,151.0,0
25,Alcoholic Beverages,65.25,0
25,Bakery and Bread,805.5,0
25,Beverages (Non-Alcoholic),617.5,0
25,Dairy and Eggs,1600.25,0
25,Fresh Produce,919.5,0
25,Frozen Foods,572.5,0
25,Household and Cleaning Supplies,47.0,0
25,Meat and Poultry,443.5,0
25,Pantry Staples and Packaged Goods,689.0,0
25,Personal Care and Health,64.25,0
25,Seafood,202.75,0
25,Snacks and Confectionery,147.5,0
26,Alcoholic Beverages,67.5,0
26,Bakery and Bread,765.25,0
26,Beverages (Non-Alcoholic),597.5,0
26,Dairy and Eggs,1528.75,0
26,Fresh Produce,891.25,0
26,Frozen Foods,561.0,0
26,Household and Cleaning Supplies,46.0,0
26,Meat and Poultry,432.25,0
26,Pantry Staples and Packaged Goods,676.0,0
26,Personal Care and Health,63.0,0
26,Seafood,200.0,0
26,Snacks and Confectionery,145.5,0
27,Alcoholic Beverages,65.25,0
27,Bakery and Bread,756.0,0
27,Beverages (Non-Alcoholic),566.0,0
27,Dairy and Eggs,1487.75,0
27,Fresh Produce,849.0,0
27,Frozen Foods,551.75,0
27,Household and Cleaning Supplies,47.25,0
27,Meat and Poultry,433.25,0
27,Pantry Staples and Packaged Goods,666.5,0
27,Personal Care and Health,59.25,0
27,Seafood,187.25,0
27,Snacks and Confectionery,141.0,0
28,Alcoholic Beverages,68.0,0
28,Bakery and Bread,772.25,0
28,Beverages (Non-Alcoholic),577.75,0
28,Dairy and Eggs,1496.5,0
28,Fresh Produce,885.5,0
28,Frozen Foods,557.0,0
28,Household and Cleaning Supplies,49.5,0
28,Meat and Poultry,427.25,0
28,Pantry Staples and Packaged Goods,667.75,0
28,Personal Care and Health,60.0,0
28,Seafood,186.0,0
28,Snacks and Confectionery,135.75,0
29,Alcoholic Beverages,65.0,0
29,Bakery and Bread,740.5,0
29,Beverages (Non-Alcoholic),607.25,0
29,Dairy and Eggs,1516.5,0
29,Fresh Produce,921.5,0
29,Frozen Foods,582.5,0
29,Household and Cleaning Supplies,52.25,0
29,Meat and Poultry,445.0,0
29,Pantry Staples and Packaged Goods,655.5,0
29,Personal Care and Health,60.75,0
29,Seafood,185.5,0
29,Snacks and Confectionery,135.5,0
30,Alcoholic Beverages,65.5,0
30,Bakery and Bread,766.75,0
30,Beverages (Non-Alcoholic),614.5,0
30,Dairy and Eggs,1574.25,0
30,Fresh Produce,937.25,0
30,Frozen Foods,575.75,0
30,Household and Cleaning Supplies,52.0,0
30,Meat and Poultry,452.5,0
30,Pantry Staples and Packaged Goods,667.75,0
30,Personal Care and Health,63.5,0
30,Seafood,188.0,0
30,Snacks and Confectionery,139.75,0
31,Alcoholic Beverages,65.0,0
31,Bakery and Bread,744.0,0
31,Beverages (Non-Alcoholic),616.75,0
31,Dairy and Eggs,1590.75,0
31,Fresh Produce,932.75,0
31,Frozen Foods,565.75,0
31,Household and Cleaning Supplies,48.25,0
31,Meat and Poultry,459.0,0
31,Pantry Staples and Packaged Goods,678.75,0
31,Personal Care and Health,63.75,0
31,Seafood,199.75,0
31,Snacks and Confectionery,145.25,0
32,Alcoholic Beverages,58.75,0
32,Bakery and Bread,681.5,0
32,Beverages (Non-Alcoholic),591.75,0
32,Dairy and Eggs,1509.5,0
32,Fresh Produce,875.0,0
32,Frozen Foods,537.0,0
32,Household and Cleaning Supplies,46.5,0
32,Meat and Poultry,437.75,0
32,Pantry Staples and Packaged Goods,634.5,0
32,Personal Care and Health,61.5,0
32,Seafood,183.5,0
32,Snacks and Confectionery,137.25,0
33,Alcoholic Beverages,60.25,0
33,Bakery and Bread,686.0,0
33,Beverages (Non-Alcoholic),567.75,0
33,Dairy and Eggs,1505.0,0
33,Fresh Produce,823.0,0
33,Frozen Foods,532.75,0
33,Household and Cleaning Supplies,43.25,0
33,Meat and Poultry,415.75,0
33,Pantry Staples and Packaged Goods,635.25,0
33,Personal Care and Health,58.5,0
33,Seafood,185.5,0
33,Snacks and Confectionery,133.25,0
34,Alcoholic Beverages,62.75,0
34,Bakery and Bread,685.75,0
34,Beverages (Non-Alcoholic),570.5,0
34,Dairy and Eggs,1457.5,0
34,Fresh Produce,800.75,0
34,Frozen Foods,534.25,0
34,Household and Cleaning Supplies,43.75,0
34,Meat and Poultry,407.75,0
34,Pantry Staples and Packaged Goods,623.5,0
34,Personal Care and Health,56.25,0
34,Seafood,182.75,0
34,Snacks and Confectionery,129.5,0
35,Alcoholic Beverages,63.5,0
35,Bakery and Bread,687.5,0
35,Beverages (Non-Alcoholic),557.25,0
35,Dairy and Eggs,1443.75,0
35,Fresh Produce,789.0,0
35,Frozen Foods,547.25,0
35,Household and Cleaning Supplies,45.5,0
35,Meat and Poultry,402.25,0
35,Pantry Staples and Packaged Goods,621.5,0
35,Personal Care and Health,57.25,0
35,Seafood,179.5,0
35,Snacks and Confectionery,125.25,0
36,Alcoholic Beverages,66.0,0
36,Bakery and Bread,720.0,0
36,Beverages (Non-Alcoholic),551.75,0
36,Dairy and Eggs,1505.0,0
36,Fresh Produce,807.75,0
36,Frozen Foods,559.25,0
36,Household and Cleaning Supplies,44.25,0
36,Meat and Poultry,413.25,0
36,Pantry Staples and Packaged Goods,639.5,0
36,Personal Care and Health,60.25,0
36,Seafood,189.75,0
36,Snacks and Confectionery,138.0,0
37,Alcoholic Beverages,61.75,0
37,Bakery and Bread,716.75,0
37,Beverages (Non-Alcoholic),524.75,0
37,Dairy and Eggs,1494.5,0
37,Fresh Produce,793.0,0
37,Frozen Foods,541.5,0
37,Household and Cleaning Supplies,45.5,0
37,Meat and Poultry,404.25,0
37,Pantry Staples and Packaged Goods,643.0,0
37,Personal Care and Health,63.5,0
37,Seafood,186.0,0
37,Snacks and Confectionery,136.25,0
38,Alcoholic Beverages,57.75,0
38,Bakery and Bread,708.0,0
38,Beverages (Non-Alcoholic),505.0,0
38,Dairy and Eggs,1529.5,0
38,Fresh Produce,811.25,0
38,Frozen Foods,542.75,0
38,Household and Cleaning Supplies,46.0,0
38,Meat and Poultry,405.5,0
38,Pantry Staples and Packaged Goods,652.25,0
38,Personal Care and Health,66.0,0
38,Seafood,184.0,0
38,Snacks and Confectionery,145.5,0
39,Alcoholic Beverages,57.75,0
39,Bakery and Bread,706.75,0
39,Beverages (Non-Alcoholic),519.5,0
39,Dairy and Eggs,1539.0,0
39,Fresh Produce,812.0,0
39,Frozen Foods,537.0,0
39,Household and Cleaning Supplies,47.75,0
39,Meat and Poultry,397.75,0
39,Pantry Staples and Packaged Goods,643.0,0
39,Personal Care and Health,64.75,0
39,Seafood,189.5,0
39,Snacks and Confectionery,145.5,0
40,Alcoholic Beverages,59.5,0
40,Bakery and Bread,738.25,0
40,Beverages (Non-Alcoholic),528.5,0
40,Dairy and Eggs,1571.5,0
40,Fresh Produce,841.0,0
40,Frozen Foods,546.75,0
40,Household and Cleaning Supplies,51.25,0
40,Meat and Poultry,404.5,0
40,Pantry Staples and Packaged Goods,690.5,0
40,Personal Care and Health,65.75,0
40,Seafood,192.0,0
40,Snacks and Confectionery,143.0,0
41,Alcoholic Beverages,60.75,0
41,Bakery and Bread,743.5,0
41,Beverages (Non-Alcoholic),529.0,0
41,Dairy and Eggs,1571.5,0
41,Fresh Produce,839.75,0
41,Frozen Foods,565.75,0
41,Household and Cleaning Supplies,52.0,0
41,Meat and Poultry,406.0,0
41,Pantry Staples and Packaged Goods,674.0,0
41,Personal Care and Health,64.5,0
41,Seafood,193.25,0
41,Snacks and Confectionery,147.25,0
42,Alcoholic Beverages,58.75,0
42,Bakery and Bread,720.0,0
42,Beverages (Non-Alcoholic),514.25,0
42,Dairy and Eggs,1478.75,0
42,Fresh Produce,803.75,0
42,Frozen Foods,558.0,0
42,Household and Cleaning Supplies,46.75,0
42,Meat and Poultry,404.75,0
42,Pantry Staples and Packaged Goods,657.0,0
42,Personal Care and Health,61.25,0
42,Seafood,193.5,0
42,Snacks and Confectionery,139.75,0
43,Alcoholic Beverages,59.0,0
43,Bakery and Bread,723.25,0
43,Beverages (Non-Alcoholic),484.75,0
43,Dairy and Eggs,1454.0,0
43,Fresh Produce,793.75,0
43,Frozen Foods,531.25,0
43,Household and Cleaning Supplies,46.25,0
43,Meat and Poultry,399.5,0
43,Pantry Staples and Packaged Goods,666.0,0
43,Personal Care and Health,62.25,0
43,Seafood,185.5,0
43,Snacks and Confectionery,136.75,0
44,Alcoholic Beverages,61.25,0
44,Bakery and Bread,741.75,0
44,Beverages (Non-Alcoholic),460.75,0
44,Dairy and Eggs,1404.75,0
44,Fresh Produce,763.0,0
44,Frozen Foods,515.5,0
44,Household and Cleaning Supplies,45.5,0
44,Meat and Poultry,380.0,0
44,Pantry Staples and Packaged Goods,647.0,0
44,Personal Care and Health,62.25,0
44,Seafood,188.0,0
44,Snacks and Confectionery,135.25,0
45,Alcoholic Beverages,59.5,0
45,Bakery and Bread,728.0,0
45,Beverages (Non-Alcoholic),437.0,0
45,Dairy and Eggs,1370.5,0
45,Fresh Produce,728.0,0
45,Frozen Foods,483.0,0
45,Household and Cleaning Supplies,45.0,0
45,Meat and Poultry,355.5,0
45,Pantry Staples and Packaged Goods,674.0,0
45,Personal Care and Health,64.0,0
45,Seafood,180.75,0
45,Snacks and Confectionery,132.75,0
46,Alcoholic Beverages,59.25,0
46,Bakery and Bread,743.5,0
46,Beverages (Non-Alcoholic),419.5,0
46,Dairy and Eggs,1401.5,0
46,Fresh Produce,709.75,0
46,Frozen Foods,472.5,0
46,Household and Cleaning Supplies,49.75,0
46,Meat and Poultry,342.75,0
46,Pantry Staples and Packaged Goods,670.25,0
46,Personal Care and Health,61.75,0
46,Seafood,178.0,0
46,Snacks and Confectionery,126.0,0
47,Alcoholic Beverages,59.0,0
47,Bakery and Bread,763.25,0
47,Beverages (Non-Alcoholic),419.75,0
47,Dairy and Eggs,1381.0,0
47,Fresh Produce,694.0,0
47,Frozen Foods,484.25,0
47,Household and Cleaning Supplies,48.0,0
47,Meat and Poultry,325.75,0
47,Pantry Staples and Packaged Goods,667.75,0
47,Personal Care and Health,61.75,0
47,Seafood,180.5,0
47,Snacks and Confectionery,122.5,0
48,Alcoholic Beverages,58.0,0
48,Bakery and Bread,754.75,0
48,Beverages (Non-Alcoholic),428.0,0
48,Dairy and Eggs,1389.0,0
48,Fresh Produce,682.25,0
48,Frozen Foods,497.5,0
48,Household and Cleaning Supplies,50.0,0
48,Meat and Poultry,336.5,0
48,Pantry Staples and Packaged Goods,708.0,0
48,Personal Care and Health,59.0,0
48,Seafood,183.25,0
48,Snacks and Confectionery,126.25,0
49,Alcoholic Beverages,58.5,0
49,Bakery and Bread,776.0,0
49,Beverages (Non-Alcoholic),420.75,0
49,Dairy and Eggs,1435.5,0
49,Fresh Produce,694.25,0
49,Frozen Foods,515.0,0
49,Household and Cleaning Supplies,50.5,0
49,Meat and Poultry,351.25,0
49,Pantry Staples and Packaged Goods,745.75,0
49,Personal Care and Health,62.25,0
49,Seafood,198.25,0
49,Snacks and Confectionery,136.75,0
50,Alcoholic Beverages,60.5,0
50,Bakery and Bread,797.25,0
50,Beverages (Non-Alcoholic),423.5,0
50,Dairy and Eggs,1508.25,0
50,Fresh Produce,713.0,0
50,Frozen Foods,517.75,0
50,Household and Cleaning Supplies,50.25,0
50,Meat and Poultry,351.25,0
50,Pantry Staples and Packaged Goods,795.0,0
50,Personal Care and Health,67.0,0
50,Seafood,202.25,0
50,Snacks and Confectionery,149.5,0
51,Alcoholic Beverages,57.75,0
51,Bakery and Bread,831.5,0
51,Beverages (Non-Alcoholic),415.75,0
51,Dairy and Eggs,1560.5,0
51,Fresh Produce,730.75,0
51,Frozen Foods,529.25,0
51,Household and Cleaning Supplies,53.25,0
51,Meat and Poultry,368.5,0
51,Pantry Staples and Packaged Goods,863.5,0
51,Personal Care and Health,69.75,0
51,Seafood,208.5,0
51,Snacks and Confectionery,159.5,0
52,Alcoholic Beverages,54.5,0
52,Bakery and Bread,824.75,0
52,Beverages (Non-Alcoholic),390.75,0
52,Dairy and Eggs,1542.0,0
52,Fresh Produce,704.75,0
52,Frozen Foods,508.0,0
52,Household and Cleaning Supplies,47.5,0
52,Meat and Poultry,360.25,0
52,Pantry Staples and Packaged Goods,842.0,0
52,Personal Care and Health,69.25,0
52,Seafood,211.0,0
52,Snacks and Confectionery,159.25,0
