t,cost_Alcoholic Beverages,cost_Bakery and Bread,cost_Beverages (Non-Alcoholic),cost_Dairy and Eggs,cost_Fresh Produce,cost_Frozen Foods,cost_Household and Cleaning Supplies,cost_Meat and Poultry,cost_Pantry Staples and Packaged Goods,cost_Personal Care and Health,cost_Seafood,cost_Snacks and Confectionery,utility_rate,wage_rate,storage_rate
19,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,1.0013022170122188,6.007813302073313,14.0,0.020026044340244378
20,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,1.001370801704614,6.008224810227683,14.0,0.020027416034092277
21,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,1.0014393910947514,6.008636346568508,14.0,0.02002878782189503
22,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,1.0015079851829534,6.009047911097721,14.0,0.020030159703659067
23,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,1.0015765839695412,6.009459503817247,14.0,0.020031531679390823
24,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,1.001645187454837,6.009871124729022,14.0,0.020032903749096744
25,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,1.0017137956391629,6.010282773834977,14.0,0.020034275912783256
26,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,1.0017824085228402,6.0106944511370415,14.0,0.020035648170456805
27,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,1.001851026106191,6.011106156637146,14.0,0.020037020522123822
28,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,1.0019196483895374,6.011517890337224,14.0,0.02003839296779075
29,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,1.001988275373201,6.011929652239206,14.0,0.02003976550746402
30,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,1.002056907057504,6.012341442345024,14.0,0.02004113814115008
31,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,1.0021255434427683,6.012753260656609,14.0,0.020042510868855366
32,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,1.0021941845293159,6.013165107175896,14.0,0.02004388369058632
33,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,1.0022628303174688,6.013576981904812,14.0,0.020045256606349374
34,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,1.002331480807549,6.013988884845293,14.0,0.02004662961615098
35,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,1.0024001359998784,6.01440081599927,14.0,0.020048002719997567
36,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,1.0024687958947796,6.014812775368677,14.0,0.02004937591789559
37,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,1.0025374604925743,6.015224762955446,14.0,0.020050749209851487
38,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,1.0026061297935847,6.0156367787615075,14.0,0.020052122595871694
39,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,1.0026748037981328,6.016048822788797,14.0,0.020053496075962657
40,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,1.002743482506541,6.016460895039247,14.0,0.020054869650130824
41,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,1.0028121659191316,6.01687299551479,14.0,0.02005624331838263
42,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,1.0028808540362264,6.017285124217358,14.0,0.020057617080724528
43,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,1.002949546858148,6.017697281148887,14.0,0.02005899093716296
44,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,1.0030182443852185,6.01810946631131,14.0,0.02006036488770437
45,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,1.0030869466177603,6.018521679706562,14.0,0.020061738932355206
46,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,1.0031556535560955,6.018933921336573,14.0,0.02006311307112191
47,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,1.0032243652005466,6.0193461912032795,14.0,0.020064487304010933
48,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,1.0032930815514358,6.0197584893086145,14.0,0.020065861631028716
49,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,1.0033618026090858,6.020170815654515,14.0,0.020067236052181716
50,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,1.0034305283738185,6.020583170242912,14.0,0.020068610567476372
51,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,1.0034992588459568,6.020995553075741,14.0,0.020069985176919138
52,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,1.0035679940258229,6.021407964154937,14.0,0.02007135988051646
53,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,1.003636733913739,6.021820403482435,14.0,0.020072734678274782
54,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,1.0037054785100281,6.022232871060169,14.0,0.020074109570200564
55,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,1.0037742278150124,6.022645366890075,14.0,0.020075484556300247
56,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,1.0038429818290144,6.023057890974087,14.0,0.020076859636580287
57,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,1.0039117405523568,6.023470443314141,14.0,0.020078234811047136
58,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,1.003980503985362,6.0238830239121715,14.0,0.02007961007970724
59,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,1.0040492721283527,6.024295632770116,14.0,0.020080985442567055
60,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,1.0041180449816514,6.024708269889908,14.0,0.02008236089963303
61,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,1.004186822545581,6.0251209352734865,14.0,0.020083736450911622
62,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,1.0042556048204638,6.025533628922783,14.0,0.02008511209640928
63,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,1.004324391806623,6.025946350839737,14.0,0.02008648783613246
64,1.0073224955316444,1.0043931835043804,1.0043931835043804,1.0043931835043804,1.0043931835043804,1.0043931835043804,1.0043931835043804,1.0043931835043804,1.0043931835043804,1.0043931835043804,1.0073224955316444,1.0043931835043804,6.026359101026283,14.0,0.020087863670087608
65,1.0202487616340798,1.0044619799140597,1.0044619799140597,1.0044619799140597,1.0044619799140597,1.0044619799140597,1.0044619799140597,1.0044619799140597,1.0044619799140597,1.0044619799140597,1.0202487616340798,1.0044619799140597,6.026771879484358,14.0,0.020089239598281194
66,1.0333409014821051,1.0045307810359831,1.0045307810359831,1.0045307810359831,1.0045307810359831,1.0045307810359831,1.0045307810359831,1.0045307810359831,1.0045307810359831,1.0045307810359831,1.0333409014821051,1.0045307810359831,6.027184686215898,14.0,0.020090615620719662
67,1.0466010436176567,1.0045995868704736,1.0045995868704736,1.0045995868704736,1.0045995868704736,1.0045995868704736,1.0045995868704736,1.0045995868704736,1.0045995868704736,1.0045995868704736,1.0466010436176567,1.0045995868704736,6.027597521222841,14.0,0.02009199173740947
68,1.0600313438967626,1.0046683974178539,1.0046683974178539,1.0046683974178539,1.0046683974178539,1.0046683974178539,1.0046683974178539,1.0046683974178539,1.0046683974178539,1.0046683974178539,1.0600313438967626,1.0046683974178539,6.028010384507123,14.0,0.020093367948357078
69,1.073633985840046,1.0047372126784466,1.0047372126784466,1.0047372126784466,1.0047372126784466,1.0047372126784466,1.0047372126784466,1.0047372126784466,1.0047372126784466,1.0047372126784466,1.073633985840046,1.0047372126784466,6.028423276070679,14.0,0.020094744253568934
70,1.0874111809877252,1.004806032652575,1.004806032652575,1.004806032652575,1.004806032652575,1.004806032652575,1.004806032652575,1.004806032652575,1.004806032652575,1.004806032652575,1.0874111809877252,1.004806032652575,6.028836195915449,14.0,0.0200961206530515
71,1.1013651692591697,1.0048748573405615,1.0048748573405615,1.0048748573405615,1.0048748573405615,1.0048748573405615,1.0048748573405615,1.0048748573405615,1.0048748573405615,1.0048748573405615,1.1013651692591697,1.0048748573405615,6.029249144043369,14.0,0.02009749714681123
72,1.1154982193170702,1.0049436867427293,1.0049436867427293,1.0049436867427293,1.0049436867427293,1.0049436867427293,1.0049436867427293,1.0049436867427293,1.0049436867427293,1.0049436867427293,1.1154982193170702,1.0049436867427293,6.029662120456376,14.0,0.020098873734854587
73,1.1298126289362802,1.005012520859401,1.005012520859401,1.005012520859401,1.005012520859401,1.005012520859401,1.005012520859401,1.005012520859401,1.005012520859401,1.005012520859401,1.1298126289362802,1.005012520859401,6.030075125156406,14.0,0.02010025041718802
74,1.1443107253773954,1.0050813596908998,1.0050813596908998,1.0050813596908998,1.0050813596908998,1.0050813596908998,1.0050813596908998,1.0050813596908998,1.0050813596908998,1.0050813596908998,1.1443107253773954,1.0050813596908998,6.030488158145399,14.0,0.020101627193817997
75,1.1589948657651192,1.0051502032375486,1.0051502032375486,1.0051502032375486,1.0051502032375486,1.0051502032375486,1.0051502032375486,1.0051502032375486,1.0051502032375486,1.0051502032375486,1.1589948657651192,1.0051502032375486,6.030901219425291,14.0,0.020103004064750973
76,1.1738674374714915,1.0052190514996702,1.0052190514996702,1.0052190514996702,1.0052190514996702,1.0052190514996702,1.0052190514996702,1.0052190514996702,1.0052190514996702,1.0052190514996702,1.1738674374714915,1.0052190514996702,6.031314308998021,14.0,0.020104381029993405
77,1.1889308585040297,1.0052879044775878,1.0052879044775878,1.0052879044775878,1.0052879044775878,1.0052879044775878,1.0052879044775878,1.0052879044775878,1.0052879044775878,1.0052879044775878,1.1889308585040297,1.0052879044775878,6.031727426865526,14.0,0.020105758089551756
78,1.199871716780599,1.0053567621716242,1.0053567621716242,1.0053567621716242,1.0053567621716242,1.0053567621716242,1.0053567621716242,1.0053567621716242,1.0053567621716242,1.0053567621716242,1.199871716780599,1.0053567621716242,6.032140573029745,14.0,0.020107135243432484
79,1.1964510320170918,1.0054256245821025,1.0054256245821025,1.0054256245821025,1.0054256245821025,1.0054256245821025,1.0054256245821025,1.0054256245821025,1.0054256245821025,1.0054256245821025,1.1964510320170918,1.0054256245821025,6.032553747492615,14.0,0.020108512491642052
80,1.193097748544957,1.0054944917093458,1.0054944917093458,1.0054944917093458,1.0054944917093458,1.0054944917093458,1.0054944917093458,1.0054944917093458,1.0054944917093458,1.0054944917093458,1.193097748544957,1.0054944917093458,6.032966950256075,14.0,0.020109889834186916
81,1.1898104035849204,1.0055633635536771,1.0055633635536771,1.0055633635536771,1.0055633635536771,1.0055633635536771,1.0055633635536771,1.0055633635536771,1.0055633635536771,1.0055633635536771,1.1898104035849204,1.0055633635536771,6.033380181322062,14.0,0.020111267271073544
82,1.1865875714200187,1.0056322401154196,1.0056322401154196,1.0056322401154196,1.0056322401154196,1.0056322401154196,1.0056322401154196,1.0056322401154196,1.0056322401154196,1.0056322401154196,1.1865875714200187,1.0056322401154196,6.033793440692518,14.0,0.020112644802308392
83,1.1834278622864258,1.0057011213948965,1.0057011213948965,1.0057011213948965,1.0057011213948965,1.0057011213948965,1.0057011213948965,1.0057011213948965,1.0057011213948965,1.0057011213948965,1.1834278622864258,1.0057011213948965,6.034206728369379,14.0,0.02011402242789793
84,1.1803299213028209,1.005770007392431,1.005770007392431,1.005770007392431,1.005770007392431,1.005770007392431,1.005770007392431,1.005770007392431,1.005770007392431,1.005770007392431,1.1803299213028209,1.005770007392431,6.034620044354586,14.0,0.02011540014784862
85,1.177292427436794,1.0058388981083457,1.0058388981083457,1.0058388981083457,1.0058388981083457,1.0058388981083457,1.0058388981083457,1.0058388981083457,1.0058388981083457,1.0058388981083457,1.177292427436794,1.0058388981083457,6.035033388650074,14.0,0.020116777962166914
86,1.1743140925068307,1.0059077935429643,1.0059077935429643,1.0059077935429643,1.0059077935429643,1.0059077935429643,1.0059077935429643,1.0059077935429643,1.0059077935429643,1.0059077935429643,1.1743140925068307,1.0059077935429643,6.035446761257786,14.0,0.020118155870859286
87,1.1713936602184998,1.0059766936966101,1.0059766936966101,1.0059766936966101,1.0059766936966101,1.0059766936966101,1.0059766936966101,1.0059766936966101,1.0059766936966101,1.0059766936966101,1.1713936602184998,1.0059766936966101,6.035860162179661,14.0,0.020119533873932203
88,1.1685299052335052,1.006045598569606,1.006045598569606,1.006045598569606,1.006045598569606,1.006045598569606,1.006045598569606,1.006045598569606,1.006045598569606,1.006045598569606,1.1685299052335052,1.006045598569606,6.036273591417636,14.0,0.02012091197139212
89,1.1657216322703488,1.0061145081622753,1.0061145081622753,1.0061145081622753,1.0061145081622753,1.0061145081622753,1.0061145081622753,1.0061145081622753,1.0061145081622753,1.0061145081622753,1.1657216322703488,1.0061145081622753,6.036687048973652,14.0,0.02012229016324551
90,1.162967675235375,1.0061834224749413,1.0061834224749413,1.0061834224749413,1.0061834224749413,1.0061834224749413,1.0061834224749413,1.0061834224749413,1.0061834224749413,1.0061834224749413,1.162967675235375,1.0061834224749413,6.037100534849648,14.0,0.020123668449498828
91,1.1602668963830427,1.0062523415079276,1.0062523415079276,1.0062523415079276,1.0062523415079276,1.0062523415079276,1.0062523415079276,1.0062523415079276,1.0062523415079276,1.0062523415079276,1.1602668963830427,1.0062523415079276,6.037514049047566,14.0,0.020125046830158554
92,1.1576181855043064,1.0063212652615572,1.0063212652615572,1.0063212652615572,1.0063212652615572,1.0063212652615572,1.0063212652615572,1.0063212652615572,1.0063212652615572,1.0063212652615572,1.1576181855043064,1.0063212652615572,6.037927591569343,14.0,0.020126425305231146
93,1.1550204591420434,1.0063901937361535,1.0063901937361535,1.0063901937361535,1.0063901937361535,1.0063901937361535,1.0063901937361535,1.0063901937361535,1.0063901937361535,1.0063901937361535,1.1550204591420434,1.0063901937361535,6.038341162416921,14.0,0.020127803874723068
94,1.1524726598325015,1.0064591269320398,1.0064591269320398,1.0064591269320398,1.0064591269320398,1.0064591269320398,1.0064591269320398,1.0064591269320398,1.0064591269320398,1.0064591269320398,1.1524726598325015,1.0064591269320398,6.038754761592239,14.0,0.020129182538640794
95,1.1499737553717906,1.0065280648495396,1.0065280648495396,1.0065280648495396,1.0065280648495396,1.0065280648495396,1.0065280648495396,1.0065280648495396,1.0065280648495396,1.0065280648495396,1.1499737553717906,1.0065280648495396,6.039168389097238,14.0,0.02013056129699079
96,1.1475227381064783,1.0065970074889763,1.0065970074889763,1.0065970074889763,1.0065970074889763,1.0065970074889763,1.0065970074889763,1.0065970074889763,1.0065970074889763,1.0065970074889763,1.1475227381064783,1.0065970074889763,6.039582044933858,14.0,0.020131940149779527
97,1.1451186242473939,1.0066659548506733,1.0066659548506733,1.0066659548506733,1.0066659548506733,1.0066659548506733,1.0066659548506733,1.0066659548506733,1.0066659548506733,1.0066659548506733,1.1451186242473939,1.0066659548506733,6.0399957291040405,14.0,0.020133319097013467
98,1.1427604532057718,1.006734906934954,1.006734906934954,1.006734906934954,1.006734906934954,1.006734906934954,1.006734906934954,1.006734906934954,1.006734906934954,1.006734906934954,1.1427604532057718,1.006734906934954,6.040409441609724,14.0,0.020134698138699083
99,1.1404472869509157,1.006803863742142,1.006803863742142,1.006803863742142,1.006803863742142,1.006803863742142,1.006803863742142,1.006803863742142,1.006803863742142,1.006803863742142,1.1404472869509157,1.006803863742142,6.0408231824528515,14.0,0.020136077274842838
100,1.1381782093885875,1.0068728252725607,1.0068728252725607,1.0068728252725607,1.0068728252725607,1.0068728252725607,1.0068728252725607,1.0068728252725607,1.0068728252725607,1.0068728252725607,1.1381782093885875,1.0068728252725607,6.041236951635364,14.0,0.020137456505451214
101,1.135952325759357,1.0069417915265337,1.0069417915265337,1.0069417915265337,1.0069417915265337,1.0069417915265337,1.0069417915265337,1.0069417915265337,1.0069417915265337,1.0069417915265337,1.135952325759357,1.0069417915265337,6.041650749159203,14.0,0.020138835830530676
102,1.1337687620561916,1.0070107625043845,1.0070107625043845,1.0070107625043845,1.0070107625043845,1.0070107625043845,1.0070107625043845,1.0070107625043845,1.0070107625043845,1.0070107625043845,1.1337687620561916,1.0070107625043845,6.042064575026307,14.0,0.02014021525008769
103,1.1316266644605795,1.0070797382064367,1.0070797382064367,1.0070797382064367,1.0070797382064367,1.0070797382064367,1.0070797382064367,1.0070797382064367,1.0070797382064367,1.0070797382064367,1.1316266644605795,1.0070797382064367,6.042478429238621,14.0,0.020141594764128735
104,1.1295251987965171,1.007148718633014,1.007148718633014,1.007148718633014,1.007148718633014,1.007148718633014,1.007148718633014,1.007148718633014,1.007148718633014,1.007148718633014,1.1295251987965171,1.007148718633014,6.0428923117980835,14.0,0.02014297437266028
105,1.1274635500017172,1.0072177037844396,1.0072177037844396,1.0072177037844396,1.0072177037844396,1.0072177037844396,1.0072177037844396,1.0072177037844396,1.0072177037844396,1.0072177037844396,1.1274635500017172,1.0072177037844396,6.043306222706638,14.0,0.020144354075688792
