t,token,payment,value
77,,cash,8.58
77,C93CFACE3,card,2.19
77,C320632B2,card,8.79
78,CD03EB801,card,2.38
78,C6E7501D0,card,13.0
78,C0CAD87AF,card,2.78
79,CAAE40D7E,card,3.98
79,C491C92CD,card,7.79
79,CE753189C,card,2.19
79,,cash,3.49
79,C23C2E43A,card,2.38
79,CC1F96D89,card,1.49
80,C6031F358,card,11.59
80,,cash,2.58
80,,cash,5.68
80,,cash,1.99
80,CD90FCA04,card,14.49
80,C774653D3,card,0.99
80,C157ED9A2,card,4.5
81,CB3B55F71,card,12.99
81,C51EDA4C0,card,12.38
81,,cash,3.68
81,,cash,7.79
81,C2C93363D,card,4.88
81,CCACBBF8C,card,8.45
81,C6902055B,card,6.58
81,C073A8B2A,card,0.99
81,CA57110F9,card,5.78
81,,cash,1.79
81,CE1E01C07,card,2.19
81,C801765D6,card,2.19
81,C1E4FEBA5,card,1.79
81,CBC867174,card,13.58
81,C5ABEF6C3,card,17.57
82,CF8F57C92,card,8.09
82,C972DC261,card,5.79
82,C35644830,card,0.99
82,CD39CD18F,card,8.49
82,C71D3575E,card,21.6
83,C100BDD2D,card,2.38
83,CAE4222FC,card,0.99
83,C4C7AA84B,card,16.27
83,CEAB12E1A,card,2.97
84,C88E9B7E9,card,3.38
84,C27203DB8,card,1.59
85,CC5588377,card,1.69
85,C638F08C6,card,1.59
85,C01C78E95,card,6.18
85,C9FFE1464,card,0.99
85,C3E369A33,card,6.07
85,,cash,3.58
86,,cash,1.98
86,C18DCEF20,card,12.97
86,,cash,4.38
87,,cash,8.29
87,CF382401D,card,8.09
87,C91BAC9EC,card,5.99
87,C2FF14FBB,card,3.27
88,CCE29D50A,card,3.78
88,,cash,1.98
88,,cash,1.19
88,CA8CF2667,card,12.25
88,C4707AC36,card,3.79
88,CE53E3585,card,5.99
89,,cash,1.42
90,C21AD0123,card,4.58
90,CBFE586F2,card,3.49
91,,cash,0.99
92,CFC549210,card,5.28
92,C9A8B1BEF,card,1.79
92,,cash,5.47
94,,cash,1.69
95,C75316CDC,card,1.69
95,C1369F2AB,card,4.5
95,CB1A0787A,card,3.96
95,C4FD8C1C9,card,1.59
96,CEE0F4798,card,7.79
96,,cash,2.19
96,,cash,21.0
96,CC8B6D8F5,card,3.09
96,,cash,0.99
97,,cash,2.38
97,,cash,10.37
97,,cash,1.19
97,CDFCB3900,card,4.38
97,C7E03BEDF,card,0.99
98,,cash,1.69
98,CBA728A7D,card,0.99
99,,cash,1.99
99,,cash,2.65
99,C95181F6A,card,4.38
99,,cash,3.58
99,,cash,1.59
99,,cash,9.39
99,C0DF6F616,card,13.39
99,CAC2D7FE5,card,1.09
99,,cash,16.49
100,,cash,12.07
100,,cash,8.18
100,C250B56A1,card,2.19
101,CC343DC70,card,6.07
101,C617A25CF,card,5.38
101,CFFB2AB9E,card,6.37
101,C9DE9316D,card,4.58
101,C3C21B73C,card,3.69
101,CDA583C8B,card,17.17
102,C7890825A,card,1.29
103,C16C70829,card,7.58
103,CB4FF91F8,card,1.99
103,C533617B7,card,4.38
103,CF16E9D06,card,2.29
103,,cash,8.09
104,,cash,2.18
105,,cash,8.09
106,C6A4B77C2,card,6.18
107,C0883FD91,card,3.18
107,,cash,3.09
108,,cash,25.98
108,CE3294E8E,card,3.09
109,,cash,14.48
109,C1F985A2C,card,1.69
109,CBDD0A3FB,card,2.98
109,C5C07294A,card,4.58
109,CFA3FAF19,card,2.98
109,C987634E8,card,1.09
109,C36AEBAA7,card,1.49
109,,cash,3.09
110,C731D89C5,card,1.09
110,,cash,12.92
110,CAF8C9563,card,3.09
110,C4DC31B32,card,3.48
110,,cash,1.09
110,,cash,7.27
111,C28696C2F,card,19.36
111,CC6A1F5FE,card,1.09
111,C64D87B4D,card,1.09
111,,cash,6.67
112,,cash,3.58
112,C3F7FCCBA,card,9.88
113,CDDB65209,card,1.29
113,C7BEEDBD8,card,3.38
113,C1A252197,card,21.29
113,CB85DA766,card,5.33
113,C56942D35,card,16.18
114,,cash,2.19
115,C93033853,card,8.78
115,,cash,3.58
115,CCF7207F1,card,8.18
115,C6DAA8D40,card,5.1
115,,cash,8.49
115,CAA1998EE,card,2.98
115,C48501EBD,card,1.49
115,,cash,3.18
115,C84BFEDDB,card,8.78
116,C22F673AA,card,1.39
116,CC12EF979,card,1.89
116,C5F657EC8,card,11.07
116,,cash,0.99
116,C9BD44A56,card,16.29
116,C3A0CD025,card,21.29
116,CD84359F4,card,9.08
116,,cash,7.97
116,,cash,4.27
116,CB2EAAAE1,card,21.47
116,C512130B0,card,4.18
117,CEF59B60F,card,3.22
117,,cash,1.61
117,C2BC885AD,card,1.23
117,CC9FF0B7C,card,1.23
118,C683790CB,card,2.58
118,C066E169A,card,1.98
119,CA4A69C69,card,3.18
119,C42DDE238,card,3.58
120,,cash,3.09
120,C7F4CF146,card,1.79
120,,cash,0.99
120,CBBBBFCE4,card,4.57
121,,cash,7.79
121,,cash,4.18
121,C966151D1,card,13.56
122,,cash,3.49
122,,cash,4.38
122,C7108A2CE,card,0.99
122,,cash,3.79
122,CAD77AE6C,card,6.18
122,,cash,2.98
123,CE9E6BD8A,card,2.28
123,C881D0359,card,5.47
123,C26558928,card,2.19
123,CC48C0EE7,card,11.09
123,C62C494B6,card,4.38
123,,cash,2.38
123,C9F3263D4,card,4.38
123,,cash,2.48
123,CDBA16F72,card,9.39
123,,cash,7.07
123,C18107A90,card,3.09
124,CB648C06F,card,3.49
124,,cash,1.49
124,CF2B7CF8D,card,2.19
126,C90EE555C,card,1.69
126,,cash,11.58
126,,cash,9.55
127,,cash,8.37
129,C09CC2C18,card,1.09
130,CA804B5D7,card,4.77
130,C463B3BA6,card,2.09
130,,cash,8.09
130,C82AA06C4,card,7.58
130,C20E28C93,card,1.79
131,,cash,2.19
131,,cash,1.79
131,,cash,1.69
131,C99BF675F,card,12.25
131,C37F7ED2E,card,7.58
131,,cash,4.18
131,C7466F84C,card,1.59
131,C129D7E1B,card,6.18
132,,cash,1.09
132,C4F0C4DB9,card,0.99
132,CED44D308,card,2.98
132,C8B7B58C7,card,2.78
133,C29B3DE96,card,3.18
133,CC7EA2465,card,1.49
134,C6622AA34,card,13.18
134,,cash,6.47
134,,cash,1.69
134,C40C83F21,card,21.29
135,,cash,8.83
135,,cash,36.59
135,C1B6F901E,card,1.09
136,,cash,2.29
136,C57DE9FBC,card,2.19
136,,cash,2.78
137,C944C6ADA,card,3.58
137,C3284F0A9,card,1.98
137,CD0BB7678,card,2.19
137,C6EF3FC37,card,0.99
137,C0D2A4586,card,1.98
137,,cash,6.18
137,C49995124,card,1.09
138,,cash,0.99
138,C86085C42,card,13.39
138,,cash,17.55
138,CC2772BE0,card,1.98
138,C60AFB1BF,card,0.99
138,CFEE6370E,card,6.18
139,,cash,3.38
139,C3B5502AC,card,1.29
139,CD98D887B,card,4.76
139,C77C411CA,card,14.14
140,C15FC9799,card,3.09
140,,cash,1.69
140,,cash,2.38
140,,cash,16.58
140,C8ED96E45,card,3.77
140,,cash,18.79
141,,cash,1.09
141,,cash,2.09
142,C07B74901,card,2.29
142,CA5EFCED0,card,8.27
142,C442654AF,card,1.98
142,CE25EDA7E,card,4.38
143,C809523CD,card,17.27
143,,cash,3.58
143,CBD042F6B,card,2.18
143,,cash,0.99
144,,cash,3.18
144,C97AB8058,card,4.09
144,C35E20617,card,2.19
144,CD41A8FE6,card,0.99
144,C725115B5,card,4.3
145,,cash,11.64
145,CAEC0E0D3,card,16.24
145,C4CF766A2,card,1.04
145,,cash,1.61
145,C896675C0,card,4.16
145,,cash,2.08
145,CC5D5416E,card,9.57
145,C640DC73D,card,1.42
145,,cash,4.54
146,CA07CD25B,card,3.28
146,,cash,16.57
147,CDCEBA1F9,card,8.79
147,C7B222748,card,4.37
147,,cash,9.86
147,CB79132D6,card,6.58
147,,cash,8.09
148,CF4003E74,card,2.78
148,C923887C3,card,6.58
148,C306F0D92,card,1.9
149,,cash,3.58
149,,cash,2.18
149,,cash,11.99
149,,cash,2.19
150,C47846A2D,card,1.79
150,CE5BCF3FC,card,5.57
150,,cash,3.38
150,,cash,4.58
150,,cash,1.59
150,,cash,7.79
150,CFCD15077,card,3.79
150,,cash,7.17
150,,cash,12.79
151,,cash,2.19
151,,cash,0.99
151,C13E7B082,card,1.09
152,CB21E3651,card,2.18
152,,cash,1.19
152,,cash,5.39
152,C8CC58B4E,card,3.79
152,,cash,2.19
153,CC93496EC,card,14.15
153,,cash,2.09
153,C05A2620A,card,4.38
153,CA3DAEBD9,card,1.19
153,,cash,16.79
153,CE049F767,card,9.16
154,C7E807D36,card,1.99
154,C1CB8C285,card,4.58
154,,cash,4.57
155,C5927CE23,card,7.79
155,CF75E57F2,card,3.18
155,C9596DD41,card,1.9
155,C33CD2310,card,12.79
156,,cash,1.19
156,C703C2EBE,card,8.57
157,C0E74B40D,card,3.09
157,CACAB3DDC,card,1.49
157,C4AE383AB,card,5.29
158,,cash,2.38
158,C87528EC9,card,15.69
158,C25891498,card,8.45
158,CC3C19A57,card,6.58
158,C61F8E026,card,1.79
158,,cash,3.58
158,C9E67EF44,card,2.39
159,,cash,5.58
159,CDAD6FAE2,card,2.98
159,C790D40B1,card,1.59
159,C1745C600,card,21.29
159,,cash,5.97
159,,cash,12.58
159,CF1EB5B7D,card,5.59
160,,cash,4.09
160,C2E5A269B,card,8.77
160,CCC92AC6A,card,3.88
160,,cash,4.37
160,,cash,3.58
161,CA7380147,card,10.56
162,C45708716,card,1.59
162,CE3A70CE5,card,6.18
162,C81DF92B4,card,0.99
162,C20161803,card,5.38
163,,cash,1.79
163,C5C85E7A1,card,11.76
163,CFABC6D70,card,3.18
164,C98F4F2CF,card,3.19
164,,cash,2.19
164,,cash,4.08
165,,cash,10.88
165,C11D2CD8B,card,12.79
165,,cash,13.07
165,C4E41D929,card,16.19
165,CEC785EF8,card,1.98
165,C8AB0A4B7,card,2.39
165,C28E72A06,card,8.09
165,,cash,1.98
166,,cash,4.38
166,C038EBF73,card,3.18
166,,cash,3.38
167,,cash,1.98
168,,cash,1.39
169,,cash,1.98
169,,cash,6.18
169,CB8DA655D,card,2.99
169,C5712EB2C,card,2.98
170,,cash,2.58
170,,cash,2.55
170,,cash,4.87
170,,cash,3.58
170,,cash,8.09
171,C0C5FD176,card,4.09
171,CAA9656C5,card,16.28
171,,cash,4.3
171,,cash,2.39
171,,cash,3.78
172,C23743181,card,1.49
172,,cash,2.29
172,,cash,5.99
173,,cash,6.08
173,,cash,1.98
173,,cash,4.58
173,CD8C117EB,card,1.98
173,,cash,6.18
173,C1530E309,card,7.48
173,CB36768D8,card,10.34
173,C519FEE97,card,1.98
174,,cash,10.68
174,,cash,5.3
174,C2C454384,card,3.18
174,CCA7DC953,card,10.89
176,C68B44F22,card,1.98
177,,cash,4.48
177,CA5235A40,card,4.99
177,C435BA01F,card,5.19
178,,cash,1.89
178,C7FCAAFBD,card,11.59
178,C1E01350C,card,1.89
179,,cash,20.59
180,C5A7000AA,card,0.94
180,CF8A88679,card,1.88
180,,cash,3.4
180,C35179587,card,7.57
180,CD34E1B56,card,10.53
180,,cash,1.88
180,C0FBDE6F4,card,2.83
180,CADF46C43,card,0.94
180,,cash,5.45
182,CEA637BE1,card,8.09
183,,cash,3.38
183,C26D2470F,card,23.28
184,CC50ACCDE,card,8.58
185,,cash,1.09
185,,cash,1.09
185,C9FB021CB,card,12.83
185,C3DE8A79A,card,3.09
185,,cash,3.09
186,,cash,7.49
186,,cash,27.47
186,,cash,2.38
186,C54FD0415,card,21.29
187,CF3358DE4,card,7.67
187,C916C13B3,card,11.29
187,C2FA49902,card,3.28
187,CCDDB1ED1,card,3.09
187,,cash,2.29
188,C0A4AEA7F,card,2.29
189,,cash,9.96
189,,cash,3.18
189,CE4F07F6C,card,1.09
190,C8328C53B,card,8.39
190,,cash,2.18
190,,cash,19.38
190,C5DCE5628,card,5.76
190,CFC06DFE7,card,4.38
191,C9A3D25B6,card,2.18
191,,cash,3.27
191,CD6AC30D4,card,5.17
191,C74E4B6A3,card,2.98
191,,cash,3.98
192,CB15385C1,card,1.39
192,C4F8A0B90,card,3.38
192,,cash,4.3
192,,cash,3.68
192,C2A319C8D,card,17.28
192,CC868E25C,card,3.38
192,C669F682B,card,1.19
193,,cash,3.79
193,CA30E7749,card,3.38
193,C4146FD18,card,9.18
193,,cash,1.19
193,,cash,1.09
193,C1BEC4E75,card,1.09
194,CBA24D7C4,card,1.69
194,,cash,1.39
195,CF693A362,card,2.59
195,C94CA2931,card,1.09
195,,cash,1.69
195,,cash,1.69
195,,cash,5.76
195,,cash,2.19
196,CABE0894C,card,5.3
196,,cash,4.88
196,CE84F94EA,card,4.29
196,,cash,1.09
198,C24BD6008,card,16.18
198,CC2F5E9C7,card,2.09
198,C612C6F96,card,3.27
198,CFF64F565,card,1.69
198,C9D9B7B34,card,1.39
199,C3BD3C083,card,1.09
199,CDA0A4652,card,18.39
199,,cash,1.39
199,,cash,8.09
199,,cash,5.17
199,,cash,1.09
199,,cash,3.69
199,,cash,8.09
199,,cash,8.79
200,CCBC63BDA,card,6.83
200,C69FE81A9,card,6.38
200,C08350778,card,8.09
200,CA66D8D37,card,4.38
200,,cash,1.09
201,CE2DC9855,card,6.13
201,C81131E24,card,1.09
201,,cash,12.09
201,,cash,2.09
202,C5BB97311,card,8.49
202,,cash,14.49
203,,cash,2.38
203,C3660C40E,card,6.18
203,CD4974DDD,card,5.38
203,,cash,2.09
203,,cash,1.09
203,CAF3EDECA,card,3.18
204,C4D752499,card,8.36
204,CEBADAA68,card,2.49
204,C89E43027,card,6.38
205,C281CB9F6,card,3.58
205,CC6533F45,card,2.59
205,C648B8514,card,6.17
206,C02C20AE3,card,1.09
206,CA0FA90B2,card,1.19
207,,cash,1.79
207,CDD699FD0,card,1.79
207,,cash,10.58
207,C19D76B7E,card,1.09
207,CB80FF0CD,card,1.79
207,C5646769C,card,2.69
208,CF47EFC6B,card,3.22
208,,cash,12.35
208,C30EDCB89,card,8.92
208,CCF245158,card,1.04
208,C6D5CD717,card,14.24
208,,cash,1.13
208,CA9CBA2B5,card,15.85
208,C48022804,card,2.94
208,,cash,1.7
209,,cash,12.79
209,,cash,2.19
209,,cash,2.19
209,C5F18889F,card,0.99
209,CFD4F0E6E,card,4.38
210,C9B87943D,card,8.58
210,,cash,3.58
210,,cash,2.19
210,,cash,3.79
210,C14646EF9,card,4.96
211,CB29CF448,card,3.89
211,C50D37A07,card,1.69
211,CEF0BC3D6,card,8.39
211,,cash,6.18
212,C2B7ACF74,card,8.37
212,CC9B154C3,card,8.96
213,C67E9DA92,card,16.98
213,,cash,4.18
213,CA458A630,card,1.99
214,C428F2F8F,card,7.79
214,CE0C7B55E,card,5.37
214,C7EFE3B2D,card,2.19
214,C1D3680FC,card,5.07
215,CBB6D064B,card,6.85
215,C59A58C1A,card,3.09
216,,cash,1.69
216,C96149BB8,card,3.58
216,C344BE177,card,3.69
216,CD28266C6,card,12.49
217,C70BAEC95,card,6.18
217,,cash,9.39
217,CAD29F833,card,13.77
218,C4B604182,card,3.38
218,,cash,4.38
218,C87CF4D20,card,1.79
219,C2607D2FF,card,4.98
219,,cash,1.69
220,C6276DE1D,card,2.19
220,C00AD27EC,card,1.19
221,C9EE5ADBB,card,4.18
221,,cash,0.99
221,CDB54B8D9,card,2.09
221,,cash,9.38
221,,cash,0.99
221,,cash,2.19
222,C54329385,card,1.49
222,CF2691954,card,0.99
222,C90A19F23,card,1.19
222,C2ED8E4F2,card,2.19
222,CCD0F6A41,card,1.69
222,,cash,3.69
223,C097E79EF,card,0.99
223,CA7B6FFBE,card,14.19
223,,cash,4.98
223,CE425CADC,card,12.05
223,,cash,2.19
224,C2094D67A,card,1.98
224,CBECB5FC9,card,12.29
225,,cash,12.05
225,CFB3A2B57,card,1.98
225,,cash,8.79
225,C37A936F5,card,3.89
225,CD5E1BC44,card,16.76
226,,cash,3.68
226,C12508BE2,card,5.37
226,,cash,3.48
226,C4EBF9700,card,1.39
226,CECF61CDF,card,8.6
227,,cash,6.09
227,,cash,1.19
227,CC79C71CC,card,2.55
227,,cash,0.99
228,C040B7D6A,card,3.19
228,,cash,9.78
228,,cash,14.68
228,,cash,8.17
228,C7CE95416,card,2.09
228,C1B21DDE5,card,3.77
228,CB95823B4,card,16.76
228,,cash,29.47
229,CF5C72ED2,card,6.98
229,C93FFB4A1,card,21.29
229,C32363A70,card,3.58
230,CD06E83CF,card,3.67
230,C6EA5099E,card,2.98
230,C0CDD8F6D,card,7.57
230,CAB14153C,card,22.69
231,C494C9A8B,card,5.77
231,CE783E05A,card,1.98
231,C85BA6629,card,2.19
232,,cash,12.29
232,CC22975B7,card,1.89
232,C6061FB06,card,8.6
233,CFE9840D5,card,12.26
233,,cash,2.19
234,C3B074C73,card,1.59
234,CD93FD5C2,card,0.99
234,C77765B91,card,0.99
234,,cash,14.08
234,CB3E5273F,card,8.79
235,C521DAC8E,card,8.58
235,CF054325D,card,4.17
235,C8E8CB82C,card,3.38
235,,cash,18.39
235,CCAFB874A,card,5.17
235,C69320D19,card,2.38
235,,cash,1.99
235,CA5A118A7,card,12.79
235,,cash,2.75
236,,cash,17.09
236,,cash,8.48
236,C1E7FF363,card,8.05
237,CBCB67932,card,1.98
238,C5AEEFE81,card,2.59
238,,cash,3.37
240,C975DCA2F,card,17.37
240,C359453FE,card,8.6
240,CD3CCD94D,card,1.98
241,C72035F1C,card,1.79
241,C103BA4EB,card,0.99
242,CAE722ABA,card,6.79
242,,cash,6.17
242,CEAE139D8,card,2.19
242,C8919BF97,card,12.17
242,C27500566,card,2.19
242,CC5888B35,card,4.38
243,,cash,1.88
243,C01F79653,card,1.61
243,CA02E1C22,card,3.22
243,,cash,1.88
243,,cash,2.18
243,C7AD4711F,card,2.08
244,,cash,5.08
244,,cash,12.47
245,C557BC20C,card,2.38
245,,cash,1.39
245,C91EAD1AA,card,11.28
246,C30215779,card,38.76
246,CCE59DCC8,card,12.65
247,,cash,2.48
247,C0AC8A856,card,3.19
247,CA8FF2E25,card,9.39
247,C4737B7F4,card,8.09
247,,cash,2.09
248,C83A68312,card,1.69
248,,cash,7.58
248,CC0158EB0,card,9.67
248,C5E4C140F,card,8.6
248,CFC849DDE,card,1.98
248,C9ABBE3AD,card,5.37
248,,cash,2.98
249,CD72AEECB,card,0.99
249,C7561749A,card,3.79
249,C1399FA69,card,1.39
249,CB1D04038,card,3.19
249,,cash,0.99
249,,cash,3.18
249,,cash,2.55
250,,cash,3.58
250,,cash,1.69
250,,cash,1.69
250,,cash,1.98
251,,cash,4.38
254,C41C4BB7F,card,12.09
254,CDFFB00CE,card,15.68
254,C7E33869D,card,0.99
254,C1C6A0C6C,card,10.89
254,,cash,3.19
255,,cash,3.69
255,CF7106159,card,1.09
255,C9548E728,card,5.87
255,,cash,13.88
255,CD1B7F2B6,card,1.19
255,C6FEE7805,card,1.99
255,C0E26C1D4,card,14.69
256,CAC5D47A3,card,1.98
256,,cash,2.39
256,CE8CC52C1,card,1.79
256,,cash,1.09
256,C253B5E6F,card,0.99
257,CC373A43E,card,39.39
257,C61AA2D8D,card,3.38
257,,cash,7.58
257,C9E19392B,card,0.99
257,C3C51BEFA,card,2.18
257,,cash,5.48
257,,cash,3.98
258,C16F713D7,card,2.18
259,,cash,1.39
259,C53661F75,card,7.79
260,,cash,1.49
260,,cash,24.27
261,C2E0C7062,card,5.18
261,CCC44F631,card,1.59
262,,cash,4.97
262,C08B3C55F,card,10.17
263,,cash,2.29
263,C4522D0FD,card,1.98
263,CE359564C,card,8.98
263,,cash,3.39
263,,cash,8.58
263,,cash,8.09
263,C5C373108,card,9.69
263,,cash,4.78
263,C98A63C96,card,0.99
264,,cash,3.38
264,,cash,15.16
265,,cash,2.19
265,C11841752,card,6.38
265,CAFBC9D21,card,1.9
267,C4DF3E2F0,card,1.59
267,CEC2A684F,card,3.79
267,C8A62EE1E,card,3.39
267,C289977ED,card,0.99
268,CC6D1FDBC,card,3.79
268,,cash,6.29
269,C0340C8DA,card,2.18
269,,cash,1.19
270,C3FAFD478,card,1.09
270,,cash,5.99
271,,cash,1.04
271,C1A552955,card,5.5
271,,cash,7.2
271,C56C434F3,card,3.03
271,,cash,7.69
271,,cash,6.54
271,C316B89E0,card,1.61
271,,cash,1.51
